opponent, outcome, home/away, tourn, team1
South Alabama, W, A, 0,Louisiana Lafayette
Arkansas St., W, H, 0,Louisiana Lafayette
Little Rock, L, H, 0,Louisiana Lafayette
Texas St., W, N, 1,Louisiana Lafayette
UT Arlington, L, N, 1,Louisiana Lafayette
LSU, L, A, 1,Louisiana Lafayette
South Carolina St., W, H, 0,Wisconsin
Yale, W, H, 0,Wisconsin
Xavier, L, H, 0,Wisconsin
Baylor, L, N, 0,Wisconsin
UCLA, L, N, 0,Wisconsin
Milwaukee, W, H, 0,Wisconsin
Virginia, L, A, 0,Wisconsin
Ohio St., L, H, 0,Wisconsin
Penn St., W, A, 0,Wisconsin
Temple, L, A, 0,Wisconsin
Marquette, L, H, 0,Wisconsin
Western Kentucky, W, H, 0,Wisconsin
Green Bay, W, H, 0,Wisconsin
Chicago St., W, H, 0,Wisconsin
UMass Lowell, W, H, 0,Wisconsin
Indiana, W, H, 0,Wisconsin
Rutgers, L, A, 0,Wisconsin
Nebraska, L, A, 0,Wisconsin
Purdue, L, A, 0,Wisconsin
Illinois, W, H, 0,Wisconsin
Iowa, L, A, 0,Wisconsin
Michigan St., L, A, 0,Wisconsin
Nebraska, L, H, 0,Wisconsin
Northwestern, L, H, 0,Wisconsin
Maryland, L, A, 0,Wisconsin
Illinois, W, A, 0,Wisconsin
Michigan, L, H, 0,Wisconsin
Purdue, W, H, 0,Wisconsin
Minnesota, W, H, 0,Wisconsin
Northwestern, W, A, 0,Wisconsin
Michigan St., L, H, 0,Wisconsin
Maryland, W, N, 1,Wisconsin
Michigan St., L, N, 1,Wisconsin
Indiana St., L, H, 0,Indiana
Howard, W, H, 0,Indiana
Seton Hall, L, A, 0,Indiana
South Florida, W, H, 0,Indiana
Arkansas St., W, H, 0,Indiana
Eastern Michigan, W, H, 0,Indiana
Duke, L, H, 0,Indiana
Michigan, L, A, 0,Indiana
Iowa, W, H, 0,Indiana
Louisville, L, A, 0,Indiana
Notre Dame, W, N, 0,Indiana
Fort Wayne, L, H, 0,Indiana
Tennessee Tech, W, H, 0,Indiana
Youngstown St., W, H, 0,Indiana
Wisconsin, L, A, 0,Indiana
Minnesota, W, A, 0,Indiana
Penn St., W, H, 0,Indiana
Northwestern, W, H, 0,Indiana
Michigan St., L, A, 0,Indiana
Maryland, W, H, 0,Indiana
Illinois, L, A, 0,Indiana
Purdue, L, H, 0,Indiana
Ohio St., L, A, 0,Indiana
Michigan St., L, H, 0,Indiana
Rutgers, W, A, 0,Indiana
Minnesota, W, H, 0,Indiana
Illinois, W, H, 0,Indiana
Iowa, W, A, 0,Indiana
Nebraska, L, A, 0,Indiana
Ohio St., L, H, 0,Indiana
Rutgers, L, N, 1,Indiana
Pittsburgh, W, A, 0,Montana
Penn St., L, A, 0,Montana
Oral Roberts, W, N, 0,Montana
UC Santa Barbara, L, A, 0,Montana
Stanford, L, A, 0,Montana
Cal St. Northridge, W, H, 0,Montana
Georgia St., L, A, 0,Montana
UC Riverside, W, H, 0,Montana
UC Irvine, W, H, 0,Montana
Washington, L, A, 0,Montana
Northern Arizona, W, A, 0,Montana
Southern Utah, W, A, 0,Montana
North Dakota, W, H, 0,Montana
Northern Colorado, W, H, 0,Montana
Sacramento St., W, A, 0,Montana
Portland St., W, A, 0,Montana
Montana St., W, A, 0,Montana
Southern Utah, W, H, 0,Montana
Northern Arizona, W, H, 0,Montana
Northern Colorado, W, A, 0,Montana
North Dakota, W, A, 0,Montana
Portland St., W, H, 0,Montana
Sacramento St., W, H, 0,Montana
Eastern Washington, L, A, 0,Montana
Idaho, L, A, 0,Montana
Montana St., W, H, 0,Montana
Weber St., W, H, 0,Montana
Idaho St., W, H, 0,Montana
North Dakota, W, N, 1,Montana
Northern Colorado, W, N, 1,Montana
Eastern Washington, W, N, 1,Montana
Michigan, L, N, 2,Montana
Mississippi Valley St., W, H, 0,BYU
Princeton, W, A, 0,BYU
UT Arlington, L, H, 0,BYU
Niagara, W, H, 0,BYU
Alabama, L, N, 0,BYU
Massachusetts, W, N, 0,BYU
Utah Valley, W, A, 0,BYU
Utah St., W, A, 0,BYU
Illinois St., W, H, 0,BYU
Weber St., W, N, 0,BYU
Utah, W, H, 0,BYU
Idaho St., W, H, 0,BYU
Texas Southern, W, H, 0,BYU
Portland, W, H, 0,BYU
Saint Mary's, L, H, 0,BYU
San Francisco, W, A, 0,BYU
Pacific, L, A, 0,BYU
Pepperdine, W, H, 0,BYU
Santa Clara, W, A, 0,BYU
Loyola Marymount, W, H, 0,BYU
San Diego, W, H, 0,BYU
Saint Mary's, L, A, 0,BYU
Pacific, W, H, 0,BYU
Loyola Marymount, L, A, 0,BYU
Gonzaga, L, A, 0,BYU
Santa Clara, W, H, 0,BYU
San Francisco, W, H, 0,BYU
Pepperdine, W, A, 0,BYU
San Diego, L, A, 0,BYU
Portland, W, A, 0,BYU
Gonzaga, L, H, 0,BYU
San Diego, W, N, 1,BYU
Saint Mary's, W, N, 1,BYU
Gonzaga, L, N, 1,BYU
Stanford, L, A, 1,BYU
New Orleans, W, H, 0,St. John's
Central Connecticut, W, H, 0,St. John's
Nebraska, W, H, 0,St. John's
Oregon St., W, N, 0,St. John's
Missouri, L, N, 0,St. John's
UCF, W, A, 0,St. John's
Sacred Heart, W, H, 0,St. John's
Grand Canyon, W, A, 0,St. John's
Arizona St., L, N, 0,St. John's
Iona, W, H, 0,St. John's
Saint Joseph's, W, N, 0,St. John's
Providence, L, H, 0,St. John's
Seton Hall, L, A, 0,St. John's
Creighton, L, A, 0,St. John's
DePaul, L, H, 0,St. John's
Georgetown, L, H, 0,St. John's
Villanova, L, H, 0,St. John's
Xavier, L, A, 0,St. John's
Georgetown, L, A, 0,St. John's
Creighton, L, H, 0,St. John's
Butler, L, A, 0,St. John's
Xavier, L, H, 0,St. John's
Duke, W, H, 0,St. John's
Villanova, W, A, 0,St. John's
Marquette, W, H, 0,St. John's
DePaul, W, A, 0,St. John's
Marquette, L, A, 0,St. John's
Seton Hall, L, H, 0,St. John's
Butler, W, H, 0,St. John's
Providence, L, A, 0,St. John's
Georgetown, W, H, 1,St. John's
Xavier, L, H, 1,St. John's
Coppin St., W, H, 0,Oregon
Prairie View A&M, W, H, 0,Oregon
Alabama St., W, H, 0,Oregon
Ball St., W, H, 0,Oregon
Connecticut, L, H, 0,Oregon
DePaul, W, H, 0,Oregon
Oklahoma, L, H, 0,Oregon
Boise St., L, H, 0,Oregon
Colorado St., W, H, 0,Oregon
Texas Southern, W, H, 0,Oregon
Portland St., W, H, 0,Oregon
Fresno St., W, A, 0,Oregon
Central Arkansas, W, H, 0,Oregon
Utah, L, H, 0,Oregon
Colorado, W, H, 0,Oregon
Oregon St., L, A, 0,Oregon
Arizona St., W, A, 0,Oregon
Arizona, L, A, 0,Oregon
USC, L, H, 0,Oregon
UCLA, W, H, 0,Oregon
Oregon St., W, H, 0,Oregon
California, W, A, 0,Oregon
Stanford, L, A, 0,Oregon
Washington, W, H, 0,Oregon
Washington St., W, H, 0,Oregon
USC, L, A, 0,Oregon
UCLA, L, A, 0,Oregon
Arizona St., W, H, 0,Oregon
Arizona, W, H, 0,Oregon
Washington St., L, A, 0,Oregon
Washington, W, A, 0,Oregon
Washington St., W, N, 1,Oregon
Utah, W, N, 1,Oregon
USC, L, N, 1,Oregon
Rider, W, H, 1,Oregon
Marquette, L, A, 1,Oregon
Kentucky, L, A, 0,Vermont
Bradley, W, N, 0,Vermont
Coastal Carolina, W, N, 0,Vermont
Northern Kentucky, W, N, 0,Vermont
Yale, W, A, 0,Vermont
Richmond, W, A, 0,Vermont
Bucknell, L, A, 0,Vermont
Marquette, L, A, 0,Vermont
Northeastern, L, A, 0,Vermont
Siena, W, H, 0,Vermont
St. Bonaventure, L, A, 0,Vermont
Quinnipiac, W, H, 0,Vermont
Harvard, W, A, 0,Vermont
UMass Lowell, W, A, 0,Vermont
UMBC, W, H, 0,Vermont
Dartmouth, W, A, 0,Vermont
Stony Brook, W, H, 0,Vermont
Maine, W, H, 0,Vermont
New Hampshire, W, A, 0,Vermont
Hartford, W, A, 0,Vermont
Albany, W, H, 0,Vermont
Binghamton, W, A, 0,Vermont
UMBC, W, A, 0,Vermont
Albany, W, A, 0,Vermont
UMass Lowell, W, H, 0,Vermont
New Hampshire, W, H, 0,Vermont
Hartford, L, H, 0,Vermont
Binghamton, W, H, 0,Vermont
Stony Brook, W, A, 0,Vermont
Maine, W, A, 0,Vermont
Maine, W, H, 1,Vermont
Stony Brook, W, H, 1,Vermont
UMBC, L, H, 1,Vermont
Middle Tennessee, L, A, 1,Vermont
Maine, W, H, 0,Boston College
South Carolina St., W, H, 0,Boston College
Sacred Heart, W, H, 0,Boston College
Texas Tech, L, N, 0,Boston College
La Salle, W, N, 0,Boston College
Colgate, W, H, 0,Boston College
Providence, L, A, 0,Boston College
Nebraska, L, A, 0,Boston College
Hartford, W, A, 0,Boston College
Duke, W, H, 0,Boston College
Columbia, W, H, 0,Boston College
Central Connecticut, W, H, 0,Boston College
Richmond, W, H, 0,Boston College
Virginia, L, A, 0,Boston College
Clemson, L, H, 0,Boston College
Wake Forest, W, H, 0,Boston College
North Carolina, L, A, 0,Boston College
Dartmouth, W, H, 0,Boston College
Florida St., W, H, 0,Boston College
Louisville, L, A, 0,Boston College
Syracuse, L, A, 0,Boston College
Virginia Tech, L, H, 0,Boston College
Georgia Tech, W, H, 0,Boston College
Notre Dame, L, A, 0,Boston College
Miami FL, W, H, 0,Boston College
Pittsburgh, W, A, 0,Boston College
Notre Dame, L, H, 0,Boston College
North Carolina St., L, A, 0,Boston College
Miami FL, L, A, 0,Boston College
Syracuse, W, H, 0,Boston College
Florida St., L, A, 0,Boston College
Georgia Tech, W, N, 1,Boston College
North Carolina St., W, N, 1,Boston College
Clemson, L, N, 1,Boston College
Western Kentucky, L, A, 1,Boston College
UC Irvine, W, H, 0,South Dakota St.
Alabama St., W, H, 0,South Dakota St.
Kansas, L, A, 0,South Dakota St.
Wyoming, L, N, 0,South Dakota St.
Iowa, W, N, 0,South Dakota St.
Buffalo, W, N, 0,South Dakota St.
Mississippi, W, A, 0,South Dakota St.
Missouri St., L, H, 0,South Dakota St.
Wichita St., L, A, 0,South Dakota St.
North Dakota, W, H, 0,South Dakota St.
Colorado, L, A, 0,South Dakota St.
Drake, W, H, 0,South Dakota St.
UMKC, W, A, 0,South Dakota St.
North Dakota St., W, A, 0,South Dakota St.
Nebraska Omaha, W, A, 0,South Dakota St.
Oral Roberts, W, H, 0,South Dakota St.
Denver, W, H, 0,South Dakota St.
Western Illinois, W, A, 0,South Dakota St.
South Dakota, L, A, 0,South Dakota St.
Fort Wayne, W, H, 0,South Dakota St.
Nebraska Omaha, W, H, 0,South Dakota St.
North Dakota St., W, H, 0,South Dakota St.
Denver, W, A, 0,South Dakota St.
Oral Roberts, W, A, 0,South Dakota St.
Western Illinois, W, H, 0,South Dakota St.
South Dakota, W, H, 0,South Dakota St.
Fort Wayne, W, A, 0,South Dakota St.
Western Illinois, W, H, 1,South Dakota St.
North Dakota St., W, H, 1,South Dakota St.
South Dakota, W, N, 1,South Dakota St.
Ohio St., L, N, 2,South Dakota St.
Cal St. Northridge, W, H, 0,Fresno St.
Arkansas, L, A, 0,Fresno St.
Evansville, L, N, 0,Fresno St.
George Mason, W, N, 0,Fresno St.
Montana St., W, H, 0,Fresno St.
Weber St., W, H, 0,Fresno St.
Long Beach St., W, A, 0,Fresno St.
Cal St. Bakersfield, W, H, 0,Fresno St.
Cal Poly, W, A, 0,Fresno St.
Arkansas Pine Bluff, W, H, 0,Fresno St.
Oregon, L, H, 0,Fresno St.
Nevada, L, H, 0,Fresno St.
Air Force, W, H, 0,Fresno St.
Utah St., L, A, 0,Fresno St.
Colorado St., W, A, 0,Fresno St.
Boise St., L, H, 0,Fresno St.
New Mexico, W, H, 0,Fresno St.
San Diego St., W, A, 0,Fresno St.
UNLV, W, H, 0,Fresno St.
Utah St., L, H, 0,Fresno St.
Nevada, L, A, 0,Fresno St.
Wyoming, W, A, 0,Fresno St.
San Diego St., W, H, 0,Fresno St.
San Jose St., W, A, 0,Fresno St.
Colorado St., W, H, 0,Fresno St.
UNLV, W, A, 0,Fresno St.
Wyoming, L, H, 0,Fresno St.
Air Force, W, A, 0,Fresno St.
New Mexico, L, A, 0,Fresno St.
San Diego St., L, N, 1,Fresno St.
Wofford, W, A, 0,South Carolina
Western Michigan, W, H, 0,South Carolina
Illinois St., L, N, 0,South Carolina
UTEP, W, N, 0,South Carolina
Western Michigan, W, N, 0,South Carolina
FIU, W, A, 0,South Carolina
Temple, L, N, 0,South Carolina
Massachusetts, W, H, 0,South Carolina
Wyoming, W, H, 0,South Carolina
Coastal Carolina, W, H, 0,South Carolina
Clemson, L, A, 0,South Carolina
Mississippi, L, A, 0,South Carolina
Missouri, L, H, 0,South Carolina
Vanderbilt, W, H, 0,South Carolina
Alabama, L, A, 0,South Carolina
Georgia, W, A, 0,South Carolina
Kentucky, W, H, 0,South Carolina
Tennessee, L, H, 0,South Carolina
Florida, W, A, 0,South Carolina
Texas Tech, L, H, 0,South Carolina
Mississippi St., L, H, 0,South Carolina
Texas A&M, L, A, 0,South Carolina
Arkansas, L, A, 0,South Carolina
Florida, L, H, 0,South Carolina
Tennessee, L, A, 0,South Carolina
Auburn, W, H, 0,South Carolina
Georgia, W, H, 0,South Carolina
Mississippi St., L, A, 0,South Carolina
LSU, W, H, 0,South Carolina
Auburn, L, A, 0,South Carolina
Mississippi, W, N, 1,South Carolina
Arkansas, L, N, 1,South Carolina
Bowling Green, W, A, 0,South Dakota
TCU, L, A, 0,South Dakota
Grambling St., W, H, 0,South Dakota
Southern Miss, W, H, 0,South Dakota
Northern Colorado, L, H, 0,South Dakota
Youngstown St., W, H, 0,South Dakota
UMKC, W, A, 0,South Dakota
Duke, L, A, 0,South Dakota
Drake, W, H, 0,South Dakota
Eastern Washington, W, H, 0,South Dakota
Northern Arizona, W, A, 0,South Dakota
San Jose St., W, A, 0,South Dakota
UCLA, L, A, 0,South Dakota
Denver, W, H, 0,South Dakota
Western Illinois, W, H, 0,South Dakota
North Dakota St., L, H, 0,South Dakota
Fort Wayne, W, A, 0,South Dakota
Oral Roberts, W, H, 0,South Dakota
Nebraska Omaha, W, A, 0,South Dakota
South Dakota St., W, H, 0,South Dakota
Denver, L, A, 0,South Dakota
Western Illinois, W, A, 0,South Dakota
North Dakota St., W, A, 0,South Dakota
Fort Wayne, W, H, 0,South Dakota
Oral Roberts, W, A, 0,South Dakota
Nebraska Omaha, W, H, 0,South Dakota
South Dakota St., L, A, 0,South Dakota
Nebraska Omaha, W, H, 1,South Dakota
Denver, W, H, 1,South Dakota
South Dakota St., L, N, 1,South Dakota
North Texas, L, H, 1,South Dakota
Virginia, L, A, 0,UNC Greensboro
Delaware, W, H, 0,UNC Greensboro
Longwood, W, H, 0,UNC Greensboro
Wake Forest, L, A, 0,UNC Greensboro
Presbyterian, L, A, 0,UNC Greensboro
Liberty, W, A, 0,UNC Greensboro
Elon, W, H, 0,UNC Greensboro
UNC Wilmington, W, H, 0,UNC Greensboro
North Carolina St., W, A, 0,UNC Greensboro
UNC Asheville, L, H, 0,UNC Greensboro
Wofford, W, H, 0,UNC Greensboro
VMI, W, A, 0,UNC Greensboro
East Tennessee St., L, A, 0,UNC Greensboro
Western Carolina, W, A, 0,UNC Greensboro
The Citadel, W, H, 0,UNC Greensboro
Mercer, W, H, 0,UNC Greensboro
Furman, W, H, 0,UNC Greensboro
Samford, W, A, 0,UNC Greensboro
Chattanooga, L, A, 0,UNC Greensboro
VMI, W, H, 0,UNC Greensboro
Furman, W, A, 0,UNC Greensboro
Western Carolina, W, H, 0,UNC Greensboro
East Tennessee St., W, H, 0,UNC Greensboro
The Citadel, W, A, 0,UNC Greensboro
Mercer, L, A, 0,UNC Greensboro
Wofford, W, A, 0,UNC Greensboro
Chattanooga, W, H, 0,UNC Greensboro
Samford, W, H, 0,UNC Greensboro
The Citadel, W, N, 1,UNC Greensboro
Wofford, W, N, 1,UNC Greensboro
East Tennessee St., W, N, 1,UNC Greensboro
Gonzaga, L, N, 2,UNC Greensboro
Washington, L, A, 0,Belmont
Vanderbilt, W, H, 0,Belmont
Middle Tennessee, W, A, 0,Belmont
Houston Baptist, W, H, 0,Belmont
Seattle, W, H, 0,Belmont
Providence, L, A, 0,Belmont
Lipscomb, L, H, 0,Belmont
TCU, L, A, 0,Belmont
Green Bay, W, H, 0,Belmont
Lipscomb, L, A, 0,Belmont
Milwaukee, W, H, 0,Belmont
Pepperdine, W, H, 0,Belmont
Western Kentucky, W, A, 0,Belmont
Southeast Missouri St., W, A, 0,Belmont
Tennessee Martin, W, A, 0,Belmont
Tennessee Tech, W, H, 0,Belmont
Jacksonville St., L, H, 0,Belmont
SIU Edwardsville, W, A, 0,Belmont
Eastern Illinois, W, A, 0,Belmont
Murray St., W, H, 0,Belmont
Austin Peay, W, H, 0,Belmont
Eastern Illinois, W, H, 0,Belmont
SIU Edwardsville, W, H, 0,Belmont
Eastern Kentucky, W, A, 0,Belmont
Morehead St., W, A, 0,Belmont
Tennessee St., L, A, 0,Belmont
Tennessee Tech, W, A, 0,Belmont
Eastern Kentucky, W, H, 0,Belmont
Morehead St., W, H, 0,Belmont
Jacksonville St., L, A, 0,Belmont
Tennessee St., W, H, 0,Belmont
Austin Peay, W, N, 1,Belmont
Murray St., L, N, 1,Belmont
UMBC, W, H, 0,SMU
Louisiana Monroe, W, H, 0,SMU
Northwestern St., W, H, 0,SMU
Arkansas Pine Bluff, W, H, 0,SMU
Northern Iowa, L, N, 0,SMU
Arizona, W, N, 0,SMU
Western Kentucky, L, N, 0,SMU
UT Rio Grande Valley, W, H, 0,SMU
USC, W, H, 0,SMU
TCU, L, A, 0,SMU
New Orleans, W, H, 0,SMU
Boise St., W, H, 0,SMU
Cal Poly, W, H, 0,SMU
UCF, W, H, 0,SMU
South Florida, W, H, 0,SMU
Tulane, L, A, 0,SMU
Cincinnati, L, A, 0,SMU
Temple, L, H, 0,SMU
Wichita St., W, A, 0,SMU
Tulane, W, H, 0,SMU
Connecticut, L, A, 0,SMU
East Carolina, W, H, 0,SMU
Tulsa, L, A, 0,SMU
Houston, L, A, 0,SMU
Cincinnati, L, H, 0,SMU
Memphis, L, H, 0,SMU
UCF, L, A, 0,SMU
East Carolina, W, A, 0,SMU
Wichita St., L, H, 0,SMU
Houston, L, H, 0,SMU
South Florida, L, A, 0,SMU
Connecticut, W, N, 1,SMU
Cincinnati, L, N, 1,SMU
Loyola MD, W, H, 0,Northwestern
Saint Peter's, W, H, 0,Northwestern
Creighton, L, H, 0,Northwestern
La Salle, W, N, 0,Northwestern
Texas Tech, L, N, 0,Northwestern
Sacred Heart, W, H, 0,Northwestern
Georgia Tech, L, A, 0,Northwestern
Illinois, W, H, 0,Northwestern
Purdue, L, A, 0,Northwestern
Chicago St., W, H, 0,Northwestern
Valparaiso, W, H, 0,Northwestern
DePaul, W, A, 0,Northwestern
Oklahoma, L, A, 0,Northwestern
Brown, W, H, 0,Northwestern
Nebraska, L, H, 0,Northwestern
Penn St., L, A, 0,Northwestern
Minnesota, W, H, 0,Northwestern
Indiana, L, A, 0,Northwestern
Ohio St., L, H, 0,Northwestern
Penn St., W, H, 0,Northwestern
Minnesota, W, A, 0,Northwestern
Michigan, L, A, 0,Northwestern
Wisconsin, W, A, 0,Northwestern
Michigan, W, H, 0,Northwestern
Maryland, L, A, 0,Northwestern
Rutgers, L, A, 0,Northwestern
Michigan St., L, H, 0,Northwestern
Maryland, L, H, 0,Northwestern
Wisconsin, L, H, 0,Northwestern
Iowa, L, A, 0,Northwestern
Penn St., L, N, 1,Northwestern
Old Dominion, W, N, 0,Temple
Auburn, W, N, 0,Temple
Clemson, W, N, 0,Temple
La Salle, L, A, 0,Temple
South Carolina, W, N, 0,Temple
George Washington, L, A, 0,Temple
Wisconsin, W, H, 0,Temple
Saint Joseph's, W, H, 0,Temple
Villanova, L, H, 0,Temple
Drexel, W, H, 0,Temple
Georgia, L, A, 0,Temple
Tulane, L, H, 0,Temple
Houston, L, A, 0,Temple
Cincinnati, L, H, 0,Temple
UCF, L, A, 0,Temple
SMU, W, A, 0,Temple
Memphis, L, H, 0,Temple
Tulsa, W, H, 0,Temple
Penn, W, A, 0,Temple
Cincinnati, L, A, 0,Temple
Connecticut, W, H, 0,Temple
Wichita St., W, H, 0,Temple
Tulane, W, A, 0,Temple
East Carolina, W, H, 0,Temple
South Florida, W, A, 0,Temple
Wichita St., L, A, 0,Temple
Houston, L, H, 0,Temple
UCF, W, H, 0,Temple
Connecticut, L, A, 0,Temple
Tulsa, L, A, 0,Temple
Tulane, W, N, 1,Temple
Wichita St., L, N, 1,Temple
Penn St., L, A, 1,Temple
Cal Poly, W, H, 0,Stanford
Pacific, W, H, 0,Stanford
Eastern Washington, L, H, 0,Stanford
Northeastern, W, H, 0,Stanford
North Carolina, L, H, 0,Stanford
Florida, L, N, 0,Stanford
Ohio St., L, N, 0,Stanford
Portland St., L, A, 0,Stanford
Montana, W, H, 0,Stanford
Long Beach St., L, A, 0,Stanford
Denver, W, H, 0,Stanford
San Francisco, W, H, 0,Stanford
Kansas, L, N, 0,Stanford
California, L, H, 0,Stanford
UCLA, W, H, 0,Stanford
USC, W, H, 0,Stanford
Washington St., W, A, 0,Stanford
Washington, W, A, 0,Stanford
Arizona St., W, H, 0,Stanford
Arizona, L, H, 0,Stanford
USC, L, A, 0,Stanford
UCLA, L, A, 0,Stanford
Oregon St., W, H, 0,Stanford
Oregon, W, H, 0,Stanford
Utah, L, A, 0,Stanford
Colorado, L, A, 0,Stanford
California, W, A, 0,Stanford
Washington, W, H, 0,Stanford
Washington St., W, H, 0,Stanford
Arizona, L, A, 0,Stanford
Arizona St., W, A, 0,Stanford
California, W, N, 1,Stanford
UCLA, L, N, 1,Stanford
BYU, W, H, 1,Stanford
Oklahoma St., L, A, 1,Stanford
Chicago St., W, H, 0,Iowa
Alabama St., W, H, 0,Iowa
Grambling St., W, H, 0,Iowa
Louisiana Lafayette, L, N, 0,Iowa
South Dakota St., L, N, 0,Iowa
UAB, W, N, 0,Iowa
Virginia Tech, L, A, 0,Iowa
Penn St., L, H, 0,Iowa
Indiana, L, A, 0,Iowa
Iowa St., L, A, 0,Iowa
Southern, W, H, 0,Iowa
Drake, W, N, 0,Iowa
Southern Utah, W, H, 0,Iowa
Colorado, W, N, 0,Iowa
Northern Illinois, W, H, 0,Iowa
Michigan, L, H, 0,Iowa
Ohio St., L, H, 0,Iowa
Maryland, L, A, 0,Iowa
Illinois, W, A, 0,Iowa
Rutgers, L, A, 0,Iowa
Purdue, L, H, 0,Iowa
Wisconsin, W, H, 0,Iowa
Nebraska, L, A, 0,Iowa
Minnesota, W, H, 0,Iowa
Penn St., L, A, 0,Iowa
Michigan St., L, H, 0,Iowa
Ohio St., L, A, 0,Iowa
Michigan, L, A, 0,Iowa
Indiana, L, H, 0,Iowa
Minnesota, L, A, 0,Iowa
Northwestern, W, H, 0,Iowa
Illinois, W, N, 1,Iowa
Michigan, L, N, 1,Iowa
Georgia Southern, L, H, 0,Wake Forest
Liberty, L, H, 0,Wake Forest
Drake, L, N, 0,Wake Forest
Quinnipiac, W, N, 0,Wake Forest
Houston, L, N, 0,Wake Forest
UNC Greensboro, W, H, 0,Wake Forest
Illinois, W, H, 0,Wake Forest
Richmond, W, H, 0,Wake Forest
Charlotte, W, A, 0,Wake Forest
Army, W, H, 0,Wake Forest
Coastal Carolina, W, A, 0,Wake Forest
Tennessee, L, H, 0,Wake Forest
North Carolina, L, A, 0,Wake Forest
Syracuse, W, H, 0,Wake Forest
Boston College, L, A, 0,Wake Forest
Virginia Tech, L, H, 0,Wake Forest
Duke, L, A, 0,Wake Forest
North Carolina St., L, A, 0,Wake Forest
Virginia, L, H, 0,Wake Forest
Duke, L, H, 0,Wake Forest
Louisville, L, A, 0,Wake Forest
Florida St., W, H, 0,Wake Forest
Clemson, L, H, 0,Wake Forest
Miami FL, L, A, 0,Wake Forest
Syracuse, L, A, 0,Wake Forest
Georgia Tech, W, H, 0,Wake Forest
North Carolina St., L, H, 0,Wake Forest
Pittsburgh, W, A, 0,Wake Forest
Notre Dame, L, H, 0,Wake Forest
Georgia Tech, L, A, 0,Wake Forest
Syracuse, L, N, 1,Wake Forest
East Tennessee St., W, H, 0,Northern Kentucky
James Madison, W, N, 0,Northern Kentucky
Iona, W, N, 0,Northern Kentucky
Vermont, L, N, 0,Northern Kentucky
Memphis, L, A, 0,Northern Kentucky
Morehead St., W, H, 0,Northern Kentucky
East Tennessee St., L, A, 0,Northern Kentucky
Eastern Kentucky, W, H, 0,Northern Kentucky
UMBC, L, A, 0,Northern Kentucky
Texas A&M, L, A, 0,Northern Kentucky
IUPUI, W, H, 0,Northern Kentucky
Illinois Chicago, W, H, 0,Northern Kentucky
Oakland, W, A, 0,Northern Kentucky
Detroit, W, A, 0,Northern Kentucky
Wright St., L, H, 0,Northern Kentucky
Cleveland St., W, H, 0,Northern Kentucky
Milwaukee, W, A, 0,Northern Kentucky
Green Bay, W, A, 0,Northern Kentucky
Oakland, L, H, 0,Northern Kentucky
Detroit, W, H, 0,Northern Kentucky
Youngstown St., W, A, 0,Northern Kentucky
Cleveland St., W, A, 0,Northern Kentucky
Milwaukee, W, H, 0,Northern Kentucky
Green Bay, W, H, 0,Northern Kentucky
Wright St., L, A, 0,Northern Kentucky
Youngstown St., W, H, 0,Northern Kentucky
Illinois Chicago, W, A, 0,Northern Kentucky
IUPUI, W, A, 0,Northern Kentucky
Cleveland St., L, N, 1,Northern Kentucky
Louisville, L, A, 1,Northern Kentucky
Austin Peay, W, H, 0,Vanderbilt
Belmont, L, A, 0,Vanderbilt
UNC Asheville, W, H, 0,Vanderbilt
USC, L, H, 0,Vanderbilt
Virginia, L, N, 0,Vanderbilt
Seton Hall, L, N, 0,Vanderbilt
Radford, W, H, 0,Vanderbilt
Kansas St., L, H, 0,Vanderbilt
Middle Tennessee, L, H, 0,Vanderbilt
Arizona St., L, A, 0,Vanderbilt
Houston Baptist, W, H, 0,Vanderbilt
Alcorn St., W, H, 0,Vanderbilt
Florida, L, A, 0,Vanderbilt
Alabama, W, H, 0,Vanderbilt
South Carolina, L, A, 0,Vanderbilt
Tennessee, L, H, 0,Vanderbilt
Kentucky, L, H, 0,Vanderbilt
Mississippi St., L, A, 0,Vanderbilt
LSU, W, H, 0,Vanderbilt
Tennessee, L, A, 0,Vanderbilt
TCU, W, H, 0,Vanderbilt
Kentucky, L, A, 0,Vanderbilt
Auburn, L, A, 0,Vanderbilt
Georgia, W, H, 0,Vanderbilt
Arkansas, L, A, 0,Vanderbilt
Mississippi St., W, H, 0,Vanderbilt
Florida, W, H, 0,Vanderbilt
LSU, L, A, 0,Vanderbilt
Texas A&M, L, H, 0,Vanderbilt
Missouri, L, H, 0,Vanderbilt
Mississippi, W, A, 0,Vanderbilt
Georgia, L, N, 1,Vanderbilt
Kentucky, L, A, 0,Utah Valley
Duke, L, A, 0,Utah Valley
Idaho St., W, A, 0,Utah Valley
UC Davis, W, H, 0,Utah Valley
North Dakota, W, A, 0,Utah Valley
BYU, L, H, 0,Utah Valley
UTSA, W, H, 0,Utah Valley
Weber St., W, H, 0,Utah Valley
Cal St. Fullerton, L, A, 0,Utah Valley
Hawaii, L, A, 0,Utah Valley
Sam Houston St., W, A, 0,Utah Valley
UC Riverside, W, H, 0,Utah Valley
Cal St. Fullerton, W, H, 0,Utah Valley
Cal St. Bakersfield, W, H, 0,Utah Valley
UMKC, W, H, 0,Utah Valley
Chicago St., W, H, 0,Utah Valley
UT Rio Grande Valley, W, A, 0,Utah Valley
New Mexico St., L, A, 0,Utah Valley
