opponent, outcome, home/away, tourn, team1
Oregon, L, A, 0,Washington
Washington St., W, H, 0,Washington
Stanford, W, N, 1,Washington
Oregon, L, N, 1,Washington
Long Beach St., W, H, 1,Washington
San Diego St., L, A, 1,Washington
Colorado St., L, H, 0,Northern Iowa
Stephen F. Austin, W, H, 0,Northern Iowa
North Carolina, W, H, 0,Northern Iowa
North Dakota, W, A, 0,Northern Iowa
North Texas, W, H, 0,Northern Iowa
Richmond, L, A, 0,Northern Iowa
George Mason, W, A, 0,Northern Iowa
New Mexico, L, A, 0,Northern Iowa
Iowa St., W, N, 0,Northern Iowa
Hawaii, L, A, 0,Northern Iowa
Washington St., W, N, 0,Northern Iowa
BYU, L, N, 0,Northern Iowa
Bradley, W, H, 0,Northern Iowa
Southern Illinois, L, A, 0,Northern Iowa
Missouri St., L, A, 0,Northern Iowa
Drake, W, H, 0,Northern Iowa
Indiana St., L, A, 0,Northern Iowa
Loyola Chicago, L, H, 0,Northern Iowa
Wichita St., L, H, 0,Northern Iowa
Illinois St., L, A, 0,Northern Iowa
Bradley, W, A, 0,Northern Iowa
Southern Illinois, W, H, 0,Northern Iowa
Evansville, W, H, 0,Northern Iowa
Drake, W, A, 0,Northern Iowa
Missouri St., W, H, 0,Northern Iowa
Wichita St., W, A, 0,Northern Iowa
Loyola Chicago, L, A, 0,Northern Iowa
Illinois St., W, H, 0,Northern Iowa
Indiana St., W, H, 0,Northern Iowa
Evansville, W, A, 0,Northern Iowa
Southern Illinois, W, N, 1,Northern Iowa
Wichita St., W, N, 1,Northern Iowa
Evansville, W, N, 1,Northern Iowa
Texas, W, N, 2,Northern Iowa
Texas A&M, L, N, 2,Northern Iowa
UMass Lowell, W, H, 0,Northwestern
Fairfield, W, H, 0,Northwestern
Columbia, W, H, 0,Northwestern
North Carolina, L, N, 0,Northwestern
Missouri, W, N, 0,Northwestern
New Orleans, W, H, 0,Northwestern
Virginia Tech, W, A, 0,Northwestern
SIU Edwardsville, W, H, 0,Northwestern
Chicago St., W, H, 0,Northwestern
Mississippi Valley St., W, H, 0,Northwestern
DePaul, W, A, 0,Northwestern
Sacred Heart, W, H, 0,Northwestern
Loyola MD, W, H, 0,Northwestern
Nebraska, W, A, 0,Northwestern
Maryland, L, H, 0,Northwestern
Ohio St., L, H, 0,Northwestern
Minnesota, W, A, 0,Northwestern
Wisconsin, W, H, 0,Northwestern
Penn St., L, H, 0,Northwestern
Maryland, L, A, 0,Northwestern
Indiana, L, A, 0,Northwestern
Michigan St., L, H, 0,Northwestern
Iowa, L, A, 0,Northwestern
Minnesota, W, H, 0,Northwestern
Ohio St., L, A, 0,Northwestern
Illinois, W, H, 0,Northwestern
Purdue, L, A, 0,Northwestern
Michigan, L, A, 0,Northwestern
Rutgers, W, H, 0,Northwestern
Penn St., W, A, 0,Northwestern
Nebraska, W, H, 0,Northwestern
Michigan, L, N, 1,Northwestern
Monmouth, L, H, 0,UCLA
Cal Poly, W, H, 0,UCLA
Pepperdine, W, H, 0,UCLA
UNLV, W, N, 0,UCLA
Kansas, L, N, 0,UCLA
Wake Forest, L, N, 0,UCLA
Cal St. Northridge, W, H, 0,UCLA
Kentucky, W, H, 0,UCLA
Long Beach St., W, H, 0,UCLA
Gonzaga, W, A, 0,UCLA
Louisiana Lafayette, W, H, 0,UCLA
North Carolina, L, N, 0,UCLA
McNeese St., W, H, 0,UCLA
Washington, L, A, 0,UCLA
Washington St., L, A, 0,UCLA
Arizona, W, H, 0,UCLA
Arizona St., W, H, 0,UCLA
USC, L, H, 0,UCLA
Oregon St., W, A, 0,UCLA
Oregon, L, A, 0,UCLA
Washington, L, H, 0,UCLA
Washington St., W, H, 0,UCLA
USC, L, A, 0,UCLA
Arizona, L, A, 0,UCLA
Arizona St., W, A, 0,UCLA
Utah, L, H, 0,UCLA
Colorado, W, H, 0,UCLA
California, L, A, 0,UCLA
Stanford, L, A, 0,UCLA
Oregon, L, H, 0,UCLA
Oregon St., L, H, 0,UCLA
USC, L, N, 1,UCLA
Rider, W, A, 0,Princeton
Saint Peter's, W, H, 0,Princeton
Lafayette, W, H, 0,Princeton
Fairleigh Dickinson, W, H, 0,Princeton
Stony Brook, L, A, 0,Princeton
Saint Joseph's, L, A, 0,Princeton
Lipscomb, W, A, 0,Princeton
Liberty, W, H, 0,Princeton
Maryland, L, A, 0,Princeton
Bucknell, W, H, 0,Princeton
Miami FL, L, A, 0,Princeton
Hampton, W, A, 0,Princeton
Norfolk St., W, A, 0,Princeton
Penn, W, A, 0,Princeton
Brown, W, A, 0,Princeton
Yale, L, A, 0,Princeton
Harvard, W, H, 0,Princeton
Dartmouth, W, H, 0,Princeton
Cornell, W, A, 0,Princeton
Columbia, W, A, 0,Princeton
Yale, W, H, 0,Princeton
Brown, W, H, 0,Princeton
Columbia, W, H, 0,Princeton
Cornell, W, H, 0,Princeton
Harvard, L, A, 0,Princeton
Dartmouth, W, A, 0,Princeton
Penn, W, H, 0,Princeton
Virginia Tech, L, A, 1,Princeton
Chattanooga, L, H, 0,Georgia
Murray St., W, H, 0,Georgia
High Point, W, H, 0,Georgia
Seton Hall, L, A, 0,Georgia
Oakland, W, H, 0,Georgia
Kansas St., L, H, 0,Georgia
Winthrop, W, H, 0,Georgia
Georgia Tech, W, H, 0,Georgia
Clemson, W, H, 0,Georgia
Robert Morris, W, H, 0,Georgia
Florida, L, A, 0,Georgia
Missouri, W, H, 0,Georgia
Mississippi, L, A, 0,Georgia
Tennessee, W, H, 0,Georgia
Texas A&M, L, H, 0,Georgia
Missouri, W, A, 0,Georgia
Arkansas, W, H, 0,Georgia
LSU, L, A, 0,Georgia
Baylor, L, A, 0,Georgia
South Carolina, W, H, 0,Georgia
Auburn, W, H, 0,Georgia
Kentucky, L, A, 0,Georgia
Mississippi St., W, A, 0,Georgia
Florida, L, H, 0,Georgia
Vanderbilt, L, A, 0,Georgia
Auburn, L, A, 0,Georgia
Mississippi, W, H, 0,Georgia
South Carolina, W, A, 0,Georgia
Alabama, W, H, 0,Georgia
Mississippi St., W, N, 1,Georgia
South Carolina, W, N, 1,Georgia
Kentucky, L, N, 1,Georgia
Belmont, W, H, 1,Georgia
Saint Mary's, L, A, 1,Georgia
Southeast Missouri St., W, H, 0,Evansville
Belmont, W, H, 0,Evansville
Providence, L, N, 0,Evansville
Santa Clara, W, N, 0,Evansville
UC Irvine, W, N, 0,Evansville
Alabama St., W, H, 0,Evansville
Murray St., W, A, 0,Evansville
Arkansas, L, A, 0,Evansville
Mississippi Valley St., W, H, 0,Evansville
Norfolk St., W, H, 0,Evansville
Fresno St., W, A, 0,Evansville
Alabama A&M, W, H, 0,Evansville
Indiana St., W, H, 0,Evansville
Missouri St., W, A, 0,Evansville
Wichita St., L, A, 0,Evansville
Bradley, W, H, 0,Evansville
Drake, W, H, 0,Evansville
Illinois St., W, A, 0,Evansville
Loyola Chicago, W, H, 0,Evansville
Indiana St., L, A, 0,Evansville
Southern Illinois, W, A, 0,Evansville
Wichita St., L, H, 0,Evansville
Northern Iowa, L, A, 0,Evansville
Missouri St., W, H, 0,Evansville
Illinois St., L, H, 0,Evansville
Loyola Chicago, W, A, 0,Evansville
Drake, W, A, 0,Evansville
Southern Illinois, W, H, 0,Evansville
Bradley, W, A, 0,Evansville
Northern Iowa, L, H, 0,Evansville
Missouri St., W, N, 1,Evansville
Indiana St., W, N, 1,Evansville
Northern Iowa, L, N, 1,Evansville
Southern, W, H, 0,Arkansas
Akron, L, H, 0,Arkansas
Charleston Southern, W, H, 0,Arkansas
Georgia Tech, L, N, 0,Arkansas
Stanford, L, N, 0,Arkansas
Northwestern St., W, H, 0,Arkansas
Wake Forest, L, A, 0,Arkansas
Evansville, W, H, 0,Arkansas
Tennessee Tech, W, H, 0,Arkansas
Mercer, L, H, 0,Arkansas
North Florida, W, H, 0,Arkansas
Dayton, L, A, 0,Arkansas
Texas A&M, L, A, 0,Arkansas
Vanderbilt, W, H, 0,Arkansas
Mississippi St., W, H, 0,Arkansas
Missouri, W, A, 0,Arkansas
LSU, L, A, 0,Arkansas
Kentucky, L, H, 0,Arkansas
Georgia, L, A, 0,Arkansas
Texas A&M, W, H, 0,Arkansas
Texas Tech, W, H, 0,Arkansas
Florida, L, A, 0,Arkansas
Tennessee, W, H, 0,Arkansas
Mississippi St., L, A, 0,Arkansas
Mississippi, L, A, 0,Arkansas
Auburn, L, H, 0,Arkansas
Missouri, W, H, 0,Arkansas
LSU, W, H, 0,Arkansas
Tennessee, W, A, 0,Arkansas
Alabama, W, A, 0,Arkansas
South Carolina, L, H, 0,Arkansas
Florida, L, N, 1,Arkansas
William & Mary, L, H, 0,North Carolina St.
South Alabama, W, H, 0,North Carolina St.
IUPUI, W, H, 0,North Carolina St.
Arizona St., L, N, 0,North Carolina St.
LSU, W, N, 0,North Carolina St.
Winthrop, W, H, 0,North Carolina St.
Michigan, L, H, 0,North Carolina St.
Bucknell, W, H, 0,North Carolina St.
South Florida, W, A, 0,North Carolina St.
High Point, W, H, 0,North Carolina St.
Missouri, W, A, 0,North Carolina St.
UNC Greensboro, W, H, 0,North Carolina St.
Northeastern, W, H, 0,North Carolina St.
Virginia Tech, L, A, 0,North Carolina St.
Louisville, L, H, 0,North Carolina St.
Wake Forest, L, A, 0,North Carolina St.
Florida St., L, H, 0,North Carolina St.
North Carolina, L, A, 0,North Carolina St.
Pittsburgh, W, A, 0,North Carolina St.
Duke, L, H, 0,North Carolina St.
Georgia Tech, L, H, 0,North Carolina St.
Miami FL, W, H, 0,North Carolina St.
Florida St., L, A, 0,North Carolina St.
Duke, L, A, 0,North Carolina St.
Wake Forest, W, H, 0,North Carolina St.
Virginia, L, A, 0,North Carolina St.
Clemson, W, H, 0,North Carolina St.
North Carolina, L, H, 0,North Carolina St.
Syracuse, L, A, 0,North Carolina St.
Boston College, W, H, 0,North Carolina St.
Notre Dame, L, A, 0,North Carolina St.
Wake Forest, W, N, 1,North Carolina St.
Duke, L, N, 1,North Carolina St.
Southern Miss, W, H, 0,Memphis
Oklahoma, L, H, 0,Memphis
Grambling St., W, H, 0,Memphis
UT Arlington, L, H, 0,Memphis
Ohio St., W, N, 0,Memphis
Louisiana Tech, W, H, 0,Memphis
Southeast Missouri St., W, H, 0,Memphis
Manhattan, W, H, 0,Memphis
Southern, W, H, 0,Memphis
Mississippi, L, H, 0,Memphis
IUPUI, W, H, 0,Memphis
Tulane, W, H, 0,Memphis
South Carolina, L, A, 0,Memphis
Nicholls St., W, H, 0,Memphis
Connecticut, L, A, 0,Memphis
Temple, W, H, 0,Memphis
South Florida, W, H, 0,Memphis
Cincinnati, L, A, 0,Memphis
East Carolina, L, H, 0,Memphis
UCF, W, A, 0,Memphis
SMU, L, A, 0,Memphis
Connecticut, L, H, 0,Memphis
Cincinnati, W, H, 0,Memphis
Houston, L, A, 0,Memphis
Tulane, L, A, 0,Memphis
UCF, W, H, 0,Memphis
South Florida, L, A, 0,Memphis
SMU, L, H, 0,Memphis
Tulsa, W, H, 0,Memphis
Temple, L, A, 0,Memphis
East Carolina, W, A, 0,Memphis
Tulsa, W, N, 1,Memphis
Tulane, W, N, 1,Memphis
Connecticut, L, N, 1,Memphis
Mount St. Mary's, W, H, 0,Ohio St.
Grambling St., W, H, 0,Ohio St.
UT Arlington, L, H, 0,Ohio St.
Louisiana Tech, L, H, 0,Ohio St.
Memphis, L, N, 0,Ohio St.
Virginia, L, H, 0,Ohio St.
VMI, W, H, 0,Ohio St.
Air Force, W, H, 0,Ohio St.
Connecticut, L, A, 0,Ohio St.
Northern Illinois, W, H, 0,Ohio St.
Kentucky, W, N, 0,Ohio St.
Mercer, W, H, 0,Ohio St.
South Carolina St., W, H, 0,Ohio St.
Minnesota, W, H, 0,Ohio St.
Illinois, W, H, 0,Ohio St.
Northwestern, W, A, 0,Ohio St.
Indiana, L, A, 0,Ohio St.
Rutgers, W, H, 0,Ohio St.
Maryland, L, A, 0,Ohio St.
Purdue, L, A, 0,Ohio St.
Penn St., W, H, 0,Ohio St.
Illinois, W, A, 0,Ohio St.
Maryland, L, H, 0,Ohio St.
Wisconsin, L, A, 0,Ohio St.
Northwestern, W, H, 0,Ohio St.
Rutgers, W, A, 0,Ohio St.
Michigan, W, H, 0,Ohio St.
Nebraska, W, A, 0,Ohio St.
Michigan St., L, H, 0,Ohio St.
Iowa, W, H, 0,Ohio St.
Michigan St., L, A, 0,Ohio St.
Penn St., W, N, 1,Ohio St.
Michigan St., L, N, 1,Ohio St.
Akron, W, H, 1,Ohio St.
Florida, L, H, 1,Ohio St.
Northwestern St., W, H, 0,Mississippi
Georgia Southern, W, H, 0,Mississippi
George Mason, L, N, 0,Mississippi
Towson, W, N, 0,Mississippi
Seton Hall, L, N, 0,Mississippi
Georgia St., W, H, 0,Mississippi
Bradley, W, A, 0,Mississippi
Massachusetts, W, A, 0,Mississippi
Southeast Missouri St., W, A, 0,Mississippi
Louisiana Tech, W, H, 0,Mississippi
Memphis, W, A, 0,Mississippi
Troy, W, H, 0,Mississippi
Kentucky, L, A, 0,Mississippi
Alabama, W, H, 0,Mississippi
Georgia, W, H, 0,Mississippi
LSU, L, A, 0,Mississippi
Florida, L, H, 0,Mississippi
South Carolina, L, H, 0,Mississippi
Mississippi St., L, A, 0,Mississippi
Auburn, W, H, 0,Mississippi
Kansas St., L, A, 0,Mississippi
Missouri, W, A, 0,Mississippi
Vanderbilt, W, H, 0,Mississippi
Florida, L, A, 0,Mississippi
Arkansas, W, H, 0,Mississippi
Texas A&M, L, A, 0,Mississippi
Auburn, W, A, 0,Mississippi
Missouri, W, H, 0,Mississippi
Georgia, L, A, 0,Mississippi
Mississippi St., W, H, 0,Mississippi
Tennessee, W, A, 0,Mississippi
Alabama, L, N, 1,Mississippi
Eastern Washington, W, H, 0,Mississippi St.
Southern, L, H, 0,Mississippi St.
Miami FL, L, N, 0,Mississippi St.
Texas Tech, L, N, 0,Mississippi St.
Missouri St., W, N, 0,Mississippi St.
Tennessee Martin, W, H, 0,Mississippi St.
Texas Southern, W, H, 0,Mississippi St.
UMKC, L, A, 0,Mississippi St.
Florida St., L, A, 0,Mississippi St.
Tulane, W, H, 0,Mississippi St.
Northern Colorado, W, H, 0,Mississippi St.
North Carolina Central, W, H, 0,Mississippi St.
Texas A&M, L, H, 0,Mississippi St.
Arkansas, L, A, 0,Mississippi St.
Kentucky, L, A, 0,Mississippi St.
Tennessee, L, H, 0,Mississippi St.
Florida, L, A, 0,Mississippi St.
Mississippi, W, H, 0,Mississippi St.
South Carolina, L, A, 0,Mississippi St.
Missouri, W, A, 0,Mississippi St.
Alabama, L, H, 0,Mississippi St.
LSU, L, A, 0,Mississippi St.
Arkansas, W, H, 0,Mississippi St.
Georgia, L, H, 0,Mississippi St.
Vanderbilt, W, H, 0,Mississippi St.
Alabama, W, A, 0,Mississippi St.
Texas A&M, L, A, 0,Mississippi St.
South Carolina, W, H, 0,Mississippi St.
Mississippi, L, A, 0,Mississippi St.
Auburn, W, H, 0,Mississippi St.
Georgia, L, N, 1,Mississippi St.
Eastern Michigan, W, H, 0,Oakland
Colorado St., L, A, 0,Oakland
Southern Illinois, L, A, 0,Oakland
Alcorn St., W, N, 0,Oakland
Abilene Christian, W, N, 0,Oakland
Georgia, L, A, 0,Oakland
Robert Morris, W, A, 0,Oakland
Binghamton, W, H, 0,Oakland
Toledo, W, A, 0,Oakland
Washington, W, A, 0,Oakland
Michigan St., L, N, 0,Oakland
Chicago St., W, H, 0,Oakland
Virginia, L, A, 0,Oakland
Cleveland St., W, H, 0,Oakland
Youngstown St., L, H, 0,Oakland
Valparaiso, L, H, 0,Oakland
Illinois Chicago, W, H, 0,Oakland
Detroit, W, A, 0,Oakland
Northern Kentucky, L, H, 0,Oakland
Green Bay, W, A, 0,Oakland
Milwaukee, W, A, 0,Oakland
Wright St., W, H, 0,Oakland
Northern Kentucky, W, A, 0,Oakland
Youngstown St., W, A, 0,Oakland
Cleveland St., W, A, 0,Oakland
Milwaukee, L, H, 0,Oakland
Green Bay, W, H, 0,Oakland
Wright St., W, A, 0,Oakland
Valparaiso, L, A, 0,Oakland
Illinois Chicago, W, A, 0,Oakland
Detroit, W, H, 0,Oakland
Wright St., L, N, 1,Oakland
Towson, W, N, 1,Oakland
East Tennessee St., W, N, 1,Oakland
Old Dominion, L, N, 1,Oakland
Weber St., W, H, 0,South Dakota St.
Illinois St., W, A, 0,South Dakota St.
TCU, W, A, 0,South Dakota St.
Houston Baptist, W, N, 0,South Dakota St.
Cleveland St., W, N, 0,South Dakota St.
UMKC, L, A, 0,South Dakota St.
Minnesota, W, A, 0,South Dakota St.
UC Santa Barbara, W, H, 0,South Dakota St.
Texas Tech, L, A, 0,South Dakota St.
Florida Gulf Coast, W, A, 0,South Dakota St.
Weber St., L, A, 0,South Dakota St.
Middle Tennessee, W, H, 0,South Dakota St.
Denver, W, H, 0,South Dakota St.
Western Illinois, W, H, 0,South Dakota St.
IUPUI, L, A, 0,South Dakota St.
IPFW, W, H, 0,South Dakota St.
North Dakota St., L, A, 0,South Dakota St.
Oral Roberts, W, A, 0,South Dakota St.
South Dakota, W, A, 0,South Dakota St.
Nebraska Omaha, W, H, 0,South Dakota St.
Denver, W, A, 0,South Dakota St.
IUPUI, W, H, 0,South Dakota St.
Nebraska Omaha, L, A, 0,South Dakota St.
South Dakota, W, H, 0,South Dakota St.
IPFW, L, A, 0,South Dakota St.
Western Illinois, W, A, 0,South Dakota St.
North Dakota St., W, H, 0,South Dakota St.
Oral Roberts, W, H, 0,South Dakota St.
Oral Roberts, W, H, 1,South Dakota St.
Denver, W, H, 1,South Dakota St.
North Dakota St., W, H, 1,South Dakota St.
Maryland, L, N, 2,South Dakota St.
McNeese St., W, H, 0,LSU
Kennesaw St., W, H, 0,LSU
South Alabama, W, H, 0,LSU
Marquette, L, N, 0,LSU
North Carolina St., L, N, 0,LSU
College of Charleston, L, A, 0,LSU
North Florida, W, H, 0,LSU
Houston, L, A, 0,LSU
Gardner Webb, W, H, 0,LSU
Oral Roberts, W, H, 0,LSU
American, W, H, 0,LSU
Wake Forest, L, H, 0,LSU
Vanderbilt, W, A, 0,LSU
Kentucky, W, H, 0,LSU
Florida, L, A, 0,LSU
Mississippi, W, H, 0,LSU
Arkansas, W, H, 0,LSU
Texas A&M, L, A, 0,LSU
Alabama, W, A, 0,LSU
Georgia, W, H, 0,LSU
Oklahoma, L, H, 0,LSU
Auburn, W, A, 0,LSU
Mississippi St., W, H, 0,LSU
South Carolina, L, A, 0,LSU
Texas A&M, W, H, 0,LSU
Alabama, L, H, 0,LSU
Tennessee, L, A, 0,LSU
Arkansas, L, A, 0,LSU
Florida, W, H, 0,LSU
Missouri, W, H, 0,LSU
Kentucky, L, A, 0,LSU
Tennessee, W, N, 1,LSU
Texas A&M, L, N, 1,LSU
American, W, H, 0,Rhode Island
Valparaiso, L, H, 0,Rhode Island
Cleveland St., W, H, 0,Rhode Island
TCU, W, N, 0,Rhode Island
Maryland, L, N, 0,Rhode Island
Rider, W, H, 0,Rhode Island
Holy Cross, W, H, 0,Rhode Island
Providence, L, H, 0,Rhode Island
Houston, W, H, 0,Rhode Island
Nebraska, L, A, 0,Rhode Island
Iona, W, H, 0,Rhode Island
Old Dominion, L, A, 0,Rhode Island
Brown, W, A, 0,Rhode Island
Saint Louis, W, H, 0,Rhode Island
Richmond, W, H, 0,Rhode Island
Saint Joseph's, L, A, 0,Rhode Island
St. Bonaventure, L, A, 0,Rhode Island
La Salle, W, H, 0,Rhode Island
George Washington, L, A, 0,Rhode Island
Fordham, W, H, 0,Rhode Island
Saint Joseph's, L, H, 0,Rhode Island
Massachusetts, L, A, 0,Rhode Island
La Salle, W, A, 0,Rhode Island
George Mason, W, H, 0,Rhode Island
Dayton, L, H, 0,Rhode Island
VCU, L, A, 0,Rhode Island
Duquesne, W, H, 0,Rhode Island
Davidson, L, A, 0,Rhode Island
Dayton, W, A, 0,Rhode Island
Massachusetts, W, H, 0,Rhode Island
Fordham, L, A, 0,Rhode Island
Massachusetts, L, N, 1,Rhode Island
Eastern Kentucky, W, H, 0,UNC Wilmington
Western Michigan, W, H, 0,UNC Wilmington
East Tennessee St., W, A, 0,UNC Wilmington
Georgetown, L, A, 0,UNC Wilmington
East Carolina, L, A, 0,UNC Wilmington
Radford, L, A, 0,UNC Wilmington
Utah Valley, W, N, 0,UNC Wilmington
UMKC, W, N, 0,UNC Wilmington
Campbell, W, H, 0,UNC Wilmington
Drexel, W, H, 0,UNC Wilmington
Northeastern, L, H, 0,UNC Wilmington
Towson, L, A, 0,UNC Wilmington
Delaware, W, A, 0,UNC Wilmington
Elon, W, A, 0,UNC Wilmington
William & Mary, W, H, 0,UNC Wilmington
Delaware, W, H, 0,UNC Wilmington
Drexel, W, A, 0,UNC Wilmington
James Madison, W, A, 0,UNC Wilmington
College of Charleston, W, H, 0,UNC Wilmington
Hofstra, W, A, 0,UNC Wilmington
Northeastern, W, A, 0,UNC Wilmington
Elon, W, H, 0,UNC Wilmington
James Madison, W, H, 0,UNC Wilmington
William & Mary, L, A, 0,UNC Wilmington
College of Charleston, W, A, 0,UNC Wilmington
Hofstra, L, H, 0,UNC Wilmington
Towson, W, H, 0,UNC Wilmington
College of Charleston, W, N, 1,UNC Wilmington
Northeastern, W, N, 1,UNC Wilmington
Hofstra, W, N, 1,UNC Wilmington
Duke, L, N, 2,UNC Wilmington
Loyola Marymount, W, H, 0,UC Irvine
UCF, W, A, 0,UC Irvine
Santa Clara, W, H, 0,UC Irvine
Boise St., L, N, 0,UC Irvine
Boston College, W, N, 0,UC Irvine
Evansville, L, N, 0,UC Irvine
Pacific, W, A, 0,UC Irvine
Saint Mary's, L, A, 0,UC Irvine
Utah St., W, A, 0,UC Irvine
Oregon, L, A, 0,UC Irvine
Sam Houston St., W, N, 0,UC Irvine
Norfolk St., W, N, 0,UC Irvine
Kansas, L, A, 0,UC Irvine
New Mexico St., W, H, 0,UC Irvine
UC Davis, W, H, 0,UC Irvine
UC Riverside, W, H, 0,UC Irvine
Long Beach St., W, A, 0,UC Irvine
UC Santa Barbara, W, A, 0,UC Irvine
Cal St. Fullerton, W, H, 0,UC Irvine
Cal St. Northridge, W, A, 0,UC Irvine
UC Santa Barbara, L, H, 0,UC Irvine
Cal Poly, W, A, 0,UC Irvine
Hawaii, L, A, 0,UC Irvine
Cal St. Northridge, W, H, 0,UC Irvine
Cal St. Fullerton, W, A, 0,UC Irvine
Hawaii, L, H, 0,UC Irvine
Long Beach St., W, H, 0,UC Irvine
UC Davis, W, A, 0,UC Irvine
Cal Poly, W, H, 0,UC Irvine
UC Riverside, W, A, 0,UC Irvine
Cal Poly, W, N, 1,UC Irvine
Long Beach St., L, N, 1,UC Irvine
North Dakota, W, A, 1,UC Irvine
Louisiana Lafayette, W, A, 1,UC Irvine
Coastal Carolina, W, A, 1,UC Irvine
Columbia, L, A, 1,UC Irvine
Mississippi Valley St., W, H, 0,Nebraska
Villanova, L, A, 0,Nebraska
Delaware St., W, H, 0,Nebraska
Southeastern Louisiana, W, H, 0,Nebraska
Arkansas Pine Bluff, W, H, 0,Nebraska
Cincinnati, L, N, 0,Nebraska
Tennessee, W, N, 0,Nebraska
Miami FL, L, H, 0,Nebraska
Abilene Christian, W, H, 0,Nebraska
Creighton, L, A, 0,Nebraska
Rhode Island, W, H, 0,Nebraska
Samford, L, H, 0,Nebraska
Prairie View A&M, W, H, 0,Nebraska
Northwestern, L, H, 0,Nebraska
Indiana, L, H, 0,Nebraska
Iowa, L, A, 0,Nebraska
Rutgers, W, A, 0,Nebraska
Minnesota, W, H, 0,Nebraska
Illinois, W, A, 0,Nebraska
Michigan St., W, A, 0,Nebraska
Michigan, L, H, 0,Nebraska
Purdue, L, A, 0,Nebraska
Maryland, L, H, 0,Nebraska
Rutgers, W, H, 0,Nebraska
Wisconsin, L, A, 0,Nebraska
Penn St., W, H, 0,Nebraska
Indiana, L, A, 0,Nebraska
Ohio St., L, H, 0,Nebraska
Penn St., L, A, 0,Nebraska
Purdue, L, H, 0,Nebraska
Northwestern, L, A, 0,Nebraska
Rutgers, W, N, 1,Nebraska
Wisconsin, W, N, 1,Nebraska
Maryland, L, N, 1,Nebraska
North Carolina, L, N, 0,Temple
Minnesota, W, N, 0,Temple
Butler, L, N, 0,Temple
Utah, L, N, 0,Temple
Delaware, W, H, 0,Temple
Fairleigh Dickinson, W, H, 0,Temple
Wisconsin, L, A, 0,Temple
Penn, W, A, 0,Temple
Saint Joseph's, L, H, 0,Temple
Delaware St., W, H, 0,Temple
Cincinnati, W, A, 0,Temple
Houston, L, H, 0,Temple
Connecticut, W, A, 0,Temple
East Carolina, W, H, 0,Temple
Memphis, L, A, 0,Temple
Cincinnati, W, H, 0,Temple
La Salle, W, N, 0,Temple
SMU, W, H, 0,Temple
East Carolina, L, A, 0,Temple
South Florida, W, A, 0,Temple
Tulsa, W, H, 0,Temple
UCF, W, A, 0,Temple
Connecticut, W, H, 0,Temple
South Florida, W, H, 0,Temple
Villanova, L, H, 0,Temple
Houston, W, A, 0,Temple
Tulsa, L, A, 0,Temple
UCF, W, H, 0,Temple
Memphis, W, H, 0,Temple
Tulane, W, A, 0,Temple
South Florida, W, N, 1,Temple
Connecticut, L, N, 1,Temple
Iowa, L, N, 2,Temple
North Carolina St., W, A, 0,William & Mary
Liberty, W, A, 0,William & Mary
Dayton, L, A, 0,William & Mary
Hampton, W, H, 0,William & Mary
Howard, L, A, 0,William & Mary
Old Dominion, W, H, 0,William & Mary
Virginia, L, A, 0,William & Mary
High Point, W, H, 0,William & Mary
Central Michigan, W, H, 0,William & Mary
Towson, L, H, 0,William & Mary
College of Charleston, W, H, 0,William & Mary
Drexel, W, A, 0,William & Mary
Northeastern, W, H, 0,William & Mary
College of Charleston, W, A, 0,William & Mary
UNC Wilmington, L, A, 0,William & Mary
Elon, W, H, 0,William & Mary
Hofstra, L, A, 0,William & Mary
Delaware, W, A, 0,William & Mary
James Madison, W, H, 0,William & Mary
Northeastern, W, A, 0,William & Mary
Delaware, W, H, 0,William & Mary
Hofstra, L, H, 0,William & Mary
Towson, L, A, 0,William & Mary
UNC Wilmington, W, H, 0,William & Mary
Drexel, L, H, 0,William & Mary
Elon, W, A, 0,William & Mary
James Madison, L, A, 0,William & Mary
James Madison, W, N, 1,William & Mary
Hofstra, L, N, 1,William & Mary
Cleveland St., W, N, 0,Akron
Arkansas, W, A, 0,Akron
Villanova, L, A, 0,Akron
Green Bay, L, A, 0,Akron
Charleston Southern, W, H, 0,Akron
Coppin St., W, H, 0,Akron
Marshall, W, A, 0,Akron
Bethune Cookman, W, H, 0,Akron
UC Santa Barbara, W, N, 0,Akron
Iona, W, N, 0,Akron
South Carolina St., W, H, 0,Akron
Lipscomb, W, H, 0,Akron
Buffalo, W, A, 0,Akron
Western Michigan, W, H, 0,Akron
Central Michigan, L, A, 0,Akron
Toledo, L, A, 0,Akron
Eastern Michigan, W, H, 0,Akron
Miami OH, W, H, 0,Akron
Northern Illinois, W, H, 0,Akron
Ball St., W, A, 0,Akron
Ohio, W, A, 0,Akron
Central Michigan, W, H, 0,Akron
Bowling Green, W, A, 0,Akron
Northern Illinois, L, A, 0,Akron
Buffalo, W, H, 0,Akron
Kent St., L, A, 0,Akron
Miami OH, L, A, 0,Akron
Bowling Green, W, H, 0,Akron
Ohio, W, H, 0,Akron
Kent St., W, H, 0,Akron
Eastern Michigan, W, N, 1,Akron
Bowling Green, W, N, 1,Akron
Buffalo, L, N, 1,Akron
Ohio St., L, A, 1,Akron
Binghamton, W, H, 0,St. Bonaventure
Syracuse, L, A, 0,St. Bonaventure
Loyola MD, W, H, 0,St. Bonaventure
Canisius, W, A, 0,St. Bonaventure
Hofstra, L, H, 0,St. Bonaventure
