opponent, outcome, home/away, team1
Colorado, W, N,Wichita St.
Alabama, L, N,Wichita St.
Temple, L, N,Wichita St.
UAB, W, H,Wichita St.
Cal St. Fullerton, W, H,Wichita St.
UNLV, W, H,Wichita St.
Tulsa, W, A,Wichita St.
Utah St., W, H,Wichita St.
Chicago St., W, H,Wichita St.
Bradley, W, A,Wichita St.
Creighton, L, H,Wichita St.
Evansville, W, A,Wichita St.
Southern Illinois, W, A,Wichita St.
Illinois St., W, H,Wichita St.
Bradley, W, H,Wichita St.
Indiana St., W, A,Wichita St.
Northern Iowa, W, A,Wichita St.
Southern Illinois, W, H,Wichita St.
Evansville, W, H,Wichita St.
Drake, L, A,Wichita St.
Missouri St., W, A,Wichita St.
Indiana St., W, H,Wichita St.
Northern Iowa, W, H,Wichita St.
Creighton, W, A,Wichita St.
Missouri St., W, H,Wichita St.
Davidson, W, A,Wichita St.
Illinois St., W, A,Wichita St.
Drake, W, H,Wichita St.
Indiana St., W, N,Wichita St.
Illinois St., L, N,Wichita St.
VCU, L, N,Wichita St.
Belmont, W, H,Memphis
Michigan, L, N,Memphis
Tennessee, W, N,Memphis
Georgetown, L, N,Memphis
Jackson St., W, H,Memphis
Austin Peay, W, H,Memphis
Miami FL, W, A,Memphis
Murray St., L, H,Memphis
Louisville, L, A,Memphis
Lipscomb, W, H,Memphis
Georgetown, L, A,Memphis
Robert Morris, W, H,Memphis
Charlotte, W, H,Memphis
Tennessee, W, H,Memphis
UAB, W, A,Memphis
Southern Miss, W, H,Memphis
Houston, W, A,Memphis
UCF, L, A,Memphis
SMU, W, H,Memphis
Rice, W, H,Memphis
Marshall, W, H,Memphis
Southern Miss, L, A,Memphis
Xavier, W, H,Memphis
East Carolina, W, A,Memphis
UAB, W, H,Memphis
Tulane, W, A,Memphis
UTEP, L, H,Memphis
East Carolina, W, H,Memphis
Marshall, W, A,Memphis
UCF, W, H,Memphis
Tulsa, W, A,Memphis
UTEP, W, H,Memphis
UCF, W, H,Memphis
Marshall, W, H,Memphis
Saint Louis, L, N,Memphis
Texas Southern, W, H,Baylor
Jackson St., W, H,Baylor
San Diego St., W, H,Baylor
South Carolina St., W, H,Baylor
UT Arlington, W, H,Baylor
Prairie View A&M, W, H,Baylor
Northwestern, W, A,Baylor
Bethune Cookman, W, H,Baylor
BYU, W, A,Baylor
Saint Mary's, W, N,Baylor
West Virginia, W, N,Baylor
Mississippi St., W, H,Baylor
Texas A&M, W, H,Baylor
Texas Tech, W, A,Baylor
Kansas St., W, A,Baylor
Oklahoma St., W, H,Baylor
Kansas, L, A,Baylor
Missouri, L, H,Baylor
Oklahoma, W, A,Baylor
Texas, W, H,Baylor
Texas A&M, W, A,Baylor
Oklahoma St., W, A,Baylor
Kansas, L, H,Baylor
Missouri, L, A,Baylor
Iowa St., W, H,Baylor
Kansas St., L, H,Baylor
Texas, W, A,Baylor
Oklahoma, W, H,Baylor
Texas Tech, W, H,Baylor
Iowa St., L, A,Baylor
Kansas St., W, N,Baylor
Kansas, W, A,Baylor
Missouri, L, N,Baylor
South Dakota St., W, N,Baylor
Colorado, W, N,Baylor
Xavier, W, N,Baylor
Kentucky, L, N,Baylor
Tennessee St., W, H,Saint Louis
Southern Illinois, W, A,Saint Louis
Washington, W, H,Saint Louis
Boston College, W, N,Saint Louis
Villanova, W, N,Saint Louis
Oklahoma, W, N,Saint Louis
Loyola Marymount, L, A,Saint Louis
Portland, W, H,Saint Louis
Vermont, W, H,Saint Louis
Alabama St., W, H,Saint Louis
Arkansas St., W, H,Saint Louis
Texas Southern, W, H,Saint Louis
New Mexico, L, A,Saint Louis
Dayton, L, A,Saint Louis
George Washington, W, H,Saint Louis
Temple, L, H,Saint Louis
Charlotte, W, A,Saint Louis
Duquesne, W, H,Saint Louis
Xavier, W, A,Saint Louis
Massachusetts, L, A,Saint Louis
St. Bonaventure, W, H,Saint Louis
Dayton, W, H,Saint Louis
Saint Joseph's, W, A,Saint Louis
La Salle, W, A,Saint Louis
Richmond, W, H,Saint Louis
Fordham, W, H,Saint Louis
Rhode Island, L, A,Saint Louis
Xavier, W, H,Saint Louis
Duquesne, W, A,Saint Louis
La Salle, W, N,Saint Louis
Xavier, L, N,Saint Louis
Memphis, W, N,Saint Louis
Michigan St., L, N,Saint Louis
Savannah St., W, H,Georgetown
UNC Greensboro, W, H,Georgetown
Kansas, L, N,Georgetown
Memphis, W, N,Georgetown
IUPUI, W, H,Georgetown
Alabama, W, A,Georgetown
NJIT, W, H,Georgetown
Howard, W, H,Georgetown
American, W, H,Georgetown
Memphis, W, H,Georgetown
Louisville, W, A,Georgetown
Providence, W, H,Georgetown
Marquette, W, H,Georgetown
West Virginia, L, A,Georgetown
Cincinnati, L, H,Georgetown
St. John's, W, A,Georgetown
DePaul, W, A,Georgetown
Rutgers, W, H,Georgetown
Pittsburgh, L, A,Georgetown
Connecticut, W, H,Georgetown
South Florida, W, H,Georgetown
Syracuse, L, A,Georgetown
St. John's, W, H,Georgetown
Providence, W, A,Georgetown
Seton Hall, L, A,Georgetown
Villanova, W, H,Georgetown
Notre Dame, W, H,Georgetown
Marquette, L, A,Georgetown
Pittsburgh, W, N,Georgetown
Cincinnati, L, N,Georgetown
Belmont, W, N,Georgetown
North Carolina St., L, N,Georgetown
Oregon, W, H,Vanderbilt
Cleveland St., L, H,Vanderbilt
Bucknell, W, H,Vanderbilt
North Carolina St., W, N,Vanderbilt
Oregon St., W, N,Vanderbilt
Monmouth, W, H,Vanderbilt
Xavier, L, H,Vanderbilt
Louisville, L, A,Vanderbilt
Davidson, W, A,Vanderbilt
Indiana St., L, H,Vanderbilt
Longwood, W, H,Vanderbilt
Lafayette, W, H,Vanderbilt
Marquette, W, A,Vanderbilt
Miami OH, W, H,Vanderbilt
Auburn, W, H,Vanderbilt
South Carolina, W, A,Vanderbilt
Georgia, W, H,Vanderbilt
Alabama, W, A,Vanderbilt
Mississippi St., L, H,Vanderbilt
Tennessee, W, H,Vanderbilt
Middle Tennessee, W, H,Vanderbilt
Arkansas, L, A,Vanderbilt
Florida, L, A,Vanderbilt
LSU, W, H,Vanderbilt
Kentucky, L, H,Vanderbilt
Mississippi, W, A,Vanderbilt
Georgia, W, A,Vanderbilt
South Carolina, W, H,Vanderbilt
Kentucky, L, A,Vanderbilt
Florida, W, H,Vanderbilt
Tennessee, L, A,Vanderbilt
Georgia, W, N,Vanderbilt
Mississippi, W, N,Vanderbilt
Kentucky, W, N,Vanderbilt
Harvard, W, N,Vanderbilt
Wisconsin, L, N,Vanderbilt
Tennessee Martin, W, H,Louisville
Lamar, W, H,Louisville
Butler, W, A,Louisville
Arkansas St., W, H,Louisville
Ohio, W, H,Louisville
Long Beach St., W, H,Louisville
Vanderbilt, W, H,Louisville
IUPUI, W, H,Louisville
Fairleigh Dickinson, W, H,Louisville
Memphis, W, H,Louisville
College of Charleston, W, H,Louisville
Western Kentucky, W, H,Louisville
Georgetown, L, H,Louisville
Kentucky, L, A,Louisville
St. John's, W, A,Louisville
Notre Dame, L, H,Louisville
Providence, L, A,Louisville
DePaul, W, H,Louisville
Marquette, L, A,Louisville
Pittsburgh, W, A,Louisville
Villanova, W, H,Louisville
Seton Hall, W, A,Louisville
Rutgers, W, H,Louisville
Connecticut, W, H,Louisville
West Virginia, W, A,Louisville
Syracuse, L, H,Louisville
DePaul, W, A,Louisville
Cincinnati, L, A,Louisville
Pittsburgh, W, H,Louisville
South Florida, L, H,Louisville
Syracuse, L, A,Louisville
Seton Hall, W, N,Louisville
Marquette, W, N,Louisville
Notre Dame, W, N,Louisville
Cincinnati, W, N,Louisville
Davidson, W, N,Louisville
New Mexico, W, N,Louisville
Michigan St., W, N,Louisville
Florida, W, N,Louisville
Kentucky, L, N,Louisville
Mount St. Mary's, W, H,Marquette
Norfolk St., W, H,Marquette
Winthrop, W, N,Marquette
Mississippi, W, N,Marquette
Norfolk St., W, N,Marquette
Jacksonville, W, H,Marquette
Wisconsin, W, A,Marquette
Washington, W, N,Marquette
Green Bay, W, H,Marquette
Northern Colorado, W, H,Marquette
LSU, L, A,Marquette
Milwaukee, W, H,Marquette
Vanderbilt, L, H,Marquette
Villanova, W, H,Marquette
Georgetown, L, A,Marquette
Syracuse, L, A,Marquette
St. John's, W, H,Marquette
Pittsburgh, W, H,Marquette
Louisville, W, H,Marquette
Providence, W, A,Marquette
South Florida, W, H,Marquette
Villanova, W, A,Marquette
Seton Hall, W, H,Marquette
Notre Dame, L, A,Marquette
DePaul, W, A,Marquette
Cincinnati, W, H,Marquette
Connecticut, W, A,Marquette
Rutgers, W, H,Marquette
West Virginia, W, A,Marquette
Cincinnati, L, A,Marquette
Georgetown, W, H,Marquette
Louisville, L, N,Marquette
BYU, W, N,Marquette
Murray St., W, N,Marquette
Florida, L, N,Marquette
Belmont, W, H,Duke
Presbyterian, W, H,Duke
Michigan St., W, N,Duke
Davidson, W, H,Duke
Tennessee, W, N,Duke
Michigan, W, N,Duke
Kansas, W, N,Duke
Ohio St., L, A,Duke
Colorado St., W, H,Duke
Washington, W, N,Duke
UNC Greensboro, W, H,Duke
Western Michigan, W, H,Duke
Penn, W, H,Duke
Temple, L, A,Duke
Georgia Tech, W, A,Duke
Virginia, W, H,Duke
Clemson, W, A,Duke
Wake Forest, W, H,Duke
Florida St., L, H,Duke
Maryland, W, A,Duke
St. John's, W, H,Duke
Virginia Tech, W, A,Duke
Miami FL, L, H,Duke
North Carolina, W, A,Duke
Maryland, W, H,Duke
North Carolina St., W, H,Duke
Boston College, W, A,Duke
Florida St., W, A,Duke
Virginia Tech, W, H,Duke
Wake Forest, W, A,Duke
North Carolina, L, H,Duke
Virginia Tech, W, N,Duke
Florida St., L, N,Duke
Lehigh, L, H,Duke
New Mexico St., L, H,New Mexico
Arizona St., W, A,New Mexico
Santa Clara, L, N,New Mexico
Washington St., W, N,New Mexico
Boston College, W, N,New Mexico
Idaho St., W, H,New Mexico
Missouri St., W, H,New Mexico
USC, W, A,New Mexico
Oklahoma St., W, A,New Mexico
Montana St., W, H,New Mexico
UMKC, W, H,New Mexico
New Mexico St., W, A,New Mexico
Saint Louis, W, H,New Mexico
Houston Baptist, W, H,New Mexico
North Dakota, W, H,New Mexico
Wyoming, W, A,New Mexico
San Diego St., L, H,New Mexico
UNLV, L, A,New Mexico
Colorado St., W, H,New Mexico
TCU, W, H,New Mexico
Air Force, W, A,New Mexico
Boise St., W, A,New Mexico
Wyoming, W, H,New Mexico
San Diego St., W, A,New Mexico
UNLV, W, H,New Mexico
Colorado St., L, A,New Mexico
TCU, L, A,New Mexico
Air Force, W, H,New Mexico
Boise St., W, H,New Mexico
Air Force, W, N,New Mexico
UNLV, W, A,New Mexico
San Diego St., W, N,New Mexico
Long Beach St., W, N,New Mexico
Louisville, L, N,New Mexico
Eastern Washington, W, H,Gonzaga
Washington St., W, H,Gonzaga
Hawaii, W, N,Gonzaga
Western Michigan, W, H,Gonzaga
Notre Dame, W, H,Gonzaga
Illinois, L, A,Gonzaga
Michigan St., L, H,Gonzaga
Oral Roberts, W, H,Gonzaga
Arizona, W, H,Gonzaga
Butler, W, H,Gonzaga
Air Force, W, H,Gonzaga
Portland, W, H,Gonzaga
Xavier, W, A,Gonzaga
Pepperdine, W, H,Gonzaga
Santa Clara, W, H,Gonzaga
Saint Mary's, L, A,Gonzaga
Loyola Marymount, W, A,Gonzaga
San Francisco, W, H,Gonzaga
San Diego, W, H,Gonzaga
Portland, W, A,Gonzaga
BYU, L, A,Gonzaga
Pepperdine, W, A,Gonzaga
Saint Mary's, W, H,Gonzaga
Loyola Marymount, W, H,Gonzaga
Santa Clara, W, A,Gonzaga
San Francisco, L, A,Gonzaga
BYU, W, H,Gonzaga
San Diego, W, A,Gonzaga
Longwood, W, H,Gonzaga
BYU, W, N,Gonzaga
Saint Mary's, L, N,Gonzaga
West Virginia, W, N,Gonzaga
Ohio St., L, N,Gonzaga
Towson, W, H,Michigan
Western Illinois, W, H,Michigan
Memphis, W, N,Michigan
Duke, L, N,Michigan
UCLA, W, N,Michigan
Virginia, L, A,Michigan
Iowa St., W, H,Michigan
Oakland, W, N,Michigan
Arkansas Pine Bluff, W, H,Michigan
Alabama A&M, W, H,Michigan
Bradley, W, H,Michigan
Penn St., W, H,Michigan
Minnesota, W, H,Michigan
Indiana, L, A,Michigan
Wisconsin, W, H,Michigan
Northwestern, W, H,Michigan
Iowa, L, A,Michigan
Michigan St., W, H,Michigan
Arkansas, L, A,Michigan
Purdue, W, A,Michigan
Ohio St., L, A,Michigan
Indiana, W, H,Michigan
Michigan St., L, A,Michigan
Nebraska, W, A,Michigan
Illinois, W, H,Michigan
Ohio St., W, H,Michigan
Northwestern, W, A,Michigan
Purdue, L, H,Michigan
Illinois, W, A,Michigan
Penn St., W, A,Michigan
Minnesota, W, N,Michigan
Ohio St., L, N,Michigan
Ohio, L, N,Michigan
Charleston Southern, W, H,Kansas St.
Loyola Chicago, W, H,Kansas St.
Maryland Eastern Shore, W, H,Kansas St.
George Washington, W, H,Kansas St.
Virginia Tech, W, A,Kansas St.
West Virginia, L, H,Kansas St.
North Florida, W, H,Kansas St.
Alabama, W, H,Kansas St.
Southern Illinois, W, N,Kansas St.
UTEP, W, N,Kansas St.
Long Beach St., W, N,Kansas St.
Howard, W, H,Kansas St.
Kansas, L, A,Kansas St.
Missouri, W, H,Kansas St.
Baylor, L, H,Kansas St.
Oklahoma, L, A,Kansas St.
Texas, W, H,Kansas St.
Oklahoma St., W, A,Kansas St.
Texas Tech, W, A,Kansas St.
Oklahoma, L, H,Kansas St.
Iowa St., L, A,Kansas St.
Texas A&M, W, H,Kansas St.
Texas Tech, W, H,Kansas St.
Texas, L, A,Kansas St.
Kansas, L, H,Kansas St.
Baylor, W, A,Kansas St.
Missouri, W, A,Kansas St.
Iowa St., L, H,Kansas St.
Texas A&M, W, A,Kansas St.
Oklahoma St., W, H,Kansas St.
Baylor, L, N,Kansas St.
Southern Miss, W, N,Kansas St.
Syracuse, L, N,Kansas St.
Jacksonville, W, H,Florida St.
UCF, W, H,Florida St.
Stetson, W, H,Florida St.
South Alabama, W, H,Florida St.
Massachusetts, W, N,Florida St.
Harvard, L, N,Florida St.
Connecticut, L, N,Florida St.
Michigan St., L, A,Florida St.
Charleston Southern, W, H,Florida St.
UNC Greensboro, W, H,Florida St.
Loyola Marymount, W, H,Florida St.
Florida, L, A,Florida St.
Princeton, L, H,Florida St.
Auburn, W, H,Florida St.
Clemson, L, A,Florida St.
Virginia Tech, W, A,Florida St.
North Carolina, W, H,Florida St.
Maryland, W, H,Florida St.
Duke, W, A,Florida St.
Wake Forest, W, A,Florida St.
Georgia Tech, W, H,Florida St.
Virginia, W, H,Florida St.
Boston College, L, A,Florida St.
Miami FL, W, H,Florida St.
Virginia Tech, W, H,Florida St.
North Carolina St., W, A,Florida St.
Duke, L, H,Florida St.
Miami FL, L, A,Florida St.
Virginia, W, A,Florida St.
Clemson, W, H,Florida St.
Miami FL, W, N,Florida St.
Duke, W, N,Florida St.
North Carolina, W, N,Florida St.
St. Bonaventure, W, N,Florida St.
Cincinnati, L, N,Florida St.
Duke, L, A,Belmont
Memphis, L, A,Belmont
Towson, W, H,Belmont
Middle Tennessee, W, A,Belmont
Kennesaw St., W, H,Belmont
Mercer, W, H,Belmont
Tennessee St., W, H,Belmont
Middle Tennessee, L, A,Belmont
Troy, W, H,Belmont
Miami OH, L, A,Belmont
Marshall, L, A,Belmont
Austin Peay, W, A,Belmont
Marshall, W, H,Belmont
North Florida, W, A,Belmont
Jacksonville, W, A,Belmont
Lipscomb, L, H,Belmont
Stetson, W, H,Belmont
Florida Gulf Coast, W, H,Belmont
USC Upstate, L, A,Belmont
East Tennessee St., W, A,Belmont
Jacksonville, W, H,Belmont
North Florida, W, H,Belmont
Lipscomb, W, A,Belmont
Austin Peay, W, H,Belmont
Florida Gulf Coast, W, A,Belmont
Stetson, W, A,Belmont
East Tennessee St., W, H,Belmont
USC Upstate, W, H,Belmont
Kennesaw St., W, A,Belmont
Mercer, W, A,Belmont
Jacksonville, W, N,Belmont
