opponent, outcome, home/away, team1
Lafayette, W, A,Bucknell
Colgate, W, A,Bucknell
Lehigh, W, H,Bucknell
Army, W, H,Bucknell
Army, W, H,Bucknell
Lehigh, W, H,Bucknell
Lafayette, W, N,Bucknell
Connecticut, L, N,Bucknell
Mount St. Mary's, W, H,Dayton
Akron, W, H,Dayton
Mississippi, W, A,Dayton
Savannah St., W, H,Dayton
Florida A&M, W, H,Dayton
Cincinnati, L, A,Dayton
East Tennessee St., L, H,Dayton
Miami OH, W, H,Dayton
Central Connecticut, W, H,Dayton
Old Dominion, L, A,Dayton
Western Carolina, W, H,Dayton
Winthrop, W, H,Dayton
Seton Hall, W, A,Dayton
George Mason, W, H,Dayton
New Mexico, W, H,Dayton
Saint Louis, W, A,Dayton
Massachusetts, L, A,Dayton
Saint Joseph's, W, H,Dayton
Xavier, L, A,Dayton
Fordham, W, H,Dayton
Richmond, L, H,Dayton
Duquesne, L, A,Dayton
St. Bonaventure, W, H,Dayton
La Salle, W, A,Dayton
Rhode Island, L, A,Dayton
Temple, L, H,Dayton
Charlotte, W, A,Dayton
Duquesne, W, H,Dayton
Xavier, L, H,Dayton
Saint Louis, L, H,Dayton
George Washington, L, A,Dayton
Massachusetts, W, A,Dayton
Xavier, W, N,Dayton
Saint Joseph's, W, N,Dayton
Richmond, L, N,Dayton
College of Charleston, L, A,Dayton
Alabama St., W, H,Creighton
Northern Arizona, W, H,Creighton
Louisiana Lafayette, W, H,Creighton
Iowa St., L, A,Creighton
Kennesaw St., W, H,Creighton
Northwestern, L, A,Creighton
BYU, L, H,Creighton
Nebraska, L, A,Creighton
Saint Joseph's, W, H,Creighton
Idaho St., W, H,Creighton
Western Illinois, W, H,Creighton
Samford, W, H,Creighton
Illinois St., W, A,Creighton
Drake, W, H,Creighton
Missouri St., L, H,Creighton
Southern Illinois, W, A,Creighton
Evansville, W, A,Creighton
Wichita St., L, H,Creighton
Indiana St., L, A,Creighton
Bradley, W, H,Creighton
Missouri St., L, A,Creighton
Northern Iowa, L, A,Creighton
Indiana St., W, H,Creighton
Bradley, L, A,Creighton
Evansville, W, H,Creighton
Drake, L, A,Creighton
Southern Illinois, W, H,Creighton
Illinois St., W, H,Creighton
Akron, L, A,Creighton
Wichita St., L, A,Creighton
Northern Iowa, W, H,Creighton
Northern Iowa, W, N,Creighton
Missouri St., L, N,Creighton
San Jose St., W, H,Creighton
Davidson, W, H,Creighton
UCF, W, H,Creighton
Oregon, W, H,Creighton
Oregon, L, A,Creighton
Oregon, L, A,Creighton
Iona, W, H,Kent St.
Bryant, W, H,Kent St.
Cleveland St., L, A,Kent St.
Robert Morris, W, H,Kent St.
Furman, W, H,Kent St.
Lehigh, W, H,Kent St.
Louisiana Monroe, W, H,Kent St.
UAB, L, A,Kent St.
Florida, L, A,Kent St.
South Florida, W, H,Kent St.
Youngstown St., W, H,Kent St.
Morehead St., L, A,Kent St.
James Madison, L, H,Kent St.
Akron, L, A,Kent St.
Bowling Green, W, H,Kent St.
Ohio, W, A,Kent St.
Buffalo, L, A,Kent St.
Miami OH, W, H,Kent St.
Ball St., W, A,Kent St.
Toledo, W, H,Kent St.
Central Michigan, W, H,Kent St.
Eastern Michigan, W, H,Kent St.
Northern Illinois, W, A,Kent St.
Miami OH, L, A,Kent St.
Drexel, L, A,Kent St.
Western Michigan, W, A,Kent St.
Buffalo, W, H,Kent St.
Ohio, L, H,Kent St.
Bowling Green, W, A,Kent St.
Akron, W, H,Kent St.
Buffalo, W, N,Kent St.
Ball St., W, N,Kent St.
Akron, L, N,Kent St.
Saint Mary's, W, A,Kent St.
Fairfield, W, A,Kent St.
Colorado, L, A,Kent St.
Charleston Southern, W, H,Georgia Tech
Kennesaw St., L, A,Georgia Tech
Albany, W, H,Georgia Tech
Niagara, W, H,Georgia Tech
UTEP, W, N,Georgia Tech
Syracuse, L, N,Georgia Tech
Northwestern, L, A,Georgia Tech
Georgia, L, H,Georgia Tech
Savannah St., W, H,Georgia Tech
Richmond, W, N,Georgia Tech
Siena, L, A,Georgia Tech
Mercer, W, H,Georgia Tech
Charlotte, L, H,Georgia Tech
Boston College, L, A,Georgia Tech
Clemson, L, A,Georgia Tech
North Carolina, W, H,Georgia Tech
Wake Forest, W, H,Georgia Tech
Virginia, L, A,Georgia Tech
Virginia Tech, W, H,Georgia Tech
Maryland, L, H,Georgia Tech
Miami FL, L, A,Georgia Tech
Clemson, L, H,Georgia Tech
Florida St., L, H,Georgia Tech
Virginia Tech, L, A,Georgia Tech
Chattanooga, W, H,Georgia Tech
Duke, L, A,Georgia Tech
Virginia, L, H,Georgia Tech
North Carolina St., L, A,Georgia Tech
Wake Forest, W, A,Georgia Tech
Miami FL, W, H,Georgia Tech
Virginia Tech, L, N,Georgia Tech
Milwaukee, W, H,Portland
UC Davis, W, H,Portland
Florida Atlantic, W, H,Portland
Kentucky, L, H,Portland
Idaho, W, A,Portland
Washington St., L, N,Portland
UC Santa Barbara, W, H,Portland
Saint Louis, W, H,Portland
Montana, W, A,Portland
Washington, L, A,Portland
Denver, W, A,Portland
Portland St., W, A,Portland
Boise St., W, H,Portland
Nevada, W, H,Portland
Utah, W, H,Portland
Gonzaga, L, A,Portland
Loyola Marymount, W, H,Portland
Pepperdine, W, H,Portland
San Francisco, L, A,Portland
Santa Clara, L, A,Portland
San Diego, W, H,Portland
Saint Mary's, W, H,Portland
Gonzaga, L, H,Portland
Seattle, W, A,Portland
Pepperdine, L, A,Portland
Loyola Marymount, W, A,Portland
San Francisco, L, H,Portland
Santa Clara, W, H,Portland
San Diego, W, A,Portland
Saint Mary's, L, A,Portland
Loyola Marymount, L, N,Portland
Hawaii, L, A,Portland
San Diego, W, H,Stanford
Virginia, W, H,Stanford
Arkansas Pine Bluff, W, H,Stanford
Murray St., L, N,Stanford
Tulsa, L, N,Stanford
DePaul, W, N,Stanford
UC Riverside, W, H,Stanford
North Carolina A&T, W, H,Stanford
Butler, L, A,Stanford
Oklahoma St., L, A,Stanford
Yale, W, H,Stanford
California, W, H,Stanford
Arizona St., W, A,Stanford
Arizona, L, A,Stanford
Washington, W, H,Stanford
Washington St., L, H,Stanford
USC, L, A,Stanford
UCLA, L, A,Stanford
Oregon, L, H,Stanford
Oregon St., W, H,Stanford
Arizona, L, H,Stanford
Arizona St., W, H,Stanford
Washington St., W, A,Stanford
Washington, L, A,Stanford
UCLA, L, H,Stanford
USC, L, H,Stanford
Oregon St., L, A,Stanford
Oregon, W, A,Stanford
Seattle, W, H,Stanford
California, L, A,Stanford
Oregon St., L, N,Stanford
William & Mary, W, H,Virginia
USC Upstate, W, H,Virginia
Stanford, L, A,Virginia
Washington, L, N,Virginia
Oklahoma, W, N,Virginia
Wichita St., L, N,Virginia
Minnesota, W, A,Virginia
Virginia Tech, W, A,Virginia
Radford, W, H,Virginia
Oregon, W, H,Virginia
Norfolk St., W, H,Virginia
Seattle, L, H,Virginia
Iowa St., L, H,Virginia
LSU, W, H,Virginia
Howard, W, H,Virginia
North Carolina, L, H,Virginia
Duke, L, A,Virginia
Boston College, L, A,Virginia
Georgia Tech, W, H,Virginia
Maryland, L, H,Virginia
Wake Forest, L, A,Virginia
Clemson, W, H,Virginia
Miami FL, L, A,Virginia
Florida St., L, A,Virginia
Duke, L, H,Virginia
Virginia Tech, W, H,Virginia
Georgia Tech, W, A,Virginia
Boston College, L, H,Virginia
North Carolina St., W, H,Virginia
Maryland, W, A,Virginia
Miami FL, L, N,Virginia
Sacred Heart, W, N,Fairfield
Rutgers, L, A,Fairfield
Penn St., L, A,Fairfield
Saint Joseph's, L, H,Fairfield
Norfolk St., W, N,Fairfield
Savannah St., W, A,Fairfield
Loyola MD, W, H,Fairfield
Howard, W, H,Fairfield
Siena, W, A,Fairfield
Holy Cross, W, A,Fairfield
Vermont, W, H,Fairfield
Army, W, H,Fairfield
Niagara, W, H,Fairfield
Marist, W, A,Fairfield
Saint Peter's, W, H,Fairfield
Loyola MD, L, A,Fairfield
Rider, W, A,Fairfield
Canisius, W, A,Fairfield
Niagara, W, A,Fairfield
Manhattan, W, H,Fairfield
Canisius, W, H,Fairfield
Iona, W, H,Fairfield
Rider, L, H,Fairfield
Manhattan, W, A,Fairfield
Saint Peter's, W, A,Fairfield
Marist, W, H,Fairfield
Austin Peay, W, H,Fairfield
Siena, W, H,Fairfield
Iona, L, A,Fairfield
Marist, W, H,Fairfield
Saint Peter's, L, H,Fairfield
Colorado St., W, A,Fairfield
Kent St., L, H,Fairfield
Jackson St., W, H,UCF
South Florida, W, H,UCF
Stetson, W, A,UCF
Alabama St., W, H,UCF
Florida, W, H,UCF
Southeastern Louisiana, W, H,UCF
Bethune Cookman, W, H,UCF
Louisiana Lafayette, W, H,UCF
Miami FL, W, A,UCF
Massachusetts, W, A,UCF
Furman, W, H,UCF
Princeton, W, H,UCF
Marshall, W, H,UCF
Houston, L, A,UCF
Southern Miss, L, A,UCF
East Carolina, L, H,UCF
Rice, L, H,UCF
Memphis, L, A,UCF
UAB, L, H,UCF
East Carolina, L, A,UCF
Memphis, L, H,UCF
Tulsa, W, H,UCF
Tulane, W, A,UCF
UAB, L, A,UCF
UTEP, W, A,UCF
Southern Miss, W, H,UCF
SMU, W, H,UCF
Marshall, L, A,UCF
East Carolina, L, N,UCF
St. Bonaventure, W, H,UCF
Rhode Island, W, H,UCF
Creighton, L, A,UCF
Kansas St., L, A,James Madison
The Citadel, W, A,James Madison
Princeton, W, H,James Madison
Presbyterian, W, H,James Madison
Bucknell, W, H,James Madison
Eastern Michigan, W, H,James Madison
Longwood, W, A,James Madison
Georgia St., L, A,James Madison
Marshall, L, A,James Madison
Radford, W, A,James Madison
South Florida, W, A,James Madison
Marshall, W, H,James Madison
Kent St., W, A,James Madison
Northeastern, W, H,James Madison
Towson, W, H,James Madison
William & Mary, W, A,James Madison
Georgia St., W, H,James Madison
UNC Wilmington, W, H,James Madison
Old Dominion, L, A,James Madison
George Mason, L, H,James Madison
Hofstra, L, A,James Madison
Drexel, W, H,James Madison
Delaware, W, A,James Madison
William & Mary, L, H,James Madison
VCU, L, H,James Madison
Drexel, W, A,James Madison
George Mason, L, A,James Madison
Towson, W, A,James Madison
Miami OH, W, H,James Madison
Old Dominion, L, H,James Madison
VCU, W, A,James Madison
William & Mary, L, N,James Madison
Davidson, L, A,James Madison
Syracuse, L, A,Northern Iowa
Milwaukee, L, A,Northern Iowa
North Dakota, W, H,Northern Iowa
Iowa St., W, H,Northern Iowa
TCU, W, A,Northern Iowa
Iowa, L, A,Northern Iowa
Morehead St., W, H,Northern Iowa
South Carolina St., W, H,Northern Iowa
SIU Edwardsville, W, H,Northern Iowa
Indiana, W, N,Northern Iowa
New Mexico, W, N,Northern Iowa
Missouri St., L, H,Northern Iowa
Southern Illinois, L, A,Northern Iowa
Evansville, W, H,Northern Iowa
Indiana St., L, A,Northern Iowa
Bradley, W, H,Northern Iowa
Illinois St., W, A,Northern Iowa
Southern Illinois, W, H,Northern Iowa
Wichita St., W, A,Northern Iowa
Drake, W, H,Northern Iowa
Creighton, W, H,Northern Iowa
Missouri St., W, A,Northern Iowa
Illinois St., W, H,Northern Iowa
Drake, L, A,Northern Iowa
Evansville, L, A,Northern Iowa
Wichita St., L, H,Northern Iowa
Bradley, W, A,Northern Iowa
George Mason, L, H,Northern Iowa
Indiana St., L, H,Northern Iowa
Creighton, L, A,Northern Iowa
Creighton, L, N,Northern Iowa
Rider, W, H,Northern Iowa
SMU, L, H,Northern Iowa
Texas Pan American, W, N,Indiana St.
Loyola Chicago, L, A,Indiana St.
Eastern Kentucky, L, N,Indiana St.
Ball St., L, A,Indiana St.
Oral Roberts, W, A,Indiana St.
Buffalo, W, H,Indiana St.
Notre Dame, L, A,Indiana St.
Wyoming, L, A,Indiana St.
DePaul, W, H,Indiana St.
Purdue, L, N,Indiana St.
Bradley, W, H,Indiana St.
Evansville, L, A,Indiana St.
Illinois St., W, H,Indiana St.
Northern Iowa, W, H,Indiana St.
Drake, W, A,Indiana St.
Bradley, W, A,Indiana St.
Creighton, W, H,Indiana St.
Missouri St., W, H,Indiana St.
Wichita St., L, A,Indiana St.
Evansville, L, H,Indiana St.
Creighton, L, A,Indiana St.
Wichita St., L, H,Indiana St.
Missouri St., L, A,Indiana St.
Illinois St., W, A,Indiana St.
Drake, W, H,Indiana St.
Southern Illinois, W, A,Indiana St.
Morehead St., L, H,Indiana St.
Northern Iowa, W, A,Indiana St.
Southern Illinois, W, H,Indiana St.
Evansville, W, N,Indiana St.
Wichita St., W, N,Indiana St.
Missouri St., W, N,Indiana St.
Syracuse, L, N,Indiana St.
Norfolk St., W, H,LIU Brooklyn
Texas St., W, A,LIU Brooklyn
Manhattan, W, A,LIU Brooklyn
Fordham, W, A,LIU Brooklyn
Saint Peter's, L, A,LIU Brooklyn
Robert Morris, L, H,LIU Brooklyn
St. Francis PA, W, H,LIU Brooklyn
Iona, L, H,LIU Brooklyn
Lafayette, W, H,LIU Brooklyn
Northwestern, L, A,LIU Brooklyn
Army, W, H,LIU Brooklyn
NJIT, W, A,LIU Brooklyn
Navy, W, A,LIU Brooklyn
Bryant, W, A,LIU Brooklyn
Central Connecticut, W, A,LIU Brooklyn
Mount St. Mary's, W, H,LIU Brooklyn
Wagner, W, H,LIU Brooklyn
Robert Morris, W, A,LIU Brooklyn
St. Francis PA, L, A,LIU Brooklyn
Fairleigh Dickinson, W, A,LIU Brooklyn
Monmouth, W, A,LIU Brooklyn
Sacred Heart, W, H,LIU Brooklyn
Quinnipiac, W, H,LIU Brooklyn
St. Francis NY, W, H,LIU Brooklyn
St. Francis NY, W, A,LIU Brooklyn
Wagner, W, A,LIU Brooklyn
Mount St. Mary's, W, A,LIU Brooklyn
Bryant, W, H,LIU Brooklyn
Central Connecticut, W, H,LIU Brooklyn
St. Francis PA, W, H,LIU Brooklyn
Central Connecticut, W, H,LIU Brooklyn
Robert Morris, W, H,LIU Brooklyn
North Carolina, L, A,LIU Brooklyn
Eastern Illinois, W, A,South Dakota St.
Iowa, W, A,South Dakota St.
Idaho St., W, H,South Dakota St.
Eastern Illinois, W, H,South Dakota St.
Nevada, W, H,South Dakota St.
North Dakota St., L, H,South Dakota St.
Milwaukee, L, H,South Dakota St.
Western Michigan, L, A,South Dakota St.
Central Michigan, W, A,South Dakota St.
Minnesota, L, A,South Dakota St.
UMKC, W, A,South Dakota St.
Southern Utah, W, A,South Dakota St.
Centenary, W, H,South Dakota St.
Oral Roberts, L, H,South Dakota St.
Western Illinois, W, A,South Dakota St.
IUPUI, L, A,South Dakota St.
Oakland, L, H,South Dakota St.
IPFW, W, H,South Dakota St.
UMKC, L, H,South Dakota St.
Southern Utah, W, H,South Dakota St.
Oral Roberts, L, A,South Dakota St.
Centenary, W, A,South Dakota St.
IUPUI, W, H,South Dakota St.
Western Illinois, W, H,South Dakota St.
IPFW, W, A,South Dakota St.
Oakland, L, A,South Dakota St.
North Dakota St., L, A,South Dakota St.
IPFW, W, H,South Dakota St.
Oakland, L, H,South Dakota St.
Indiana, L, A,Wright St.
Southern, W, H,Wright St.
Oakland, W, H,Wright St.
Richmond, L, N,Wright St.
Southern Illinois, L, N,Wright St.
Cincinnati, L, A,Wright St.
Detroit, L, A,Wright St.
Air Force, W, H,Wright St.
Central Michigan, W, A,Wright St.
Miami OH, W, H,Wright St.
Charlotte, L, A,Wright St.
Milwaukee, W, H,Wright St.
Green Bay, W, H,Wright St.
Illinois Chicago, W, A,Wright St.
Loyola Chicago, W, A,Wright St.
Valparaiso, L, H,Wright St.
Butler, W, H,Wright St.
Youngstown St., W, A,Wright St.
Cleveland St., L, A,Wright St.
Green Bay, W, A,Wright St.
Milwaukee, L, A,Wright St.
Loyola Chicago, W, H,Wright St.
Illinois Chicago, W, H,Wright St.
Youngstown St., W, H,Wright St.
Butler, L, A,Wright St.
Valparaiso, L, A,Wright St.
Cleveland St., L, H,Wright St.
Hofstra, W, H,Wright St.
Detroit, L, H,Wright St.
Green Bay, W, H,Wright St.
Cleveland St., L, N,Wright St.
Kentucky, L, A,East Tennessee St.
Murray St., L, A,East Tennessee St.
Tennessee Tech, W, H,East Tennessee St.
Dayton, W, A,East Tennessee St.
USC Upstate, L, A,East Tennessee St.
College of Charleston, L, A,East Tennessee St.
Mississippi St., W, A,East Tennessee St.
Mississippi, L, A,East Tennessee St.
Southern Miss, L, N,East Tennessee St.
Northeastern, L, N,East Tennessee St.
Appalachian St., W, N,East Tennessee St.
Campbell, W, H,East Tennessee St.
Mercer, W, A,East Tennessee St.
Kennesaw St., W, A,East Tennessee St.
Florida Gulf Coast, W, H,East Tennessee St.
Stetson, W, H,East Tennessee St.
North Florida, W, A,East Tennessee St.
Jacksonville, W, A,East Tennessee St.
Lipscomb, W, H,East Tennessee St.
Belmont, L, H,East Tennessee St.
USC Upstate, W, H,East Tennessee St.
Kennesaw St., W, H,East Tennessee St.
Mercer, W, H,East Tennessee St.
Florida Gulf Coast, W, A,East Tennessee St.
Stetson, L, A,East Tennessee St.
Jacksonville, W, H,East Tennessee St.
North Florida, W, H,East Tennessee St.
Belmont, L, A,East Tennessee St.
Lipscomb, W, A,East Tennessee St.
Campbell, W, A,East Tennessee St.
Campbell, W, N,East Tennessee St.
North Florida, L, N,East Tennessee St.
Furman, W, H,East Tennessee St.
Ohio, W, H,East Tennessee St.
Iona, L, H,East Tennessee St.
Grambling St., W, H,Arkansas
Florida Gulf Coast, W, H,Arkansas
Southeast Missouri St., W, H,Arkansas
UAB, L, H,Arkansas
Oklahoma, W, H,Arkansas
Troy, W, H,Arkansas
Seton Hall, W, N,Arkansas
Mississippi Valley St., W, H,Arkansas
Texas A&M, L, N,Arkansas
Texas Southern, W, H,Arkansas
North Carolina A&T, W, H,Arkansas
UT Arlington, W, H,Arkansas
Texas, L, A,Arkansas
Tennessee, W, H,Arkansas
LSU, L, A,Arkansas
Alabama, W, H,Arkansas
South Carolina, L, A,Arkansas
Florida, L, A,Arkansas
Auburn, W, H,Arkansas
Vanderbilt, W, A,Arkansas
Georgia, L, H,Arkansas
Mississippi, L, H,Arkansas
Mississippi St., L, A,Arkansas
LSU, W, H,Arkansas
Florida A&M, W, H,Arkansas
Alabama, L, A,Arkansas
Kentucky, W, H,Arkansas
Auburn, W, A,Arkansas
Mississippi St., L, H,Arkansas
Mississippi, L, A,Arkansas
Tennessee, L, N,Arkansas
Nevada, L, A,Montana
Utah, L, A,Montana
Idaho, W, H,Montana
Cal St. Fullerton, W, H,Montana
Portland, L, H,Montana
UCLA, W, A,Montana
San Francisco, L, A,Montana
Oregon St., W, H,Montana
Idaho, W, A,Montana
Cal St. Fullerton, W, A,Montana
Northern Arizona, W, H,Montana
Weber St., W, H,Montana
Northern Colorado, L, A,Montana
Sacramento St., W, A,Montana
Eastern Washington, W, H,Montana
Portland St., W, H,Montana
Idaho St., W, A,Montana
Montana St., W, H,Montana
Montana St., W, A,Montana
Weber St., L, A,Montana
Northern Arizona, L, A,Montana
Sacramento St., W, H,Montana
Northern Colorado, W, H,Montana
Idaho St., W, H,Montana
Long Beach St., L, A,Montana
Portland St., W, A,Montana
Eastern Washington, L, A,Montana
Weber St., W, N,Montana
Northern Colorado, L, A,Montana
Duquesne, L, H,Montana
Navy, W, H,Buffalo
Youngstown St., L, A,Buffalo
Towson, W, H,Buffalo
Canisius, W, A,Buffalo
Indiana St., L, A,Buffalo
Army, W, A,Buffalo
St. Bonaventure, L, A,Buffalo
Niagara, W, H,Buffalo
Green Bay, W, H,Buffalo
BYU, L, H,Buffalo
Cornell, W, A,Buffalo
Bowling Green, L, H,Buffalo
Miami OH, L, A,Buffalo
Akron, W, H,Buffalo
Kent St., W, H,Buffalo
Ohio, W, A,Buffalo
Western Michigan, W, A,Buffalo
Northern Illinois, W, H,Buffalo
Toledo, W, H,Buffalo
Ball St., L, A,Buffalo
Central Michigan, W, H,Buffalo
Eastern Michigan, L, A,Buffalo
Ohio, L, H,Buffalo
Milwaukee, W, H,Buffalo
Kent St., L, A,Buffalo
Akron, L, A,Buffalo
Miami OH, W, H,Buffalo
Bowling Green, L, A,Buffalo
Central Michigan, W, H,Buffalo
Kent St., L, N,Buffalo
Quinnipiac, W, N,Buffalo
Western Michigan, W, A,Buffalo
Iona, L, A,Buffalo
Cal St. Bakersfield, W, H,Santa Clara
USC, L, A,Santa Clara
Rice, W, H,Santa Clara
Bethune Cookman, W, H,Santa Clara
Northern Colorado, W, H,Santa Clara
Arizona, L, N,Santa Clara
Ohio, L, N,Santa Clara
UC Santa Barbara, L, H,Santa Clara
San Jose St., W, A,Santa Clara
Pacific, L, A,Santa Clara
Houston Baptist, W, H,Santa Clara
Washington St., L, H,Santa Clara
Cal St. Northridge, W, A,Santa Clara
Delaware, L, H,Santa Clara
Fordham, W, H,Santa Clara
San Francisco, L, H,Santa Clara
San Diego, W, A,Santa Clara
Saint Mary's, L, A,Santa Clara
Gonzaga, W, H,Santa Clara
Portland, W, H,Santa Clara
Pepperdine, W, A,Santa Clara
Loyola Marymount, W, A,Santa Clara
San Francisco, L, A,Santa Clara
Saint Mary's, L, H,Santa Clara
San Diego, W, H,Santa Clara
Gonzaga, L, A,Santa Clara
Portland, L, A,Santa Clara
Loyola Marymount, W, H,Santa Clara
Pepperdine, W, H,Santa Clara
Loyola Marymount, W, N,Santa Clara
Saint Mary's, L, N,Santa Clara
Northern Arizona, W, H,Santa Clara
Air Force, W, H,Santa Clara
San Francisco, W, A,Santa Clara
SMU, W, A,Santa Clara
Iona, W, A,Santa Clara
College of Charleston, L, A,Coastal Carolina
Georgetown, L, N,Coastal Carolina
USC Upstate, W, N,Coastal Carolina
Charlotte, W, N,Coastal Carolina
The Citadel, W, H,Coastal Carolina
Charleston Southern, W, H,Coastal Carolina
LSU, W, A,Coastal Carolina
East Carolina, W, H,Coastal Carolina
Radford, W, H,Coastal Carolina
High Point, W, H,Coastal Carolina
VMI, W, A,Coastal Carolina
Liberty, W, A,Coastal Carolina
Winthrop, W, H,Coastal Carolina
Presbyterian, W, H,Coastal Carolina
UNC Asheville, W, A,Coastal Carolina
Gardner Webb, W, A,Coastal Carolina
High Point, W, A,Coastal Carolina
Radford, W, A,Coastal Carolina
Liberty, W, H,Coastal Carolina
VMI, W, H,Coastal Carolina
Presbyterian, W, A,Coastal Carolina
Winthrop, W, A,Coastal Carolina
Gardner Webb, L, H,Coastal Carolina
North Carolina Central, W, H,Coastal Carolina
UNC Asheville, L, H,Coastal Carolina
Charleston Southern, W, A,Coastal Carolina
Gardner Webb, W, H,Coastal Carolina
VMI, W, H,Coastal Carolina
UNC Asheville, L, N,Coastal Carolina
Alabama, L, A,Coastal Carolina
Dayton, L, A,Akron
Youngstown St., W, H,Akron
Cleveland St., L, H,Akron
Detroit, W, A,Akron
Illinois Chicago, W, A,Akron
Temple, L, A,Akron
Minnesota, L, A,Akron
Bethune Cookman, W, H,Akron
Arkansas Little Rock, W, N,Akron
Stetson, W, N,Akron
Miami FL, L, N,Akron
Arkansas Pine Bluff, W, H,Akron
Oral Roberts, W, H,Akron
Kent St., W, H,Akron
Ohio, L, H,Akron
Buffalo, L, A,Akron
Miami OH, L, A,Akron
Bowling Green, W, H,Akron
Northern Illinois, L, A,Akron
Central Michigan, W, H,Akron
Eastern Michigan, L, A,Akron
Toledo, W, A,Akron
Western Michigan, W, H,Akron
Ball St., W, H,Akron
Bowling Green, W, A,Akron
Creighton, W, H,Akron
Miami OH, W, H,Akron
Buffalo, W, H,Akron
Ohio, L, A,Akron
Kent St., L, A,Akron
Eastern Michigan, W, H,Akron
Miami OH, W, N,Akron
Western Michigan, W, N,Akron
Kent St., W, N,Akron
Notre Dame, L, A,Akron
Wyoming, W, H,Northern Colorado
Arizona, L, A,Northern Colorado
Santa Clara, L, A,Northern Colorado
Valparaiso, L, N,Northern Colorado
Bethune Cookman, W, N,Northern Colorado
Illinois, L, A,Northern Colorado
Denver, L, A,Northern Colorado
Colorado St., L, A,Northern Colorado
Louisiana Monroe, L, A,Northern Colorado
Portland St., W, A,Northern Colorado
Eastern Washington, W, A,Northern Colorado
Montana, W, H,Northern Colorado
Montana St., W, H,Northern Colorado
Idaho St., W, H,Northern Colorado
Sacramento St., W, A,Northern Colorado
Weber St., W, H,Northern Colorado
Weber St., L, A,Northern Colorado
Northern Arizona, L, A,Northern Colorado
Eastern Washington, W, H,Northern Colorado
Portland St., W, H,Northern Colorado
Montana St., W, A,Northern Colorado
Montana, L, A,Northern Colorado
New Mexico St., W, A,Northern Colorado
North Dakota, W, H,Northern Colorado
Northern Arizona, W, H,Northern Colorado
Idaho St., W, A,Northern Colorado
Sacramento St., W, H,Northern Colorado
Northern Arizona, W, H,Northern Colorado
Montana, W, H,Northern Colorado
San Diego St., L, N,Northern Colorado
Pittsburgh, L, A,Rhode Island
Brown, W, H,Rhode Island
College of Charleston, W, N,Rhode Island
Toledo, W, A,Rhode Island
Illinois Chicago, L, N,Rhode Island
Drexel, W, H,Rhode Island
Davidson, W, H,Rhode Island
Providence, L, A,Rhode Island
Northeastern, W, A,Rhode Island
Quinnipiac, L, A,Rhode Island
New Hampshire, W, H,Rhode Island
Lafayette, W, H,Rhode Island
Boston College, W, H,Rhode Island
Florida, L, A,Rhode Island
Xavier, L, H,Rhode Island
Richmond, W, A,Rhode Island
St. Bonaventure, W, H,Rhode Island
Saint Joseph's, W, A,Rhode Island
La Salle, L, H,Rhode Island
Saint Louis, W, A,Rhode Island
Massachusetts, L, A,Rhode Island
Fordham, W, H,Rhode Island
Temple, L, A,Rhode Island
Dayton, W, H,Rhode Island
Charlotte, W, H,Rhode Island
Massachusetts, L, H,Rhode Island
Duquesne, W, A,Rhode Island
Fordham, W, A,Rhode Island
George Washington, L, H,Rhode Island
St. Bonaventure, L, A,Rhode Island
Saint Louis, W, H,Rhode Island
Richmond, L, N,Rhode Island
Miami OH, W, H,Rhode Island
UCF, L, A,Rhode Island
Louisiana Monroe, W, H,Texas Tech
North Texas, L, A,Texas Tech
Stephen F. Austin, W, H,Texas Tech
Liberty, W, H,Texas Tech
Georgia Southern, W, H,Texas Tech
Saint Mary's, L, N,Texas Tech
South Florida, L, N,Texas Tech
Oral Roberts, W, H,Texas Tech
Washington, L, A,Texas Tech
TCU, L, H,Texas Tech
UTEP, L, A,Texas Tech
UT Arlington, W, H,Texas Tech
New Mexico, L, H,Texas Tech
Texas A&M Corpus Chris, W, H,Texas Tech
Delaware St., W, H,Texas Tech
Baylor, L, H,Texas Tech
Texas, L, H,Texas Tech
Kansas St., L, A,Texas Tech
Oklahoma, L, A,Texas Tech
Nebraska, W, H,Texas Tech
Iowa St., W, A,Texas Tech
Oklahoma St., W, H,Texas Tech
Kansas, L, H,Texas Tech
Texas, L, A,Texas Tech
Texas A&M, L, H,Texas Tech
Missouri, L, A,Texas Tech
Baylor, W, A,Texas Tech
Colorado, L, H,Texas Tech
Oklahoma St., L, A,Texas Tech
Oklahoma, W, H,Texas Tech
Texas A&M, L, A,Texas Tech
Missouri, L, N,Texas Tech
Gonzaga, L, A,IUPUI
Miami OH, L, A,IUPUI
San Diego St., L, N,IUPUI
Green Bay, W, N,IUPUI
Saint Louis, L, A,IUPUI
Centenary, W, H,IUPUI
Oral Roberts, L, H,IUPUI
Ohio St., L, A,IUPUI
Ohio, W, A,IUPUI
Duquesne, L, A,IUPUI
San Diego St., L, N,IUPUI
San Francisco, W, N,IUPUI
Florida Gulf Coast, W, A,IUPUI
Western Illinois, W, H,IUPUI
Oakland, L, A,IUPUI
IPFW, W, A,IUPUI
North Dakota St., W, H,IUPUI
South Dakota St., W, H,IUPUI
UMKC, L, A,IUPUI
Southern Utah, W, A,IUPUI
Western Illinois, W, A,IUPUI
IPFW, W, H,IUPUI
Oakland, W, H,IUPUI
South Dakota St., L, A,IUPUI
