opponent, outcome, home/away, team1
UAB, L, H,Marshall
Memphis, L, H,Marshall
Houston, L, A,Marshall
Tulsa, L, A,Marshall
East Carolina, W, H,Marshall
UAB, W, A,Marshall
Tulsa, W, H,Marshall
Tulane, W, A,Marshall
Rice, W, A,Marshall
UCF, W, H,Marshall
UTEP, L, H,Marshall
SMU, W, A,Marshall
Tulsa, L, A,Marshall
Western Carolina, W, H,Marshall
Appalachian St., L, H,Marshall
Pittsburgh, L, A,Wofford
Georgia, W, A,Wofford
Bradley, L, A,Wofford
Illinois, L, A,Wofford
Southern, W, N,Wofford
Seattle, W, N,Wofford
Western Carolina, L, A,Wofford
Michigan St., L, A,Wofford
Appalachian St., L, H,Wofford
Navy, W, H,Wofford
South Carolina, W, H,Wofford
UNC Asheville, W, A,Wofford
Kent St., L, N,Wofford
Santa Clara, W, A,Wofford
UNC Greensboro, W, A,Wofford
Elon, W, A,Wofford
Georgia Southern, W, H,Wofford
Davidson, W, H,Wofford
The Citadel, W, A,Wofford
College of Charleston, L, A,Wofford
Chattanooga, W, H,Wofford
Furman, W, H,Wofford
Elon, W, H,Wofford
UNC Greensboro, W, H,Wofford
Furman, W, A,Wofford
Samford, W, A,Wofford
Davidson, W, A,Wofford
Georgia Southern, W, A,Wofford
College of Charleston, W, H,Wofford
The Citadel, W, H,Wofford
UNC Greensboro, W, N,Wofford
Western Carolina, W, N,Wofford
Appalachian St., W, N,Wofford
Wisconsin, L, N,Wofford
FIU, W, H,Tulsa
Arkansas Little Rock, W, H,Tulsa
South Alabama, W, H,Tulsa
Loyola Marymount, W, H,Tulsa
Missouri St., L, A,Tulsa
Oklahoma St., W, H,Tulsa
Ohio, W, H,Tulsa
Jackson St., W, H,Tulsa
Chicago St., W, H,Tulsa
Nebraska, L, N,Tulsa
Nevada, L, N,Tulsa
Colorado, W, H,Tulsa
Tulane, W, H,Tulsa
Houston, W, A,Tulsa
SMU, W, A,Tulsa
UCF, W, H,Tulsa
Oral Roberts, W, A,Tulsa
Rice, W, H,Tulsa
UAB, L, A,Tulsa
UCF, W, A,Tulsa
Marshall, W, H,Tulsa
UTEP, L, A,Tulsa
Southern Miss, W, H,Tulsa
Memphis, L, H,Tulsa
Marshall, L, A,Tulsa
UTEP, L, H,Tulsa
Duke, L, A,Tulsa
East Carolina, W, A,Tulsa
SMU, W, H,Tulsa
Memphis, L, A,Tulsa
Rice, W, H,Tulsa
Marshall, W, H,Tulsa
UTEP, L, H,Tulsa
Kent St., L, A,Tulsa
Northern Illinois, W, H,Northwestern
Butler, L, H,Northwestern
Tennessee St., W, H,Northwestern
Liberty, W, H,Northwestern
Notre Dame, W, N,Northwestern
Iowa St., W, H,Northwestern
North Carolina St., W, A,Northwestern
North Carolina A&T, W, H,Northwestern
North Florida, W, H,Northwestern
Stanford, W, H,Northwestern
Central Connecticut, W, H,Northwestern
Illinois, L, A,Northwestern
Michigan St., L, H,Northwestern
Texas Pan American, W, H,Northwestern
Michigan, W, A,Northwestern
Wisconsin, L, H,Northwestern
Purdue, W, H,Northwestern
Ohio St., L, A,Northwestern
Illinois, W, H,Northwestern
Minnesota, L, A,Northwestern
Michigan St., L, A,Northwestern
Michigan, W, H,Northwestern
Indiana, W, H,Northwestern
Iowa, L, A,Northwestern
Minnesota, W, H,Northwestern
Penn St., L, H,Northwestern
Wisconsin, L, A,Northwestern
Iowa, W, H,Northwestern
Penn St., L, A,Northwestern
Chicago St., W, H,Northwestern
Indiana, L, A,Northwestern
Indiana, W, A,Northwestern
Purdue, L, N,Northwestern
Rhode Island, L, A,Northwestern
Alabama A&M, W, H,South Carolina
Georgia Southern, W, H,South Carolina
La Salle, W, H,South Carolina
South Florida, W, H,South Carolina
Miami FL, L, H,South Carolina
Jacksonville, W, H,South Carolina
Western Kentucky, W, H,South Carolina
Clemson, L, A,South Carolina
Richmond, W, H,South Carolina
Wofford, L, A,South Carolina
Furman, W, H,South Carolina
Boston College, L, A,South Carolina
Baylor, L, H,South Carolina
Longwood, W, H,South Carolina
Auburn, W, A,South Carolina
LSU, W, H,South Carolina
Vanderbilt, L, H,South Carolina
Mississippi, L, A,South Carolina
Florida, L, A,South Carolina
Kentucky, W, H,South Carolina
Georgia, W, H,South Carolina
Tennessee, L, A,South Carolina
Florida, W, H,South Carolina
Georgia, L, A,South Carolina
Arkansas, L, A,South Carolina
Tennessee, L, H,South Carolina
Kentucky, L, A,South Carolina
Mississippi St., L, H,South Carolina
Alabama, L, H,South Carolina
Vanderbilt, W, A,South Carolina
Alabama, L, N,South Carolina
Samford, W, H,Kent St.
UAB, W, H,Kent St.
Green Bay, L, H,Kent St.
Youngstown St., W, A,Kent St.
South Florida, L, A,Kent St.
Morehead St., W, A,Kent St.
Xavier, L, A,Kent St.
Pittsburgh, L, A,Kent St.
Texas A&M Corpus Chris, W, H,Kent St.
Robert Morris, W, A,Kent St.
Wofford, W, N,Kent St.
Northeastern, L, N,Kent St.
Norfolk St., W, H,Kent St.
Ohio, W, A,Kent St.
Miami OH, L, A,Kent St.
Bowling Green, L, H,Kent St.
Buffalo, W, H,Kent St.
Akron, W, H,Kent St.
Toledo, W, A,Kent St.
Western Michigan, W, H,Kent St.
Northern Illinois, W, H,Kent St.
Eastern Michigan, W, A,Kent St.
Central Michigan, W, A,Kent St.
Ball St., W, H,Kent St.
Buffalo, L, A,Kent St.
Ohio, W, H,Kent St.
Western Carolina, W, H,Kent St.
Bowling Green, W, A,Kent St.
Miami OH, W, H,Kent St.
Akron, W, A,Kent St.
Ohio, L, N,Kent St.
Tulsa, W, H,Kent St.
Illinois, L, A,Kent St.
Northern Arizona, W, H,Arizona
Rice, W, H,Arizona
Wisconsin, L, N,Arizona
Colorado, W, N,Arizona
Vanderbilt, L, N,Arizona
UNLV, L, H,Arizona
Oklahoma, L, A,Arizona
Louisiana Tech, W, H,Arizona
San Diego St., L, A,Arizona
Lipscomb, W, H,Arizona
North Carolina St., W, H,Arizona
BYU, L, H,Arizona
USC, L, A,Arizona
UCLA, W, A,Arizona
Washington St., L, H,Arizona
Washington, W, H,Arizona
Oregon St., L, A,Arizona
Oregon, W, A,Arizona
Arizona St., W, A,Arizona
Stanford, W, H,Arizona
California, W, H,Arizona
Washington, L, A,Arizona
Washington St., L, A,Arizona
Oregon, W, H,Arizona
Oregon St., L, H,Arizona
Arizona St., L, H,Arizona
California, L, A,Arizona
Stanford, W, A,Arizona
UCLA, W, H,Arizona
USC, W, H,Arizona
UCLA, L, A,Arizona
Nicholls St., W, H,Houston
Nevada, L, A,Houston
Oklahoma, W, N,Houston
San Diego, L, N,Houston
Texas A&M Corpus Chris, W, H,Houston
Troy, W, H,Houston
Mississippi St., L, H,Houston
The Citadel, W, H,Houston
TCU, W, H,Houston
Louisiana Tech, L, H,Houston
UTSA, L, A,Houston
Iowa St., L, A,Houston
Rice, W, A,Houston
Tulsa, L, H,Houston
UTEP, W, H,Houston
East Carolina, W, A,Houston
UCF, L, H,Houston
Memphis, L, A,Houston
Marshall, W, H,Houston
UTEP, L, A,Houston
Southern Miss, L, H,Houston
Western Kentucky, W, A,Houston
SMU, W, H,Houston
UCF, L, A,Houston
UAB, L, A,Houston
Memphis, W, H,Houston
SMU, L, A,Houston
Rice, W, H,Houston
Tulane, L, A,Houston
East Carolina, W, N,Houston
Memphis, W, N,Houston
Southern Miss, W, N,Houston
UTEP, W, N,Houston
Maryland, L, N,Houston
SIU Edwardsville, W, A,Illinois St.
North Florida, W, H,Illinois St.
Illinois Chicago, W, A,Illinois St.
Norfolk St., W, H,Illinois St.
Southeast Missouri St., W, H,Illinois St.
St. Bonaventure, W, H,Illinois St.
Central Michigan, W, H,Illinois St.
Niagara, L, H,Illinois St.
Ohio, L, A,Illinois St.
Utah, W, A,Illinois St.
Grambling St., W, H,Illinois St.
Wichita St., W, H,Illinois St.
Missouri St., L, A,Illinois St.
Southern Illinois, W, H,Illinois St.
Evansville, W, A,Illinois St.
Northern Iowa, L, H,Illinois St.
Evansville, W, H,Illinois St.
Drake, L, A,Illinois St.
Creighton, W, H,Illinois St.
Southern Illinois, L, A,Illinois St.
Wichita St., L, A,Illinois St.
Bradley, W, H,Illinois St.
Indiana St., L, A,Illinois St.
Drake, W, H,Illinois St.
Bradley, W, A,Illinois St.
Creighton, W, A,Illinois St.
Missouri St., W, H,Illinois St.
Morehead St., W, H,Illinois St.
Indiana St., W, H,Illinois St.
Northern Iowa, L, A,Illinois St.
Indiana St., W, N,Illinois St.
Wichita St., L, N,Illinois St.
Dayton, L, A,Illinois St.
Bryant, W, H,Providence
Bucknell, W, H,Providence
Mercer, W, H,Providence
Alabama, L, A,Providence
Vermont, W, H,Providence
Boston College, L, H,Providence
Northeastern, W, A,Providence
Rhode Island, L, A,Providence
Brown, W, H,Providence
George Washington, W, A,Providence
Iona, L, H,Providence
Yale, W, H,Providence
Notre Dame, L, A,Providence
St. John's, W, A,Providence
Louisville, L, H,Providence
Rutgers, W, H,Providence
DePaul, W, A,Providence
Marquette, L, A,Providence
South Florida, L, H,Providence
Connecticut, W, H,Providence
Cincinnati, L, A,Providence
Syracuse, L, A,Providence
Marquette, L, H,Providence
Georgetown, L, H,Providence
Villanova, L, A,Providence
West Virginia, L, H,Providence
Syracuse, L, H,Providence
South Florida, L, A,Providence
Pittsburgh, L, A,Providence
Seton Hall, L, H,Providence
Seton Hall, L, N,Providence
New Orleans, W, H,Georgia
Wofford, L, H,Georgia
UAB, L, A,Georgia
UNC Asheville, W, H,Georgia
Jacksonville St., W, H,Georgia
Saint Louis, W, H,Georgia
Virginia Tech, L, A,Georgia
St. John's, L, A,Georgia
Illinois, W, H,Georgia
Florida Atlantic, W, H,Georgia
Pepperdine, W, H,Georgia
Missouri, L, A,Georgia
Georgia Tech, W, H,Georgia
Kentucky, L, A,Georgia
Mississippi, L, H,Georgia
Mississippi St., L, A,Georgia
Tennessee, W, H,Georgia
Florida, L, A,Georgia
South Carolina, L, A,Georgia
Arkansas, L, H,Georgia
Vanderbilt, W, H,Georgia
Auburn, L, A,Georgia
South Carolina, W, H,Georgia
Tennessee, L, A,Georgia
Alabama, W, H,Georgia
Vanderbilt, L, A,Georgia
Florida, W, H,Georgia
Kentucky, L, H,Georgia
LSU, L, A,Georgia
Arkansas, W, N,Georgia
Vanderbilt, L, A,Georgia
Arkansas Pine Bluff, W, H,Colorado
Coppin St., W, H,Colorado
Texas Southern, W, H,Colorado
Gonzaga, L, N,Colorado
Arizona, L, N,Colorado
San Francisco, W, H,Colorado
Oregon St., L, A,Colorado
Colorado St., L, A,Colorado
Cal St. Northridge, W, H,Colorado
Yale, W, H,Colorado
Tulsa, L, A,Colorado
Miami OH, W, H,Colorado
Texas, L, A,Colorado
Baylor, W, H,Colorado
Kansas St., L, H,Colorado
Oklahoma St., L, A,Colorado
Texas A&M, L, A,Colorado
Nebraska, W, H,Colorado
Iowa St., L, A,Colorado
Kansas, L, H,Colorado
Missouri, L, H,Colorado
Kansas St., L, A,Colorado
Oklahoma, W, H,Colorado
Kansas, L, A,Colorado
Missouri, L, A,Colorado
Iowa St., W, H,Colorado
Nebraska, W, A,Colorado
Texas Tech, W, H,Colorado
Texas Tech, L, N,Colorado
USC Upstate, W, H,Nebraska
Saint Louis, L, A,Nebraska
TCU, W, H,Nebraska
UMKC, W, H,Nebraska
USC, W, A,Nebraska
Texas Pan American, W, H,Nebraska
Creighton, L, A,Nebraska
Chicago St., W, H,Nebraska
Oregon St., W, H,Nebraska
Jackson St., W, H,Nebraska
Tulsa, W, N,Nebraska
BYU, L, N,Nebraska
Southern Utah, W, H,Nebraska
Maryland Eastern Shore, W, H,Nebraska
Southeastern Louisiana, W, H,Nebraska
Texas A&M, L, A,Nebraska
Kansas, L, H,Nebraska
Iowa St., L, H,Nebraska
Missouri, L, A,Nebraska
Colorado, L, A,Nebraska
Oklahoma, W, H,Nebraska
Kansas St., L, H,Nebraska
Kansas, L, A,Nebraska
Baylor, L, H,Nebraska
Texas, L, A,Nebraska
Kansas St., L, A,Nebraska
Missouri, L, H,Nebraska
Iowa St., L, A,Nebraska
Texas Tech, W, H,Nebraska
Colorado, L, H,Nebraska
Oklahoma St., L, A,Nebraska
Missouri, W, N,Nebraska
Texas A&M, L, N,Nebraska
Middle Tennessee, W, H,Ohio
North Carolina A&T, W, H,Ohio
Lamar, W, H,Ohio
Marshall, L, A,Ohio
Tulsa, L, A,Ohio
Austin Peay, L, H,Ohio
Delaware, W, A,Ohio
Illinois St., W, H,Ohio
Eastern Kentucky, W, H,Ohio
Pittsburgh, L, A,Ohio
Elon, W, H,Ohio
Robert Morris, L, A,Ohio
IUPUI, W, A,Ohio
Kent St., L, H,Ohio
Akron, L, H,Ohio
Miami OH, L, A,Ohio
Bowling Green, L, A,Ohio
Buffalo, W, H,Ohio
Northern Illinois, W, A,Ohio
Ball St., L, H,Ohio
Toledo, W, A,Ohio
Eastern Michigan, L, A,Ohio
Western Michigan, W, H,Ohio
Central Michigan, W, H,Ohio
Akron, L, A,Ohio
Kent St., L, A,Ohio
Wright St., W, H,Ohio
Miami OH, W, H,Ohio
Buffalo, L, A,Ohio
Bowling Green, W, H,Ohio
Ball St., W, A,Ohio
Kent St., W, N,Ohio
Miami OH, W, N,Ohio
Akron, W, N,Ohio
Georgetown, W, N,Ohio
Tennessee, L, N,Ohio
North Dakota, W, H,Montana
Boise St., W, H,Montana
Loyola Marymount, W, H,Montana
Denver, L, A,Montana
Oregon, W, A,Montana
Washington, L, A,Montana
Northern Arizona, W, H,Montana
Northern Colorado, L, H,Montana
Loyola Marymount, W, A,Montana
Colorado St., L, A,Montana
UC Riverside, W, H,Montana
Fresno St., W, H,Montana
Idaho St., L, A,Montana
Weber St., L, A,Montana
Eastern Washington, W, H,Montana
Portland St., W, H,Montana
Sacramento St., W, A,Montana
Montana St., L, A,Montana
Northern Colorado, W, A,Montana
Northern Arizona, W, A,Montana
Weber St., W, H,Montana
Idaho St., W, H,Montana
Portland St., W, A,Montana
Eastern Washington, L, A,Montana
Sacramento St., W, H,Montana
Montana St., L, H,Montana
Northern Arizona, W, H,Montana
Northern Colorado, W, N,Montana
Weber St., W, A,Montana
New Mexico, L, N,Montana
UNC Asheville, W, H,Charlotte
Elon, W, N,Charlotte
Duke, L, A,Charlotte
Yale, W, N,Charlotte
Hofstra, W, A,Charlotte
East Carolina, W, H,Charlotte
Louisville, W, A,Charlotte
Winston Salem St., W, H,Charlotte
Gardner Webb, W, H,Charlotte
Winthrop, W, A,Charlotte
Old Dominion, L, A,Charlotte
Mercer, W, H,Charlotte
Georgia Tech, L, H,Charlotte
Tennessee, L, A,Charlotte
St. Bonaventure, W, H,Charlotte
Xavier, L, A,Charlotte
Saint Louis, W, H,Charlotte
Richmond, W, A,Charlotte
La Salle, W, A,Charlotte
Temple, W, H,Charlotte
Massachusetts, W, A,Charlotte
George Washington, W, H,Charlotte
Fordham, W, A,Charlotte
Dayton, L, A,Charlotte
Duquesne, L, H,Charlotte
Xavier, L, H,Charlotte
Saint Joseph's, W, H,Charlotte
George Washington, L, A,Charlotte
Rhode Island, L, A,Charlotte
Richmond, L, H,Charlotte
Massachusetts, L, H,Charlotte
Pepperdine, W, A,Pacific
San Diego, W, H,Pacific
Santa Clara, W, H,Pacific
San Diego St., W, H,Pacific
San Jose St., L, A,Pacific
Fresno St., W, A,Pacific
Nevada, W, H,Pacific
California, L, H,Pacific
Sacramento St., W, H,Pacific
Saint Mary's, L, A,Pacific
Santa Clara, L, A,Pacific
Oklahoma St., L, A,Pacific
Cal St. Northridge, W, H,Pacific
Cal Poly, W, A,Pacific
UC Santa Barbara, L, A,Pacific
UC Irvine, W, H,Pacific
Cal St. Fullerton, W, H,Pacific
UC Davis, W, H,Pacific
UC Irvine, W, A,Pacific
UC Riverside, W, A,Pacific
UC Santa Barbara, L, H,Pacific
Cal Poly, W, H,Pacific
UC Davis, L, A,Pacific
Cal St. Bakersfield, W, A,Pacific
Long Beach St., W, A,Pacific
New Mexico St., L, H,Pacific
UC Riverside, L, H,Pacific
Long Beach St., W, H,Pacific
Cal St. Fullerton, W, A,Pacific
Cal St. Northridge, W, A,Pacific
Long Beach St., L, N,Pacific
Loyola Marymount, W, A,Pacific
Northern Colorado, W, A,Pacific
Appalachian St., W, A,Pacific
Missouri St., L, A,Pacific
Southeast Missouri St., W, H,Saint Louis
Nebraska, W, H,Saint Louis
Kennesaw St., W, H,Saint Louis
Mississippi Valley St., W, H,Saint Louis
Iowa St., L, N,Saint Louis
Notre Dame, L, N,Saint Louis
Georgia, L, A,Saint Louis
Southern Illinois, W, H,Saint Louis
Belmont, W, H,Saint Louis
Missouri St., L, H,Saint Louis
UMKC, W, H,Saint Louis
Eastern Illinois, W, H,Saint Louis
Bowling Green, L, A,Saint Louis
Richmond, W, H,Saint Louis
Duquesne, W, A,Saint Louis
Charlotte, L, A,Saint Louis
Fordham, W, H,Saint Louis
George Washington, L, A,Saint Louis
Richmond, L, A,Saint Louis
St. Bonaventure, W, H,Saint Louis
La Salle, W, A,Saint Louis
Saint Joseph's, W, A,Saint Louis
Dayton, W, H,Saint Louis
Rhode Island, W, H,Saint Louis
Massachusetts, W, A,Saint Louis
Xavier, L, H,Saint Louis
Duquesne, W, H,Saint Louis
Temple, L, H,Saint Louis
Dayton, W, A,Saint Louis
Rhode Island, L, N,Saint Louis
Indiana St., W, H,Saint Louis
Green Bay, W, H,Saint Louis
Princeton, W, H,Saint Louis
VCU, L, A,Saint Louis
VCU, L, H,Saint Louis
Louisiana Lafayette, W, A,Southern Miss
Montana St., W, A,Southern Miss
Mississippi, L, A,Southern Miss
South Alabama, W, A,Southern Miss
Louisiana Lafayette, W, H,Southern Miss
New Orleans, W, N,Southern Miss
Canisius, L, H,Southern Miss
North Florida, L, H,Southern Miss
Vanderbilt, L, A,Southern Miss
Marshall, L, A,Southern Miss
Memphis, L, H,Southern Miss
Cal St. Bakersfield, W, H,Southern Miss
UTEP, L, A,Southern Miss
UAB, L, A,Southern Miss
East Carolina, W, H,Southern Miss
Tulane, W, A,Southern Miss
SMU, W, H,Southern Miss
Houston, W, A,Southern Miss
Tulsa, L, A,Southern Miss
Rice, W, H,Southern Miss
UAB, L, H,Southern Miss
UCF, W, H,Southern Miss
UTEP, L, H,Southern Miss
Memphis, L, A,Southern Miss
Tulane, W, H,Southern Miss
East Carolina, W, A,Southern Miss
Tulane, W, N,Southern Miss
UAB, W, N,Southern Miss
Houston, L, N,Southern Miss
Louisiana Tech, L, A,Southern Miss
Kentucky, L, A,Sam Houston St.
Cleveland St., L, A,Sam Houston St.
Oral Roberts, W, N,Sam Houston St.
Rider, W, N,Sam Houston St.
Louisiana Lafayette, L, H,Sam Houston St.
Auburn, W, A,Sam Houston St.
FIU, W, H,Sam Houston St.
Wright St., L, A,Sam Houston St.
Western Michigan, L, A,Sam Houston St.
Stephen F. Austin, W, H,Sam Houston St.
Southeastern Louisiana, W, A,Sam Houston St.
Texas St., W, H,Sam Houston St.
UT Arlington, W, A,Sam Houston St.
Lamar, W, H,Sam Houston St.
Texas A&M Corpus Chris, W, A,Sam Houston St.
UTSA, W, H,Sam Houston St.
Central Arkansas, W, H,Sam Houston St.
Nicholls St., W, A,Sam Houston St.
Texas A&M Corpus Chris, W, H,Sam Houston St.
Lamar, W, A,Sam Houston St.
UTSA, L, A,Sam Houston St.
McNeese St., W, H,Sam Houston St.
UT Arlington, W, H,Sam Houston St.
Northwestern St., W, A,Sam Houston St.
Texas St., L, A,Sam Houston St.
Nicholls St., W, N,Sam Houston St.
Southeastern Louisiana, W, N,Sam Houston St.
Stephen F. Austin, W, N,Sam Houston St.
Baylor, L, N,Sam Houston St.
Penn, W, H,Penn St.
Robert Morris, W, H,Penn St.
UNC Wilmington, L, N,Penn St.
Tulane, L, N,Penn St.
Davidson, W, N,Penn St.
Sacred Heart, W, H,Penn St.
Virginia, W, A,Penn St.
Temple, L, A,Penn St.
UMBC, W, H,Penn St.
Virginia Tech, L, H,Penn St.
Gardner Webb, W, H,Penn St.
American, W, H,Penn St.
Minnesota, L, A,Penn St.
Wisconsin, L, H,Penn St.
Michigan, L, H,Penn St.
Illinois, L, A,Penn St.
Iowa, L, A,Penn St.
Indiana, L, H,Penn St.
Wisconsin, L, A,Penn St.
Illinois, L, H,Penn St.
Purdue, L, A,Penn St.
Ohio St., L, A,Penn St.
Minnesota, L, H,Penn St.
Michigan St., L, H,Penn St.
Northwestern, W, A,Penn St.
Michigan, W, A,Penn St.
Ohio St., L, H,Penn St.
Northwestern, W, H,Penn St.
Michigan St., L, A,Penn St.
Purdue, L, H,Penn St.
Minnesota, L, N,Penn St.
Kentucky, L, A,Morehead St.
Louisiana Monroe, L, H,Morehead St.
Kent St., L, H,Morehead St.
Tennessee Martin, W, A,Morehead St.
Murray St., L, A,Morehead St.
East Tennessee St., W, H,Morehead St.
Utah St., L, A,Morehead St.
Weber St., L, A,Morehead St.
Cal St. Fullerton, W, N,Morehead St.
South Dakota, W, A,Morehead St.
Austin Peay, W, H,Morehead St.
Tennessee St., W, H,Morehead St.
Tennessee Tech, W, A,Morehead St.
Jacksonville St., W, A,Morehead St.
Southeast Missouri St., W, H,Morehead St.
Eastern Illinois, W, H,Morehead St.
SIU Edwardsville, W, H,Morehead St.
Eastern Kentucky, W, A,Morehead St.
Tennessee St., W, A,Morehead St.
Austin Peay, L, A,Morehead St.
Jacksonville St., W, H,Morehead St.
Tennessee Tech, W, H,Morehead St.
Eastern Illinois, L, A,Morehead St.
Southeast Missouri St., W, A,Morehead St.
Eastern Kentucky, W, H,Morehead St.
Illinois St., L, A,Morehead St.
Murray St., W, H,Morehead St.
Tennessee Martin, W, H,Morehead St.
Jacksonville St., W, H,Morehead St.
Tennessee Tech, W, N,Morehead St.
Murray St., L, N,Morehead St.
Colorado St., W, H,Morehead St.
Boston University, L, A,Morehead St.
Niagara, W, H,Auburn
Missouri St., L, A,Auburn
UCF, L, A,Auburn
IUPUI, W, N,Auburn
North Carolina St., L, N,Auburn
High Point, W, H,Auburn
Alabama A&M, W, A,Auburn
Troy, L, H,Auburn
Virginia, W, H,Auburn
Florida St., L, A,Auburn
Sam Houston St., L, H,Auburn
Alabama St., W, H,Auburn
Charleston Southern, W, H,Auburn
Georgia Southern, W, H,Auburn
South Carolina, L, H,Auburn
Tennessee, L, A,Auburn
Kentucky, L, H,Auburn
LSU, W, A,Auburn
Vanderbilt, L, A,Auburn
Mississippi, L, H,Auburn
Alabama, W, H,Auburn
Arkansas, L, A,Auburn
Georgia, W, H,Auburn
Mississippi St., L, A,Auburn
Florida, L, A,Auburn
Arkansas, W, H,Auburn
Mississippi, L, A,Auburn
LSU, W, H,Auburn
Mississippi St., W, H,Auburn
Alabama, L, A,Auburn
Florida, L, N,Auburn
Mount St. Mary's, W, H,Oklahoma
Louisiana Monroe, W, H,Oklahoma
VCU, L, A,Oklahoma
San Diego, L, N,Oklahoma
Houston, L, N,Oklahoma
Nicholls St., W, N,Oklahoma
Arkansas, W, H,Oklahoma
Arizona, W, H,Oklahoma
Centenary, W, H,Oklahoma
Utah, W, A,Oklahoma
Northern Colorado, W, H,Oklahoma
UTEP, L, H,Oklahoma
Gonzaga, L, A,Oklahoma
Maryland Eastern Shore, W, H,Oklahoma
Baylor, L, A,Oklahoma
Oklahoma St., W, H,Oklahoma
Missouri, W, H,Oklahoma
Texas A&M, L, A,Oklahoma
Texas Tech, L, A,Oklahoma
Iowa St., W, H,Oklahoma
Nebraska, L, A,Oklahoma
Texas, W, H,Oklahoma
Texas Tech, L, H,Oklahoma
Oklahoma St., L, A,Oklahoma
Colorado, L, A,Oklahoma
Kansas St., L, H,Oklahoma
Kansas, L, A,Oklahoma
Baylor, L, H,Oklahoma
Texas, L, A,Oklahoma
Texas A&M, L, H,Oklahoma
Oklahoma St., L, N,Oklahoma
Utah St., L, H,Weber St.
UC Santa Barbara, L, A,Weber St.
Seattle, L, A,Weber St.
BYU, L, A,Weber St.
Utah, W, H,Weber St.
Sacramento St., W, A,Weber St.
Southern Utah, W, H,Weber St.
UNLV, L, A,Weber St.
Cal St. Fullerton, W, N,Weber St.
Morehead St., W, H,Weber St.
Utah St., L, A,Weber St.
Montana St., W, H,Weber St.
Montana, W, H,Weber St.
Northern Colorado, L, A,Weber St.
Northern Arizona, W, A,Weber St.
Idaho St., W, A,Weber St.
Portland St., W, H,Weber St.
Eastern Washington, W, H,Weber St.
Sacramento St., W, H,Weber St.
Montana, L, A,Weber St.
Montana St., W, A,Weber St.
Northern Arizona, W, H,Weber St.
Northern Colorado, W, H,Weber St.
Idaho St., W, H,Weber St.
Eastern Washington, W, A,Weber St.
Portland St., L, A,Weber St.
Portland St., W, H,Weber St.
Montana, L, H,Weber St.
Cincinnati, L, A,Weber St.
San Diego, L, A,Stanford
Cal Poly, W, H,Stanford
Oral Roberts, L, H,Stanford
Florida A&M, W, H,Stanford
Virginia, W, N,Stanford
Kentucky, L, N,Stanford
Portland St., W, H,Stanford
UC Davis, W, H,Stanford
Oklahoma St., L, H,Stanford
Northwestern, L, A,Stanford
Texas Tech, L, A,Stanford
James Madison, W, H,Stanford
California, L, A,Stanford
USC, W, H,Stanford
UCLA, W, H,Stanford
Washington, L, A,Stanford
Washington St., L, A,Stanford
Oregon St., W, H,Stanford
Oregon, W, H,Stanford
Arizona, L, A,Stanford
Arizona St., L, A,Stanford
UCLA, L, A,Stanford
USC, L, A,Stanford
Washington St., W, H,Stanford
Washington, L, H,Stanford
Oregon, W, A,Stanford
Oregon St., W, A,Stanford
Arizona St., L, H,Stanford
Arizona, L, H,Stanford
California, L, H,Stanford
Arizona St., W, N,Stanford
Washington, L, N,Stanford
Connecticut, L, A,William & Mary
Harvard, L, A,William & Mary
Richmond, W, H,William & Mary
Manhattan, W, A,William & Mary
Hampton, W, H,William & Mary
Wake Forest, W, A,William & Mary
Longwood, W, H,William & Mary
VCU, W, H,William & Mary
Radford, W, A,William & Mary
Maryland, W, A,William & Mary
Hofstra, W, A,William & Mary
UNC Wilmington, L, H,William & Mary
Delaware, W, A,William & Mary
Drexel, W, A,William & Mary
James Madison, W, H,William & Mary
Hofstra, W, H,William & Mary
VCU, L, A,William & Mary
Old Dominion, L, H,William & Mary
James Madison, L, A,William & Mary
Drexel, W, H,William & Mary
Old Dominion, L, A,William & Mary
Georgia St., W, A,William & Mary
Delaware, W, H,William & Mary
Northeastern, W, H,William & Mary
George Mason, W, A,William & Mary
Iona, L, A,William & Mary
Towson, L, H,William & Mary
UNC Wilmington, W, A,William & Mary
James Madison, W, N,William & Mary
Northeastern, W, N,William & Mary
Old Dominion, L, N,William & Mary
North Carolina, L, A,William & Mary
Drake, W, A,IUPUI
Eastern Illinois, W, A,IUPUI
Austin Peay, W, N,IUPUI
Auburn, L, N,IUPUI
Georgia St., W, N,IUPUI
Kansas St., L, A,IUPUI
South Dakota St., W, H,IUPUI
North Dakota St., W, H,IUPUI
Notre Dame, L, A,IUPUI
Duquesne, W, H,IUPUI
Indiana St., L, A,IUPUI
Memphis, L, A,IUPUI
IPFW, W, A,IUPUI
Oakland, L, A,IUPUI
Ohio, L, H,IUPUI
Western Illinois, W, H,IUPUI
Oral Roberts, W, H,IUPUI
Centenary, W, H,IUPUI
Southern Utah, W, A,IUPUI
UMKC, W, A,IUPUI
Oakland, W, H,IUPUI
IPFW, L, H,IUPUI
Western Illinois, W, A,IUPUI
Centenary, W, A,IUPUI
Oral Roberts, L, A,IUPUI
UMKC, W, H,IUPUI
Southern Utah, W, H,IUPUI
North Dakota St., W, A,IUPUI
South Dakota St., W, A,IUPUI
Western Illinois, W, N,IUPUI
Oral Roberts, W, N,IUPUI
Oakland, L, N,IUPUI
Hofstra, W, A,IUPUI
Princeton, L, H,IUPUI
