opponent, outcome, home/away, tourn, team1
Longwood, W, A, 0,Gardner Webb
Presbyterian, L, A, 0,Gardner Webb
Charleston Southern, W, H, 0,Gardner Webb
Winthrop, W, H, 0,Gardner Webb
UNC Asheville, W, A, 0,Gardner Webb
High Point, L, A, 0,Gardner Webb
Presbyterian, W, H, 0,Gardner Webb
Longwood, W, H, 0,Gardner Webb
High Point, W, N, 1,Gardner Webb
Campbell, W, A, 1,Gardner Webb
Radford, W, A, 1,Gardner Webb
Virginia, L, N, 2,Gardner Webb
Monmouth, W, A, 0,Lehigh
Miami FL, L, A, 0,Lehigh
Marist, W, H, 0,Lehigh
Princeton, W, H, 0,Lehigh
Siena, W, A, 0,Lehigh
Kansas St., L, A, 0,Lehigh
Arkansas St., W, H, 0,Lehigh
Yale, L, A, 0,Lehigh
Mount St. Mary's, W, A, 0,Lehigh
St. Francis PA, W, H, 0,Lehigh
West Virginia, L, A, 0,Lehigh
Lafayette, W, H, 0,Lehigh
Loyola MD, W, H, 0,Lehigh
Holy Cross, W, A, 0,Lehigh
Colgate, L, A, 0,Lehigh
American, W, H, 0,Lehigh
Bucknell, L, H, 0,Lehigh
Navy, W, A, 0,Lehigh
Boston University, W, H, 0,Lehigh
Lafayette, W, A, 0,Lehigh
Army, W, A, 0,Lehigh
Colgate, L, H, 0,Lehigh
Navy, W, H, 0,Lehigh
Bucknell, L, A, 0,Lehigh
Boston University, W, A, 0,Lehigh
Army, W, H, 0,Lehigh
Holy Cross, L, H, 0,Lehigh
American, W, A, 0,Lehigh
Loyola MD, L, A, 0,Lehigh
Army, W, H, 1,Lehigh
Bucknell, L, A, 1,Lehigh
William & Mary, W, H, 0,Duquesne
Illinois Chicago, W, H, 0,Duquesne
Radford, W, N, 0,Duquesne
Notre Dame, L, A, 0,Duquesne
UMass Lowell, W, H, 0,Duquesne
Pittsburgh, L, N, 0,Duquesne
Marshall, W, H, 0,Duquesne
Longwood, W, H, 0,Duquesne
Maryland Eastern Shore, W, H, 0,Duquesne
Maine, W, H, 0,Duquesne
Penn St., L, H, 0,Duquesne
Eastern Kentucky, W, H, 0,Duquesne
NJIT, L, H, 0,Duquesne
Davidson, L, A, 0,Duquesne
Fordham, W, H, 0,Duquesne
Saint Joseph's, W, H, 0,Duquesne
Richmond, W, A, 0,Duquesne
George Washington, W, A, 0,Duquesne
Saint Louis, W, H, 0,Duquesne
VCU, L, H, 0,Duquesne
Rhode Island, W, H, 0,Duquesne
Dayton, L, A, 0,Duquesne
St. Bonaventure, L, H, 0,Duquesne
Fordham, W, A, 0,Duquesne
La Salle, L, A, 0,Duquesne
George Washington, W, H, 0,Duquesne
George Mason, W, A, 0,Duquesne
St. Bonaventure, L, A, 0,Duquesne
Massachusetts, W, H, 0,Duquesne
Saint Louis, L, A, 0,Duquesne
Dayton, L, H, 0,Duquesne
Saint Joseph's, L, N, 1,Duquesne
Wyoming, W, A, 0,UC Santa Barbara
North Dakota St., L, A, 0,UC Santa Barbara
Montana St., W, H, 0,UC Santa Barbara
Portland St., W, N, 0,UC Santa Barbara
Idaho, W, A, 0,UC Santa Barbara
Sacramento St., W, H, 0,UC Santa Barbara
Washington, L, A, 0,UC Santa Barbara
Arkansas Pine Bluff, W, H, 0,UC Santa Barbara
Rice, W, A, 0,UC Santa Barbara
Nebraska Omaha, L, A, 0,UC Santa Barbara
Idaho St., W, H, 0,UC Santa Barbara
San Francisco, W, H, 0,UC Santa Barbara
Cal Poly, W, H, 0,UC Santa Barbara
UC Riverside, W, H, 0,UC Santa Barbara
UC Davis, W, A, 0,UC Santa Barbara
Cal St. Fullerton, L, A, 0,UC Santa Barbara
Long Beach St., W, A, 0,UC Santa Barbara
UC Irvine, L, H, 0,UC Santa Barbara
Hawaii, W, A, 0,UC Santa Barbara
Cal St. Northridge, W, H, 0,UC Santa Barbara
UC Davis, L, H, 0,UC Santa Barbara
UC Riverside, L, A, 0,UC Santa Barbara
UC Irvine, L, A, 0,UC Santa Barbara
Hawaii, W, H, 0,UC Santa Barbara
Cal St. Fullerton, W, H, 0,UC Santa Barbara
Long Beach St., L, H, 0,UC Santa Barbara
Cal St. Northridge, W, A, 0,UC Santa Barbara
Cal Poly, W, A, 0,UC Santa Barbara
Cal St. Northridge, W, N, 1,UC Santa Barbara
Cal St. Fullerton, L, N, 1,UC Santa Barbara
Dayton, L, A, 0,North Florida
Penn St., L, A, 0,North Florida
Wright St., L, A, 0,North Florida
Southern Miss, W, N, 0,North Florida
Jacksonville St., L, N, 0,North Florida
Florida, L, A, 0,North Florida
Florida A&M, W, H, 0,North Florida
Charleston Southern, W, A, 0,North Florida
Minnesota, L, A, 0,North Florida
FIU, L, A, 0,North Florida
Charleston Southern, W, H, 0,North Florida
Florida St., L, A, 0,North Florida
Auburn, L, A, 0,North Florida
North Alabama, W, H, 0,North Florida
Lipscomb, L, A, 0,North Florida
Florida Gulf Coast, W, H, 0,North Florida
Stetson, W, A, 0,North Florida
Liberty, L, A, 0,North Florida
NJIT, L, H, 0,North Florida
Jacksonville, L, H, 0,North Florida
Florida Gulf Coast, L, A, 0,North Florida
Kennesaw St., L, A, 0,North Florida
Lipscomb, L, H, 0,North Florida
North Alabama, W, A, 0,North Florida
Kennesaw St., W, H, 0,North Florida
NJIT, W, A, 0,North Florida
Jacksonville, W, A, 0,North Florida
Liberty, W, H, 0,North Florida
Stetson, W, H, 0,North Florida
North Alabama, W, H, 1,North Florida
Liberty, L, A, 1,North Florida
Oral Roberts, W, H, 0,Missouri St.
Robert Morris, W, H, 0,Missouri St.
Stetson, W, H, 0,Missouri St.
Nebraska, L, N, 0,Missouri St.
USC, L, N, 0,Missouri St.
Murray St., L, A, 0,Missouri St.
Air Force, L, A, 0,Missouri St.
Oregon St., L, A, 0,Missouri St.
Western Kentucky, W, H, 0,Missouri St.
North Dakota St., L, A, 0,Missouri St.
Arkansas St., L, A, 0,Missouri St.
Arkansas Pine Bluff, W, H, 0,Missouri St.
Southern Illinois, L, A, 0,Missouri St.
Valparaiso, L, H, 0,Missouri St.
Indiana St., W, A, 0,Missouri St.
Bradley, W, A, 0,Missouri St.
Evansville, L, H, 0,Missouri St.
Drake, L, A, 0,Missouri St.
Loyola Chicago, W, H, 0,Missouri St.
Bradley, W, H, 0,Missouri St.
Valparaiso, W, A, 0,Missouri St.
Northern Iowa, L, A, 0,Missouri St.
Southern Illinois, W, H, 0,Missouri St.
Illinois St., W, H, 0,Missouri St.
Evansville, W, A, 0,Missouri St.
Loyola Chicago, W, A, 0,Missouri St.
Northern Iowa, L, H, 0,Missouri St.
Indiana St., W, H, 0,Missouri St.
Illinois St., L, A, 0,Missouri St.
Drake, L, H, 0,Missouri St.
Bradley, L, N, 1,Missouri St.
Lehigh, L, A, 0,Princeton
Fairleigh Dickinson, L, H, 0,Princeton
Monmouth, W, A, 0,Princeton
Maine, W, A, 0,Princeton
George Washington, W, H, 0,Princeton
Saint Joseph's, L, H, 0,Princeton
St. John's, L, A, 0,Princeton
Iona, W, N, 0,Princeton
Duke, L, A, 0,Princeton
Lafayette, W, A, 0,Princeton
Arizona St., W, A, 0,Princeton
Penn, W, H, 0,Princeton
Penn, W, A, 0,Princeton
Columbia, W, A, 0,Princeton
Cornell, W, A, 0,Princeton
Yale, L, A, 0,Princeton
Brown, L, A, 0,Princeton
Harvard, L, H, 0,Princeton
Dartmouth, W, H, 0,Princeton
Cornell, W, H, 0,Princeton
Columbia, W, H, 0,Princeton
Dartmouth, W, A, 0,Princeton
Harvard, L, A, 0,Princeton
Brown, L, H, 0,Princeton
Yale, L, H, 0,Princeton
Yale, L, A, 1,Princeton
Colgate, W, H, 0,NJIT
Binghamton, W, A, 0,NJIT
Brown, W, H, 0,NJIT
Cornell, L, H, 0,NJIT
Wagner, W, A, 0,NJIT
LIU Brooklyn, W, A, 0,NJIT
Drexel, W, A, 0,NJIT
UMass Lowell, L, A, 0,NJIT
Army, W, H, 0,NJIT
St. Francis NY, W, H, 0,NJIT
Fordham, W, A, 0,NJIT
Fairleigh Dickinson, W, A, 0,NJIT
Houston, L, A, 0,NJIT
Duquesne, W, A, 0,NJIT
Kennesaw St., W, H, 0,NJIT
North Alabama, L, A, 0,NJIT
Lipscomb, L, H, 0,NJIT
Jacksonville, W, H, 0,NJIT
North Florida, W, A, 0,NJIT
Stetson, W, A, 0,NJIT
North Alabama, W, H, 0,NJIT
Florida Gulf Coast, W, H, 0,NJIT
Liberty, L, A, 0,NJIT
Kennesaw St., L, A, 0,NJIT
Florida Gulf Coast, L, A, 0,NJIT
North Florida, L, H, 0,NJIT
Stetson, W, H, 0,NJIT
Jacksonville, W, A, 0,NJIT
Lipscomb, L, A, 0,NJIT
Liberty, L, H, 0,NJIT
Florida Gulf Coast, W, A, 1,NJIT
Lipscomb, L, A, 1,NJIT
Quinnipiac, W, H, 1,NJIT
Oklahoma, L, H, 0,UT Rio Grande Valley
Texas A&M Corpus Chris, W, A, 0,UT Rio Grande Valley
Prairie View A&M, W, H, 0,UT Rio Grande Valley
East Carolina, L, A, 0,UT Rio Grande Valley
Georgia Tech, L, A, 0,UT Rio Grande Valley
Lamar, W, H, 0,UT Rio Grande Valley
Texas A&M Corpus Chris, W, H, 0,UT Rio Grande Valley
Houston, L, A, 0,UT Rio Grande Valley
UT Arlington, W, A, 0,UT Rio Grande Valley
North Dakota, W, H, 0,UT Rio Grande Valley
Texas St., L, H, 0,UT Rio Grande Valley
Rice, L, H, 0,UT Rio Grande Valley
McNeese St., W, H, 0,UT Rio Grande Valley
Texas Tech, L, A, 0,UT Rio Grande Valley
UC Irvine, L, A, 0,UT Rio Grande Valley
Cal Baptist, W, A, 0,UT Rio Grande Valley
Cal St. Bakersfield, L, H, 0,UT Rio Grande Valley
Grand Canyon, L, H, 0,UT Rio Grande Valley
Utah Valley, L, A, 0,UT Rio Grande Valley
Seattle, W, A, 0,UT Rio Grande Valley
New Mexico St., L, H, 0,UT Rio Grande Valley
Chicago St., W, H, 0,UT Rio Grande Valley
UMKC, W, H, 0,UT Rio Grande Valley
Grand Canyon, W, A, 0,UT Rio Grande Valley
Cal St. Bakersfield, W, A, 0,UT Rio Grande Valley
Seattle, W, H, 0,UT Rio Grande Valley
Utah Valley, L, H, 0,UT Rio Grande Valley
New Mexico St., L, A, 0,UT Rio Grande Valley
Chicago St., W, A, 0,UT Rio Grande Valley
UMKC, W, A, 0,UT Rio Grande Valley
Cal Baptist, L, H, 0,UT Rio Grande Valley
Cal St. Bakersfield, W, N, 1,UT Rio Grande Valley
New Mexico St., L, N, 1,UT Rio Grande Valley
Grambling St., W, H, 1,UT Rio Grande Valley
Louisiana Tech, L, A, 0,Sam Houston St.
Clemson, L, A, 0,Sam Houston St.
Georgia, L, A, 0,Sam Houston St.
Jackson St., W, N, 0,Sam Houston St.
East Tennessee St., L, A, 0,Sam Houston St.
Central Michigan, L, H, 0,Sam Houston St.
Little Rock, L, A, 0,Sam Houston St.
Colorado St., L, A, 0,Sam Houston St.
Alabama St., W, H, 0,Sam Houston St.
Utah Valley, L, A, 0,Sam Houston St.
Abilene Christian, W, H, 0,Sam Houston St.
Central Arkansas, W, A, 0,Sam Houston St.
Incarnate Word, W, H, 0,Sam Houston St.
Texas A&M Corpus Chris, W, H, 0,Sam Houston St.
Houston Baptist, W, A, 0,Sam Houston St.
Northwestern St., W, A, 0,Sam Houston St.
Lamar, W, H, 0,Sam Houston St.
Southeastern Louisiana, W, A, 0,Sam Houston St.
Stephen F. Austin, W, H, 0,Sam Houston St.
McNeese St., W, H, 0,Sam Houston St.
Abilene Christian, W, A, 0,Sam Houston St.
Texas A&M Corpus Chris, W, A, 0,Sam Houston St.
Lamar, L, A, 0,Sam Houston St.
Nicholls St., W, H, 0,Sam Houston St.
Houston Baptist, W, H, 0,Sam Houston St.
New Orleans, W, A, 0,Sam Houston St.
Central Arkansas, L, H, 0,Sam Houston St.
Stephen F. Austin, W, A, 0,Sam Houston St.
New Orleans, L, N, 1,Sam Houston St.
TCU, L, A, 1,Sam Houston St.
Vanderbilt, L, A, 0,Winthrop
SIU Edwardsville, W, A, 0,Winthrop
East Tennessee St., L, H, 0,Winthrop
Kentucky, L, A, 0,Winthrop
Tennessee Tech, W, A, 0,Winthrop
Davidson, L, A, 0,Winthrop
Maryland Eastern Shore, W, H, 0,Winthrop
Southern Illinois, W, A, 0,Winthrop
Prairie View A&M, W, H, 0,Winthrop
Florida St., L, A, 0,Winthrop
UNC Asheville, W, A, 0,Winthrop
Campbell, W, A, 0,Winthrop
High Point, W, H, 0,Winthrop
Longwood, L, H, 0,Winthrop
USC Upstate, W, A, 0,Winthrop
UNC Asheville, W, H, 0,Winthrop
Gardner Webb, W, H, 0,Winthrop
Presbyterian, L, A, 0,Winthrop
Radford, L, H, 0,Winthrop
Charleston Southern, W, A, 0,Winthrop
Hampton, W, H, 0,Winthrop
Presbyterian, W, H, 0,Winthrop
Gardner Webb, L, A, 0,Winthrop
Radford, L, A, 0,Winthrop
Charleston Southern, W, H, 0,Winthrop
Hampton, L, A, 0,Winthrop
Charleston Southern, L, N, 1,Winthrop
UT Arlington, L, A, 0,Northern Iowa
Penn, L, N, 0,Northern Iowa
Eastern Kentucky, W, N, 0,Northern Iowa
Old Dominion, W, N, 0,Northern Iowa
Old Dominion, L, A, 0,Northern Iowa
Utah St., L, A, 0,Northern Iowa
South Dakota St., L, N, 0,Northern Iowa
Iowa, L, N, 0,Northern Iowa
Grand Canyon, L, H, 0,Northern Iowa
North Dakota, W, H, 0,Northern Iowa
Stony Brook, L, H, 0,Northern Iowa
Bradley, W, A, 0,Northern Iowa
Southern Illinois, L, H, 0,Northern Iowa
Illinois St., L, A, 0,Northern Iowa
Drake, W, H, 0,Northern Iowa
Indiana St., W, H, 0,Northern Iowa
Valparaiso, L, A, 0,Northern Iowa
Southern Illinois, L, A, 0,Northern Iowa
Evansville, W, H, 0,Northern Iowa
Loyola Chicago, L, A, 0,Northern Iowa
Missouri St., W, H, 0,Northern Iowa
Bradley, L, H, 0,Northern Iowa
Drake, L, A, 0,Northern Iowa
Illinois St., W, H, 0,Northern Iowa
Evansville, W, A, 0,Northern Iowa
Missouri St., W, A, 0,Northern Iowa
Valparaiso, W, H, 0,Northern Iowa
Loyola Chicago, L, H, 0,Northern Iowa
Indiana St., L, A, 0,Northern Iowa
Southern Illinois, W, N, 1,Northern Iowa
Drake, W, N, 1,Northern Iowa
Bradley, L, N, 1,Northern Iowa
Arkansas Pine Bluff, W, H, 0,Colorado St.
Montana St., W, H, 0,Colorado St.
Louisiana, L, N, 0,Colorado St.
Florida Gulf Coast, W, A, 0,Colorado St.
South Dakota St., L, N, 0,Colorado St.
Southern Illinois, L, H, 0,Colorado St.
Colorado, L, A, 0,Colorado St.
Arkansas, L, H, 0,Colorado St.
Sam Houston St., W, H, 0,Colorado St.
South Dakota, L, H, 0,Colorado St.
Long Beach St., L, A, 0,Colorado St.
New Mexico St., L, H, 0,Colorado St.
UNLV, L, A, 0,Colorado St.
Fresno St., L, A, 0,Colorado St.
Air Force, W, H, 0,Colorado St.
New Mexico, W, H, 0,Colorado St.
Utah St., L, A, 0,Colorado St.
Nevada, L, A, 0,Colorado St.
Fresno St., W, H, 0,Colorado St.
Boise St., L, H, 0,Colorado St.
Air Force, W, A, 0,Colorado St.
Nevada, L, H, 0,Colorado St.
Wyoming, L, A, 0,Colorado St.
San Diego St., L, H, 0,Colorado St.
San Jose St., W, A, 0,Colorado St.
Wyoming, W, H, 0,Colorado St.
Boise St., W, A, 0,Colorado St.
New Mexico, L, A, 0,Colorado St.
Utah St., L, H, 0,Colorado St.
UNLV, L, H, 0,Colorado St.
Boise St., L, N, 1,Colorado St.
Tennessee, L, A, 0,Louisiana
Kansas, L, A, 0,Louisiana
Colorado St., W, N, 0,Louisiana
Toledo, L, N, 0,Louisiana
Tulane, W, N, 0,Louisiana
New Orleans, W, A, 0,Louisiana
Southern, W, H, 0,Louisiana
Prairie View A&M, W, H, 0,Louisiana
Louisiana Tech, L, H, 0,Louisiana
McNeese St., W, A, 0,Louisiana
Southeastern Louisiana, W, A, 0,Louisiana
Arkansas St., L, H, 0,Louisiana
Little Rock, W, H, 0,Louisiana
Georgia St., L, A, 0,Louisiana
Georgia Southern, W, A, 0,Louisiana
Louisiana Monroe, L, A, 0,Louisiana
South Alabama, W, H, 0,Louisiana
Troy, W, H, 0,Louisiana
Appalachian St., L, A, 0,Louisiana
Coastal Carolina, L, A, 0,Louisiana
Georgia Southern, L, H, 0,Louisiana
Georgia St., W, H, 0,Louisiana
Louisiana Monroe, W, H, 0,Louisiana
UT Arlington, W, A, 0,Louisiana
Texas St., L, A, 0,Louisiana
Coastal Carolina, W, H, 0,Louisiana
Appalachian St., L, H, 0,Louisiana
Little Rock, W, A, 0,Louisiana
Arkansas St., W, A, 0,Louisiana
South Alabama, L, N, 1,Louisiana
Stanford, L, A, 0,Seattle
Bryant, W, H, 0,Seattle
Washington St., W, H, 0,Seattle
Southern Utah, L, H, 0,Seattle
Denver, W, H, 0,Seattle
Fairfield, W, H, 0,Seattle
Longwood, W, H, 0,Seattle
Eastern Washington, W, H, 0,Seattle
Nebraska Omaha, W, H, 0,Seattle
Washington, L, A, 0,Seattle
Portland, W, A, 0,Seattle
Prairie View A&M, W, H, 0,Seattle
California, W, A, 0,Seattle
Cal St. Bakersfield, L, A, 0,Seattle
Grand Canyon, L, A, 0,Seattle
Utah Valley, L, A, 0,Seattle
New Mexico St., L, H, 0,Seattle
UT Rio Grande Valley, L, H, 0,Seattle
Chicago St., W, A, 0,Seattle
UMKC, L, A, 0,Seattle
Cal Baptist, L, H, 0,Seattle
UT Rio Grande Valley, L, A, 0,Seattle
New Mexico St., L, A, 0,Seattle
UMKC, W, H, 0,Seattle
Chicago St., W, H, 0,Seattle
Utah Valley, L, H, 0,Seattle
Cal Baptist, W, A, 0,Seattle
Cal St. Bakersfield, W, H, 0,Seattle
Grand Canyon, W, H, 0,Seattle
Grand Canyon, L, N, 1,Seattle
Presbyterian, W, H, 1,Seattle
Campbell, W, H, 0,Ohio
South Florida, L, N, 0,Ohio
Loyola Marymount, L, N, 0,Ohio
Austin Peay, W, H, 0,Ohio
Iona, W, H, 0,Ohio
Marshall, W, H, 0,Ohio
Xavier, L, A, 0,Ohio
Radford, W, H, 0,Ohio
Detroit, W, A, 0,Ohio
Purdue, L, A, 0,Ohio
FIU, W, H, 0,Ohio
Northern Illinois, L, H, 0,Ohio
Bowling Green, L, A, 0,Ohio
Ball St., W, A, 0,Ohio
Kent St., L, H, 0,Ohio
Toledo, L, A, 0,Ohio
Western Michigan, W, H, 0,Ohio
Ball St., W, H, 0,Ohio
Northern Illinois, L, A, 0,Ohio
Akron, L, H, 0,Ohio
Miami OH, L, A, 0,Ohio
Eastern Michigan, L, H, 0,Ohio
Central Michigan, L, A, 0,Ohio
Buffalo, L, A, 0,Ohio
Bowling Green, W, H, 0,Ohio
Kent St., L, A, 0,Ohio
Akron, W, A, 0,Ohio
Buffalo, L, H, 0,Ohio
Miami OH, W, H, 0,Ohio
Northern Illinois, L, A, 1,Ohio
Cal St. Northridge, W, A, 0,New Mexico
Iona, W, H, 0,New Mexico
New Mexico St., L, H, 0,New Mexico
UTEP, W, H, 0,New Mexico
Bradley, W, A, 0,New Mexico
New Mexico St., L, A, 0,New Mexico
Saint Mary's, L, N, 0,New Mexico
Colorado, L, H, 0,New Mexico
Central Arkansas, W, H, 0,New Mexico
North Texas, L, H, 0,New Mexico
Penn, L, H, 0,New Mexico
Air Force, W, A, 0,New Mexico
Nevada, W, H, 0,New Mexico
UNLV, L, H, 0,New Mexico
Colorado St., L, A, 0,New Mexico
San Diego St., L, A, 0,New Mexico
Wyoming, W, H, 0,New Mexico
UNLV, L, A, 0,New Mexico
Utah St., L, H, 0,New Mexico
Fresno St., L, A, 0,New Mexico
San Diego St., W, H, 0,New Mexico
Nevada, L, A, 0,New Mexico
San Jose St., W, H, 0,New Mexico
Fresno St., L, H, 0,New Mexico
Utah St., L, A, 0,New Mexico
San Jose St., L, A, 0,New Mexico
Colorado St., W, H, 0,New Mexico
Boise St., W, H, 0,New Mexico
Wyoming, L, A, 0,New Mexico
Wyoming, W, N, 1,New Mexico
Utah St., L, N, 1,New Mexico
Old Dominion, W, H, 0,Saint Joseph's
Monmouth, W, H, 0,Saint Joseph's
Wake Forest, W, N, 0,Saint Joseph's
UCF, L, N, 0,Saint Joseph's
West Virginia, L, N, 0,Saint Joseph's
William & Mary, L, A, 0,Saint Joseph's
Illinois Chicago, W, H, 0,Saint Joseph's
Temple, L, H, 0,Saint Joseph's
Princeton, W, A, 0,Saint Joseph's
Villanova, L, A, 0,Saint Joseph's
Loyola Chicago, W, H, 0,Saint Joseph's
Wagner, W, H, 0,Saint Joseph's
George Mason, L, H, 0,Saint Joseph's
George Washington, L, H, 0,Saint Joseph's
St. Bonaventure, L, A, 0,Saint Joseph's
Duquesne, L, A, 0,Saint Joseph's
Davidson, W, H, 0,Saint Joseph's
Saint Louis, L, A, 0,Saint Joseph's
Richmond, W, H, 0,Saint Joseph's
Penn, L, N, 0,Saint Joseph's
Dayton, L, A, 0,Saint Joseph's
Massachusetts, W, H, 0,Saint Joseph's
La Salle, L, A, 0,Saint Joseph's
Saint Louis, W, H, 0,Saint Joseph's
St. Bonaventure, L, H, 0,Saint Joseph's
Davidson, L, A, 0,Saint Joseph's
Massachusetts, L, A, 0,Saint Joseph's
Fordham, W, A, 0,Saint Joseph's
La Salle, W, H, 0,Saint Joseph's
Rhode Island, L, H, 0,Saint Joseph's
VCU, L, A, 0,Saint Joseph's
Duquesne, W, N, 1,Saint Joseph's
Davidson, L, N, 1,Saint Joseph's
Charleston, L, A, 0,Presbyterian
Tennessee Tech, W, A, 0,Presbyterian
Marquette, L, A, 0,Presbyterian
UCLA, L, A, 0,Presbyterian
St. Francis NY, L, H, 0,Presbyterian
North Carolina A&T, W, A, 0,Presbyterian
Jacksonville, L, H, 0,Presbyterian
VMI, W, H, 0,Presbyterian
Butler, L, A, 0,Presbyterian
Dayton, L, A, 0,Presbyterian
Jacksonville, W, A, 0,Presbyterian
South Carolina St., W, A, 0,Presbyterian
USC Upstate, W, H, 0,Presbyterian
High Point, L, A, 0,Presbyterian
Radford, L, A, 0,Presbyterian
Hampton, W, H, 0,Presbyterian
Longwood, W, H, 0,Presbyterian
USC Upstate, W, A, 0,Presbyterian
Campbell, L, A, 0,Presbyterian
Winthrop, W, H, 0,Presbyterian
Charleston Southern, L, A, 0,Presbyterian
UNC Asheville, W, H, 0,Presbyterian
Gardner Webb, W, H, 0,Presbyterian
Winthrop, L, A, 0,Presbyterian
Campbell, W, H, 0,Presbyterian
UNC Asheville, W, A, 0,Presbyterian
Gardner Webb, L, A, 0,Presbyterian
Charleston Southern, L, H, 0,Presbyterian
UNC Asheville, W, H, 1,Presbyterian
Radford, L, N, 1,Presbyterian
Seattle, L, A, 1,Presbyterian
UNC Wilmington, W, H, 0,Campbell
Coastal Carolina, L, H, 0,Campbell
Ohio, L, A, 0,Campbell
Florida A&M, W, N, 0,Campbell
Austin Peay, W, N, 0,Campbell
Georgetown, L, A, 0,Campbell
Abilene Christian, L, A, 0,Campbell
The Citadel, L, H, 0,Campbell
Austin Peay, L, N, 0,Campbell
Alabama St., W, N, 0,Campbell
Miami FL, L, A, 0,Campbell
Gardner Webb, W, H, 0,Campbell
Winthrop, L, H, 0,Campbell
UNC Asheville, W, A, 0,Campbell
Charleston Southern, W, A, 0,Campbell
Presbyterian, W, H, 0,Campbell
Hampton, L, A, 0,Campbell
Radford, W, A, 0,Campbell
Longwood, W, H, 0,Campbell
High Point, L, A, 0,Campbell
USC Upstate, W, H, 0,Campbell
Hampton, W, H, 0,Campbell
Presbyterian, L, A, 0,Campbell
High Point, W, H, 0,Campbell
Longwood, W, A, 0,Campbell
USC Upstate, W, A, 0,Campbell
Radford, W, H, 0,Campbell
Hampton, W, H, 1,Campbell
Gardner Webb, L, H, 1,Campbell
UNC Greensboro, L, A, 1,Campbell
Toledo, L, H, 0,Oakland
Western Michigan, L, H, 0,Oakland
UNLV, L, A, 0,Oakland
James Madison, W, H, 0,Oakland
Oral Roberts, W, H, 0,Oakland
Northern Illinois, L, H, 0,Oakland
Xavier, L, A, 0,Oakland
Fairfield, W, A, 0,Oakland
Northeastern, L, A, 0,Oakland
Hartford, L, A, 0,Oakland
Georgia, L, A, 0,Oakland
Michigan St., L, A, 0,Oakland
Cleveland St., W, A, 0,Oakland
Youngstown St., W, A, 0,Oakland
Northern Kentucky, W, H, 0,Oakland
Wright St., L, H, 0,Oakland
Milwaukee, L, H, 0,Oakland
Green Bay, W, H, 0,Oakland
Detroit, W, A, 0,Oakland
IUPUI, L, A, 0,Oakland
Illinois Chicago, W, A, 0,Oakland
Youngstown St., L, H, 0,Oakland
Cleveland St., W, H, 0,Oakland
Wright St., L, A, 0,Oakland
Northern Kentucky, L, A, 0,Oakland
Green Bay, L, A, 0,Oakland
Milwaukee, W, A, 0,Oakland
Detroit, W, H, 0,Oakland
Illinois Chicago, W, H, 0,Oakland
IUPUI, W, H, 0,Oakland
Youngstown St., W, H, 1,Oakland
Northern Kentucky, L, N, 1,Oakland
Prairie View A&M, L, H, 0,Santa Clara
UC Irvine, L, H, 0,Santa Clara
Washington, L, N, 0,Santa Clara
Minnesota, L, N, 0,Santa Clara
San Jose St., W, A, 0,Santa Clara
California, L, A, 0,Santa Clara
Jackson St., W, H, 0,Santa Clara
Northern Arizona, W, H, 0,Santa Clara
Idaho St., L, H, 0,Santa Clara
Mississippi Valley St., W, H, 0,Santa Clara
USC, W, H, 0,Santa Clara
Idaho, W, H, 0,Santa Clara
Washington St., W, A, 0,Santa Clara
San Diego, W, H, 0,Santa Clara
Gonzaga, L, A, 0,Santa Clara
Pepperdine, W, H, 0,Santa Clara
BYU, L, A, 0,Santa Clara
Saint Mary's, L, A, 0,Santa Clara
Pacific, W, A, 0,Santa Clara
Gonzaga, L, H, 0,Santa Clara
Loyola Marymount, L, H, 0,Santa Clara
Portland, W, H, 0,Santa Clara
Pepperdine, W, A, 0,Santa Clara
San Francisco, L, A, 0,Santa Clara
Saint Mary's, L, H, 0,Santa Clara
Pacific, W, H, 0,Santa Clara
San Francisco, W, H, 0,Santa Clara
Loyola Marymount, L, A, 0,Santa Clara
Portland, W, A, 0,Santa Clara
San Diego, L, N, 1,Santa Clara
Central Connecticut, L, H, 0,Hartford
Utah St., L, A, 0,Hartford
Mississippi St., L, A, 0,Hartford
Quinnipiac, W, A, 0,Hartford
Utah Valley, L, N, 0,Hartford
Iona, L, N, 0,Hartford
Sacred Heart, L, A, 0,Hartford
Bowling Green, W, H, 0,Hartford
Duke, L, A, 0,Hartford
Bryant, W, A, 0,Hartford
Oakland, W, H, 0,Hartford
Wagner, L, A, 0,Hartford
Marist, W, H, 0,Hartford
Boston College, W, A, 0,Hartford
UMBC, W, H, 0,Hartford
Vermont, L, A, 0,Hartford
Maine, W, A, 0,Hartford
UMass Lowell, L, H, 0,Hartford
New Hampshire, W, H, 0,Hartford
Albany, L, A, 0,Hartford
Binghamton, W, H, 0,Hartford
Stony Brook, L, A, 0,Hartford
UMBC, W, A, 0,Hartford
Maine, W, H, 0,Hartford
Vermont, L, H, 0,Hartford
New Hampshire, W, A, 0,Hartford
UMass Lowell, W, A, 0,Hartford
Binghamton, W, A, 0,Hartford
Albany, W, H, 0,Hartford
Stony Brook, L, H, 0,Hartford
UMass Lowell, W, H, 1,Hartford
UMBC, L, A, 1,Hartford
VCU, L, A, 0,Hampton
California, L, A, 0,Hampton
Bowling Green, L, N, 0,Hampton
Loyola MD, L, N, 0,Hampton
Richmond, W, A, 0,Hampton
Norfolk St., L, A, 0,Hampton
