opponent, outcome, home/away, team1
Temple, W, H,Rhode Island
La Salle, W, H,Rhode Island
Charlotte, W, A,Rhode Island
Temple, L, A,Rhode Island
St. Bonaventure, W, H,Rhode Island
Saint Louis, W, H,Rhode Island
Massachusetts, W, A,Rhode Island
Fordham, W, A,Rhode Island
Dayton, W, H,Rhode Island
Duquesne, W, A,Rhode Island
Massachusetts, L, H,Rhode Island
Duquesne, L, N,Rhode Island
Niagara, W, A,Rhode Island
Penn St., L, A,Rhode Island
San Jose St., W, H,Nebraska
TCU, W, A,Nebraska
Arkansas Pine Bluff, W, H,Nebraska
Saint Louis, W, H,Nebraska
Creighton, W, H,Nebraska
Alabama St., W, H,Nebraska
Arizona St., L, A,Nebraska
Oregon St., L, A,Nebraska
IPFW, W, H,Nebraska
UMBC, L, H,Nebraska
South Carolina St., W, H,Nebraska
Maryland Eastern Shore, W, H,Nebraska
Florida A&M, W, H,Nebraska
Missouri, W, H,Nebraska
Iowa St., L, A,Nebraska
Kansas St., W, H,Nebraska
Oklahoma, L, A,Nebraska
Oklahoma St., L, H,Nebraska
Kansas, L, H,Nebraska
Texas Tech, W, A,Nebraska
Colorado, W, A,Nebraska
Texas, W, H,Nebraska
Missouri, L, A,Nebraska
Colorado, W, H,Nebraska
Kansas, L, A,Nebraska
Texas A&M, L, H,Nebraska
Kansas St., L, A,Nebraska
Iowa St., W, H,Nebraska
Baylor, W, A,Nebraska
Baylor, L, N,Nebraska
New Mexico, L, A,Nebraska
James Madison, W, N,Davidson
Oklahoma, L, A,Davidson
Winthrop, W, H,Davidson
Florida Atlantic, W, H,Davidson
Loyola MD, W, H,Davidson
North Carolina St., W, H,Davidson
West Virginia, W, N,Davidson
Chattanooga, W, H,Davidson
Purdue, L, A,Davidson
College of Charleston, W, A,Davidson
Samford, W, H,Davidson
Duke, L, A,Davidson
The Citadel, W, A,Davidson
Appalachian St., W, A,Davidson
Elon, W, H,Davidson
Georgia Southern, W, A,Davidson
Furman, W, H,Davidson
Wofford, W, H,Davidson
Chattanooga, W, A,Davidson
Samford, W, A,Davidson
Western Carolina, W, H,Davidson
UNC Greensboro, W, A,Davidson
College of Charleston, L, H,Davidson
Wofford, W, A,Davidson
Furman, W, A,Davidson
The Citadel, L, H,Davidson
Butler, L, H,Davidson
UNC Greensboro, W, H,Davidson
Georgia Southern, W, H,Davidson
Elon, W, A,Davidson
Appalachian St., W, N,Davidson
College of Charleston, L, N,Davidson
South Carolina, W, A,Davidson
Saint Mary's, L, A,Davidson
Central Arkansas, W, H,Northwestern
Texas A&M Corpus Chris, W, H,Northwestern
Brown, W, A,Northwestern
Butler, L, A,Northwestern
UC Riverside, W, H,Northwestern
Florida St., W, H,Northwestern
DePaul, W, H,Northwestern
UMKC, W, H,Northwestern
Stanford, L, A,Northwestern
SMU, W, H,Northwestern
Penn St., L, A,Northwestern
Michigan St., L, H,Northwestern
Wisconsin, L, A,Northwestern
Purdue, L, H,Northwestern
Minnesota, W, H,Northwestern
Michigan St., W, A,Northwestern
Michigan, L, A,Northwestern
Indiana, W, H,Northwestern
Wisconsin, W, H,Northwestern
Chicago St., W, H,Northwestern
Iowa, L, A,Northwestern
Illinois, L, H,Northwestern
Michigan, L, H,Northwestern
Ohio St., W, H,Northwestern
Minnesota, L, A,Northwestern
Indiana, W, A,Northwestern
Iowa, W, H,Northwestern
Purdue, W, A,Northwestern
Ohio St., L, A,Northwestern
Minnesota, L, N,Northwestern
Tulsa, L, A,Northwestern
Oakland, W, H,Cleveland St.
Washington, L, A,Cleveland St.
Kansas St., L, H,Cleveland St.
Toledo, W, N,Cleveland St.
FIU, W, A,Cleveland St.
Valparaiso, W, H,Cleveland St.
Butler, L, H,Cleveland St.
West Virginia, L, A,Cleveland St.
Marist, W, A,Cleveland St.
Syracuse, W, A,Cleveland St.
Kent St., W, H,Cleveland St.
Wright St., L, A,Cleveland St.
Detroit, W, A,Cleveland St.
Loyola Chicago, W, H,Cleveland St.
Illinois Chicago, W, H,Cleveland St.
Green Bay, L, A,Cleveland St.
Milwaukee, L, A,Cleveland St.
Youngstown St., L, A,Cleveland St.
Detroit, W, H,Cleveland St.
Wright St., W, H,Cleveland St.
Illinois Chicago, W, A,Cleveland St.
Loyola Chicago, W, A,Cleveland St.
Milwaukee, W, H,Cleveland St.
Green Bay, W, H,Cleveland St.
Youngstown St., W, H,Cleveland St.
Wichita St., L, A,Cleveland St.
Valparaiso, W, A,Cleveland St.
Butler, L, A,Cleveland St.
Detroit, W, H,Cleveland St.
Illinois Chicago, W, N,Cleveland St.
Green Bay, W, N,Cleveland St.
Butler, W, A,Cleveland St.
Wake Forest, W, N,Cleveland St.
Arizona, L, N,Cleveland St.
Boise St., W, H,Siena
Cornell, W, H,Siena
Tennessee, L, N,Siena
Wichita St., L, N,Siena
Oklahoma St., L, N,Siena
Loyola MD, W, A,Siena
Albany, W, H,Siena
Marist, W, H,Siena
Pittsburgh, L, A,Siena
Buffalo, W, H,Siena
Saint Joseph's, W, A,Siena
Holy Cross, W, A,Siena
Fairfield, W, H,Siena
Saint Peter's, W, H,Siena
Kansas, L, A,Siena
Rider, W, H,Siena
Manhattan, W, A,Siena
Marist, W, A,Siena
Fairfield, W, A,Siena
Niagara, W, H,Siena
Iona, W, H,Siena
Canisius, W, H,Siena
Saint Peter's, W, A,Siena
Rider, L, A,Siena
Loyola MD, W, H,Siena
Manhattan, W, H,Siena
Iona, W, A,Siena
Northern Iowa, W, H,Siena
Niagara, L, A,Siena
Canisius, W, A,Siena
Canisius, W, H,Siena
Fairfield, W, H,Siena
Niagara, W, H,Siena
Ohio St., W, N,Siena
Louisville, L, N,Siena
New Mexico, W, H,Creighton
Arkansas Pine Bluff, W, H,Creighton
Oral Roberts, W, H,Creighton
Arkansas Little Rock, L, A,Creighton
Nebraska, L, A,Creighton
Mississippi Valley St., W, H,Creighton
Saint Joseph's, W, A,Creighton
Dayton, W, H,Creighton
Northern Colorado, W, H,Creighton
Southern, W, H,Creighton
Fresno St., W, N,Creighton
DePaul, W, N,Creighton
Wichita St., W, H,Creighton
Indiana St., W, A,Creighton
Illinois St., L, A,Creighton
Northern Iowa, L, H,Creighton
Bradley, W, A,Creighton
Southern Illinois, W, H,Creighton
Wichita St., L, A,Creighton
Evansville, W, A,Creighton
Drake, L, H,Creighton
Indiana St., W, H,Creighton
Missouri St., W, H,Creighton
Drake, W, A,Creighton
Northern Iowa, W, A,Creighton
Bradley, W, H,Creighton
Southern Illinois, W, A,Creighton
Evansville, W, H,Creighton
George Mason, W, H,Creighton
Missouri St., W, A,Creighton
Illinois St., W, H,Creighton
Wichita St., W, N,Creighton
Illinois St., L, N,Creighton
Bowling Green, W, H,Creighton
Kentucky, L, H,Creighton
Centenary, W, H,Mississippi St.
Louisiana Monroe, W, H,Mississippi St.
Fairleigh Dickinson, W, H,Mississippi St.
St. Bonaventure, W, A,Mississippi St.
Washington St., L, N,Mississippi St.
Texas Tech, L, N,Mississippi St.
Alabama St., W, H,Mississippi St.
Charlotte, L, H,Mississippi St.
South Alabama, W, H,Mississippi St.
Cincinnati, L, A,Mississippi St.
Nicholls St., W, N,Mississippi St.
San Diego, L, H,Mississippi St.
Houston, W, H,Mississippi St.
Western Kentucky, W, H,Mississippi St.
Arkansas, W, A,Mississippi St.
Alabama, W, H,Mississippi St.
Vanderbilt, W, H,Mississippi St.
LSU, L, A,Mississippi St.
Georgia, W, A,Mississippi St.
Mississippi, L, H,Mississippi St.
Kentucky, W, A,Mississippi St.
Arkansas, W, H,Mississippi St.
LSU, L, H,Mississippi St.
Auburn, L, A,Mississippi St.
South Carolina, W, H,Mississippi St.
Alabama, L, A,Mississippi St.
Tennessee, L, A,Mississippi St.
Auburn, L, H,Mississippi St.
Florida, W, H,Mississippi St.
Mississippi, W, A,Mississippi St.
Georgia, W, N,Mississippi St.
South Carolina, W, N,Mississippi St.
LSU, W, N,Mississippi St.
Tennessee, W, N,Mississippi St.
Washington, L, N,Mississippi St.
Georgia Southern, L, N,Houston
Presbyterian, W, N,Houston
Western Kentucky, W, H,Houston
Alcorn St., W, H,Houston
North Texas, W, H,Houston
Middle Tennessee, W, A,Houston
Mississippi Valley St., W, H,Houston
Toledo, W, A,Houston
Iowa St., L, H,Houston
Massachusetts, W, H,Houston
Mississippi St., L, A,Houston
Texas A&M Corpus Chris, W, H,Houston
UAB, W, H,Houston
UTEP, W, A,Houston
Southern Miss, L, A,Houston
East Carolina, W, H,Houston
Arizona, L, A,Houston
UTEP, L, H,Houston
Memphis, L, A,Houston
UCF, W, A,Houston
Rice, W, H,Houston
SMU, W, A,Houston
Tulane, W, H,Houston
Marshall, L, A,Houston
UCF, W, H,Houston
Tulsa, L, A,Houston
Rice, W, A,Houston
Memphis, L, H,Houston
SMU, W, H,Houston
SMU, W, N,Houston
UTEP, W, N,Houston
Memphis, L, A,Houston
Oregon St., L, A,Houston
Jacksonville St., W, H,South Carolina
Winthrop, W, H,South Carolina
USC Upstate, W, H,South Carolina
Gardner Webb, W, H,South Carolina
College of Charleston, L, A,South Carolina
Princeton, W, A,South Carolina
Furman, W, H,South Carolina
North Carolina Central, W, H,South Carolina
The Citadel, W, H,South Carolina
Presbyterian, W, H,South Carolina
Clemson, L, H,South Carolina
Baylor, W, A,South Carolina
Wofford, W, H,South Carolina
Auburn, W, H,South Carolina
LSU, L, A,South Carolina
Tennessee, L, A,South Carolina
Florida, W, H,South Carolina
Mississippi, W, H,South Carolina
Vanderbilt, W, H,South Carolina
Kentucky, W, A,South Carolina
Florida, L, A,South Carolina
Georgia, W, H,South Carolina
Alabama, W, A,South Carolina
Mississippi St., L, A,South Carolina
Arkansas, W, H,South Carolina
Kentucky, W, H,South Carolina
Vanderbilt, L, A,South Carolina
Tennessee, L, H,South Carolina
Georgia, W, A,South Carolina
Mississippi St., L, N,South Carolina
Davidson, L, H,South Carolina
Gardner Webb, W, H,Virginia Tech
Mount St. Mary's, W, H,Virginia Tech
Fairfield, W, N,Virginia Tech
Xavier, L, N,Virginia Tech
Seton Hall, L, N,Virginia Tech
Elon, W, H,Virginia Tech
Wisconsin, L, H,Virginia Tech
Navy, W, N,Virginia Tech
Georgia, L, A,Virginia Tech
Longwood, W, H,Virginia Tech
Columbia, W, A,Virginia Tech
St. John's, W, A,Virginia Tech
Charleston Southern, W, A,Virginia Tech
Duke, L, A,Virginia Tech
Virginia, W, H,Virginia Tech
Richmond, W, H,Virginia Tech
Boston College, W, H,Virginia Tech
Wake Forest, W, A,Virginia Tech
Miami FL, W, A,Virginia Tech
Clemson, L, H,Virginia Tech
Boston College, L, A,Virginia Tech
North Carolina St., W, H,Virginia Tech
Georgia Tech, W, H,Virginia Tech
Maryland, L, A,Virginia Tech
Virginia, L, A,Virginia Tech
Florida St., L, H,Virginia Tech
Clemson, W, A,Virginia Tech
Duke, L, H,Virginia Tech
North Carolina, L, H,Virginia Tech
Florida St., L, A,Virginia Tech
Miami FL, W, N,Virginia Tech
North Carolina, L, N,Virginia Tech
Duquesne, W, H,Virginia Tech
Baylor, L, H,Virginia Tech
San Diego, W, H,UNLV
Texas Pan American, W, H,UNLV
Northern Arizona, W, H,UNLV
North Carolina A&T, W, H,UNLV
UTEP, W, A,UNLV
California, L, H,UNLV
Cincinnati, L, H,UNLV
Fresno St., W, A,UNLV
Nevada, W, A,UNLV
Western Michigan, W, H,UNLV
Santa Clara, W, H,UNLV
Arizona, W, H,UNLV
Southern Utah, W, H,UNLV
Louisville, W, A,UNLV
New Mexico, W, H,UNLV
TCU, L, A,UNLV
Colorado St., L, A,UNLV
Wyoming, W, H,UNLV
BYU, W, A,UNLV
Utah, W, H,UNLV
Air Force, W, A,UNLV
San Diego St., L, H,UNLV
New Mexico, L, A,UNLV
TCU, W, H,UNLV
Colorado St., W, H,UNLV
Wyoming, L, A,UNLV
BYU, W, H,UNLV
Utah, L, A,UNLV
Air Force, W, H,UNLV
San Diego St., L, A,UNLV
San Diego St., L, H,UNLV
Kentucky, L, A,UNLV
Central Connecticut, W, H,Boston College
Loyola MD, W, H,Boston College
St. John's, W, H,Boston College
Saint Louis, L, A,Boston College
Purdue, L, N,Boston College
UAB, W, N,Boston College
Iowa, W, H,Boston College
Massachusetts, W, A,Boston College
Bryant, W, H,Boston College
USC Upstate, W, H,Boston College
Providence, W, H,Boston College
Maine, W, H,Boston College
San Francisco, W, H,Boston College
Sacred Heart, W, H,Boston College
North Carolina, W, A,Boston College
Harvard, L, H,Boston College
Miami FL, L, H,Boston College
Wake Forest, L, H,Boston College
Virginia Tech, L, A,Boston College
Georgia Tech, W, A,Boston College
North Carolina St., W, H,Boston College
Maryland, W, A,Boston College
Virginia Tech, W, H,Boston College
Virginia, W, A,Boston College
Wake Forest, L, A,Boston College
Clemson, L, H,Boston College
Duke, W, H,Boston College
Miami FL, L, A,Boston College
Florida St., W, H,Boston College
North Carolina St., L, A,Boston College
Georgia Tech, W, H,Boston College
Virginia, W, N,Boston College
Duke, L, N,Boston College
USC, L, N,Boston College
Towson, W, H,Niagara
Villanova, L, A,Niagara
Appalachian St., W, H,Niagara
Buffalo, W, A,Niagara
Monmouth, W, N,Niagara
Hartford, W, N,Niagara
Akron, L, H,Niagara
Loyola MD, W, A,Niagara
South Florida, W, A,Niagara
Drexel, W, A,Niagara
St. Bonaventure, W, A,Niagara
Murray St., W, N,Niagara
Chattanooga, L, A,Niagara
Manhattan, W, H,Niagara
Loyola MD, W, H,Niagara
Saint Peter's, W, A,Niagara
Marist, L, A,Niagara
Iona, L, H,Niagara
Rider, W, H,Niagara
Siena, L, A,Niagara
Canisius, W, H,Niagara
Manhattan, W, A,Niagara
Iona, W, A,Niagara
Saint Peter's, W, H,Niagara
Fairfield, W, H,Niagara
Canisius, W, A,Niagara
Fairfield, W, A,Niagara
Rider, L, A,Niagara
Illinois St., W, H,Niagara
Siena, W, H,Niagara
Marist, W, H,Niagara
Marist, W, N,Niagara
Rider, W, N,Niagara
Siena, L, A,Niagara
Rhode Island, L, H,Niagara
St. Francis NY, W, H,Seton Hall
Columbia, W, H,Seton Hall
USC, W, N,Seton Hall
Memphis, L, N,Seton Hall
Virginia Tech, W, N,Seton Hall
Delaware, W, H,Seton Hall
Monmouth, W, H,Seton Hall
Saint Peter's, W, A,Seton Hall
IUPUI, L, H,Seton Hall
James Madison, L, A,Seton Hall
Fairleigh Dickinson, W, H,Seton Hall
Syracuse, L, A,Seton Hall
West Virginia, L, H,Seton Hall
Villanova, L, H,Seton Hall
Notre Dame, L, A,Seton Hall
Connecticut, L, A,Seton Hall
Providence, L, H,Seton Hall
Georgetown, W, H,Seton Hall
Rutgers, W, H,Seton Hall
St. John's, W, H,Seton Hall
Rutgers, W, A,Seton Hall
DePaul, W, A,Seton Hall
Connecticut, L, H,Seton Hall
Marquette, L, A,Seton Hall
St. John's, L, A,Seton Hall
South Florida, W, H,Seton Hall
Pittsburgh, L, H,Seton Hall
Louisville, L, A,Seton Hall
Cincinnati, W, A,Seton Hall
South Florida, W, N,Seton Hall
Syracuse, L, N,Seton Hall
Northeastern, L, H,Providence
Dartmouth, W, H,Providence
Sacred Heart, W, H,Providence
Maine, W, H,Providence
Baylor, L, N,Providence
Charlotte, W, N,Providence
Saint Mary's, L, N,Providence
Brown, W, H,Providence
Rhode Island, W, H,Providence
Jackson St., W, H,Providence
Boston College, L, A,Providence
Bryant, W, H,Providence
St. John's, W, H,Providence
DePaul, W, H,Providence
Cincinnati, W, A,Providence
Georgetown, L, A,Providence
Marquette, L, H,Providence
Cincinnati, W, H,Providence
Seton Hall, W, A,Providence
Syracuse, W, H,Providence
Connecticut, L, A,Providence
Villanova, L, H,Providence
West Virginia, L, A,Providence
South Florida, W, A,Providence
Rutgers, W, H,Providence
Louisville, L, A,Providence
Notre Dame, L, H,Providence
Pittsburgh, W, H,Providence
Rutgers, W, A,Providence
Villanova, L, A,Providence
DePaul, W, N,Providence
Louisville, L, N,Providence
Miami FL, L, H,Providence
Wofford, W, H,Dayton
Delaware St., W, H,Dayton
Bethune Cookman, W, H,Dayton
Mercer, W, H,Dayton
Auburn, W, N,Dayton
Marquette, W, N,Dayton
Troy, W, H,Dayton
Akron, W, A,Dayton
Creighton, L, A,Dayton
Coppin St., W, H,Dayton
UNC Greensboro, W, H,Dayton
Marshall, W, H,Dayton
George Mason, W, H,Dayton
Toledo, W, A,Dayton
Miami OH, W, H,Dayton
Massachusetts, L, A,Dayton
Fordham, W, H,Dayton
Duquesne, W, A,Dayton
George Washington, W, A,Dayton
St. Bonaventure, W, H,Dayton
Saint Louis, W, H,Dayton
Saint Joseph's, W, H,Dayton
La Salle, W, A,Dayton
Charlotte, L, A,Dayton
Xavier, W, H,Dayton
Richmond, W, H,Dayton
Saint Louis, L, A,Dayton
Rhode Island, L, A,Dayton
Temple, W, H,Dayton
Xavier, L, A,Dayton
Duquesne, W, H,Dayton
Richmond, W, N,Dayton
Duquesne, L, N,Dayton
West Virginia, W, N,Dayton
Kansas, L, N,Dayton
Utah, L, A,Green Bay
Marshall, W, N,Green Bay
Morgan St., W, N,Green Bay
Massachusetts, W, H,Green Bay
Wright St., W, H,Green Bay
Detroit, W, H,Green Bay
Idaho St., W, H,Green Bay
Wisconsin, L, A,Green Bay
Oakland, L, H,Green Bay
Houston Baptist, W, A,Green Bay
Western Michigan, W, A,Green Bay
Illinois Chicago, W, A,Green Bay
Loyola Chicago, L, A,Green Bay
Milwaukee, W, A,Green Bay
Cleveland St., W, H,Green Bay
Youngstown St., W, H,Green Bay
Houston Baptist, W, H,Green Bay
Butler, L, A,Green Bay
Valparaiso, W, A,Green Bay
Illinois Chicago, W, H,Green Bay
Loyola Chicago, W, H,Green Bay
Butler, W, H,Green Bay
Milwaukee, W, H,Green Bay
Youngstown St., L, A,Green Bay
Cleveland St., L, A,Green Bay
Valparaiso, W, H,Green Bay
Long Beach St., W, A,Green Bay
Detroit, W, A,Green Bay
Wright St., L, A,Green Bay
Cleveland St., L, N,Green Bay
Vermont, L, H,Green Bay
Morehead St., W, H,Vanderbilt
Illinois, L, H,Vanderbilt
Middle Tennessee, W, H,Vanderbilt
Central Arkansas, W, H,Vanderbilt
Drake, W, N,Vanderbilt
VCU, W, N,Vanderbilt
Illinois Chicago, L, H,Vanderbilt
Georgia Tech, L, A,Vanderbilt
Alabama A&M, W, H,Vanderbilt
South Florida, W, H,Vanderbilt
Tennessee Tech, W, H,Vanderbilt
Furman, W, H,Vanderbilt
St. Francis PA, W, H,Vanderbilt
Massachusetts, W, A,Vanderbilt
Kentucky, L, A,Vanderbilt
Georgia, W, H,Vanderbilt
Mississippi St., L, A,Vanderbilt
Tennessee, L, H,Vanderbilt
Florida, L, H,Vanderbilt
South Carolina, L, A,Vanderbilt
Auburn, W, A,Vanderbilt
Alabama, W, H,Vanderbilt
Mississippi, W, H,Vanderbilt
Tennessee, L, A,Vanderbilt
Kentucky, W, H,Vanderbilt
Florida, L, A,Vanderbilt
Georgia, L, A,Vanderbilt
South Carolina, W, H,Vanderbilt
LSU, W, A,Vanderbilt
Arkansas, W, H,Vanderbilt
Alabama, L, N,Vanderbilt
New Orleans, W, A,North Carolina St.
High Point, W, H,North Carolina St.
Winthrop, W, H,North Carolina St.
UNC Greensboro, W, H,North Carolina St.
Davidson, L, A,North Carolina St.
Winston Salem St., W, H,North Carolina St.
East Carolina, W, H,North Carolina St.
Lipscomb, W, H,North Carolina St.
Marquette, L, H,North Carolina St.
Loyola MD, W, H,North Carolina St.
Towson, W, H,North Carolina St.
Florida, L, A,North Carolina St.
Clemson, L, A,North Carolina St.
Florida St., L, H,North Carolina St.
Georgia Tech, W, H,North Carolina St.
Duke, L, A,North Carolina St.
Boston College, L, A,North Carolina St.
Miami FL, W, H,North Carolina St.
North Carolina, L, H,North Carolina St.
North Carolina Central, W, H,North Carolina St.
Virginia Tech, L, A,North Carolina St.
Wake Forest, W, H,North Carolina St.
Georgia Tech, W, A,North Carolina St.
North Carolina, L, A,North Carolina St.
Virginia, W, H,North Carolina St.
Wake Forest, L, A,North Carolina St.
Maryland, L, H,North Carolina St.
Boston College, W, H,North Carolina St.
Miami FL, L, A,North Carolina St.
Maryland, L, N,North Carolina St.
Texas Southern, W, H,UTEP
Georgia Southern, W, H,UTEP
UNLV, L, H,UTEP
Saint Mary's, W, N,UTEP
Wake Forest, L, N,UTEP
Arizona St., L, N,UTEP
Sam Houston St., W, H,UTEP
New Mexico St., L, A,UTEP
Texas Tech, W, H,UTEP
New Mexico St., W, H,UTEP
James Madison, W, N,UTEP
Santa Clara, L, A,UTEP
Texas Pan American, W, H,UTEP
New Mexico, W, A,UTEP
SMU, W, A,UTEP
Houston, L, H,UTEP
East Carolina, W, A,UTEP
UAB, L, A,UTEP
Tulsa, L, H,UTEP
Houston, W, A,UTEP
Southern Miss, W, H,UTEP
Tulsa, L, A,UTEP
UCF, W, H,UTEP
Marshall, W, H,UTEP
Rice, W, A,UTEP
Memphis, L, H,UTEP
SMU, W, H,UTEP
Tulane, L, A,UTEP
UAB, W, H,UTEP
Southern Miss, W, A,UTEP
Houston, L, N,UTEP
Nevada, W, A,UTEP
Northeastern, W, H,UTEP
Richmond, W, A,UTEP
Oregon St., L, A,UTEP
Oregon St., W, H,UTEP
Oregon St., L, H,UTEP
Denver, W, H,Northern Iowa
Illinois Chicago, L, A,Northern Iowa
Texas Southern, W, H,Northern Iowa
Chicago St., W, H,Northern Iowa
Marquette, L, N,Northern Iowa
Auburn, W, N,Northern Iowa
Iowa St., L, H,Northern Iowa
Iowa, L, A,Northern Iowa
Wyoming, L, A,Northern Iowa
South Dakota St., W, H,Northern Iowa
Indiana St., L, H,Northern Iowa
Southern Illinois, W, A,Northern Iowa
Wichita St., W, H,Northern Iowa
Creighton, W, A,Northern Iowa
Missouri St., W, H,Northern Iowa
Evansville, W, A,Northern Iowa
Drake, W, A,Northern Iowa
Bradley, W, H,Northern Iowa
Missouri St., W, A,Northern Iowa
Illinois St., W, H,Northern Iowa
Indiana St., W, A,Northern Iowa
Bradley, W, A,Northern Iowa
Creighton, L, H,Northern Iowa
Southern Illinois, W, H,Northern Iowa
Wichita St., L, A,Northern Iowa
Drake, L, H,Northern Iowa
Siena, L, A,Northern Iowa
Illinois St., W, A,Northern Iowa
Evansville, W, H,Northern Iowa
Indiana St., W, N,Northern Iowa
Bradley, W, N,Northern Iowa
Illinois St., W, N,Northern Iowa
Purdue, L, N,Northern Iowa
George Mason, L, H,Vermont
Yale, W, H,Vermont
Maryland, L, A,Vermont
Delaware, W, A,Vermont
Loyola MD, W, H,Vermont
Dartmouth, W, H,Vermont
Pittsburgh, L, A,Vermont
UNC Wilmington, W, H,Vermont
Quinnipiac, W, A,Vermont
George Washington, W, N,Vermont
Colorado St., L, N,Vermont
Colorado, W, N,Vermont
NJIT, W, H,Vermont
Binghamton, L, A,Vermont
Albany, L, H,Vermont
Boston University, W, A,Vermont
Stony Brook, W, A,Vermont
UMBC, W, H,Vermont
Hartford, W, A,Vermont
New Hampshire, W, H,Vermont
Maine, W, H,Vermont
New Hampshire, W, A,Vermont
Binghamton, L, H,Vermont
Albany, W, A,Vermont
Hartford, W, H,Vermont
Boston University, W, H,Vermont
Stony Brook, W, H,Vermont
UMBC, W, A,Vermont
Buffalo, W, H,Vermont
Maine, W, A,Vermont
Albany, L, A,Vermont
Green Bay, W, A,Vermont
Oregon St., L, A,Vermont
High Point, W, H,Duquesne
St. Francis PA, W, A,Duquesne
Furman, W, H,Duquesne
USC Upstate, W, A,Duquesne
Duke, L, A,Duquesne
Pittsburgh, L, A,Duquesne
Radford, W, A,Duquesne
West Virginia, L, H,Duquesne
Old Dominion, L, H,Duquesne
Rice, W, H,Duquesne
North Carolina Central, W, H,Duquesne
Robert Morris, W, A,Duquesne
Bowling Green, W, H,Duquesne
Charlotte, W, H,Duquesne
St. Bonaventure, W, A,Duquesne
George Washington, W, H,Duquesne
Dayton, L, H,Duquesne
Saint Joseph's, L, A,Duquesne
Fordham, W, A,Duquesne
St. Bonaventure, W, H,Duquesne
Saint Louis, L, A,Duquesne
Xavier, W, H,Duquesne
Richmond, L, A,Duquesne
Temple, L, H,Duquesne
La Salle, W, A,Duquesne
Massachusetts, W, A,Duquesne
Rhode Island, L, H,Duquesne
Saint Louis, W, H,Duquesne
Dayton, L, A,Duquesne
Massachusetts, W, N,Duquesne
Rhode Island, W, N,Duquesne
Dayton, W, N,Duquesne
Temple, L, N,Duquesne
Virginia Tech, L, A,Duquesne
Texas Southern, W, H,Cincinnati
Western Illinois, W, H,Cincinnati
Coastal Carolina, W, H,Cincinnati
Florida St., L, N,Cincinnati
UNLV, W, A,Cincinnati
UAB, W, H,Cincinnati
Xavier, L, H,Cincinnati
Charleston Southern, W, H,Cincinnati
Mississippi St., W, H,Cincinnati
Eastern Kentucky, W, H,Cincinnati
Arkansas Pine Bluff, W, H,Cincinnati
Memphis, L, A,Cincinnati
Marquette, L, A,Cincinnati
Providence, L, H,Cincinnati
Connecticut, L, H,Cincinnati
Rutgers, W, H,Cincinnati
DePaul, W, A,Cincinnati
Providence, L, A,Cincinnati
St. John's, W, A,Cincinnati
Georgetown, W, H,Cincinnati
Villanova, L, A,Cincinnati
Notre Dame, W, H,Cincinnati
Georgetown, W, A,Cincinnati
St. John's, W, H,Cincinnati
Pittsburgh, L, A,Cincinnati
Louisville, L, H,Cincinnati
West Virginia, W, H,Cincinnati
Syracuse, L, A,Cincinnati
South Florida, L, A,Cincinnati
Seton Hall, L, H,Cincinnati
DePaul, L, N,Cincinnati
Charleston Southern, W, H,Iowa
UTSA, W, H,Iowa
The Citadel, W, A,Iowa
Oakland, W, H,Iowa
Southeast Missouri St., W, H,Iowa
West Virginia, L, N,Iowa
Kansas St., W, N,Iowa
Boston College, L, A,Iowa
Bryant, W, H,Iowa
Northern Iowa, W, H,Iowa
Iowa St., W, H,Iowa
Drake, L, A,Iowa
Western Illinois, W, H,Iowa
Ohio St., L, A,Iowa
Indiana, W, H,Iowa
Minnesota, L, H,Iowa
Michigan, L, A,Iowa
Purdue, L, A,Iowa
Wisconsin, W, H,Iowa
Penn St., L, A,Iowa
Michigan St., L, H,Iowa
Illinois, L, A,Iowa
Indiana, L, A,Iowa
Northwestern, W, H,Iowa
Wisconsin, L, A,Iowa
Purdue, L, H,Iowa
Michigan, W, H,Iowa
Michigan St., L, A,Iowa
Northwestern, L, A,Iowa
Ohio St., L, H,Iowa
Penn St., W, H,Iowa
Michigan, L, N,Iowa
Houston, L, A,Western Kentucky
Murray St., L, A,Western Kentucky
Southern Illinois, W, H,Western Kentucky
Louisville, W, N,Western Kentucky
Georgia, W, H,Western Kentucky
Tulane, W, A,Western Kentucky
Evansville, L, A,Western Kentucky
South Alabama, W, A,Western Kentucky
Alabama A&M, W, H,Western Kentucky
Florida St., L, A,Western Kentucky
Troy, W, H,Western Kentucky
Arkansas Little Rock, W, H,Western Kentucky
Mississippi St., L, A,Western Kentucky
FIU, L, A,Western Kentucky
Florida Atlantic, W, A,Western Kentucky
Middle Tennessee, W, H,Western Kentucky
New Orleans, W, H,Western Kentucky
Louisiana Lafayette, W, H,Western Kentucky
Denver, L, A,Western Kentucky
North Texas, W, H,Western Kentucky
Arkansas St., W, A,Western Kentucky
Louisiana Monroe, W, A,Western Kentucky
South Alabama, W, H,Western Kentucky
Troy, L, A,Western Kentucky
Arkansas Little Rock, W, A,Western Kentucky
FIU, W, H,Western Kentucky
Florida Atlantic, W, H,Western Kentucky
Middle Tennessee, W, A,Western Kentucky
FIU, W, N,Western Kentucky
North Texas, W, N,Western Kentucky
South Alabama, W, N,Western Kentucky
Illinois, W, N,Western Kentucky
Gonzaga, L, N,Western Kentucky
Vermont, W, A,George Mason
Brown, W, H,George Mason
Hampton, L, A,George Mason
